word,Valence_all,Dominance_all,Arousal_all
dziwka,3.13,3.31,6.59
dziwny,4.43,3.63,4.62
edukacja,5.75,5.79,5.43
egoizm,3.57,5.07,4.79
ekscytacja,7.74,6.88,8.07
ekstaza,7.57,6.56,7.36
elegancki,6.95,6.54,5.14
energiczność,7.6,6.9,7.3
energiczny,8.13,7.4,7.41
entuzjazm,7.88,6.52,6.73
erotyczny,7.05,6.45,7.75
etyczność,6.95,6.24,3.93
euro,5.86,5.49,4.17
fajerwerki,6.27,5.48,5.47
fałsz,2.33,3.88,4.8
fałszywość,2.43,4.75,5.53
fanatyzm,3.21,5.14,6.79
fantazja,7.74,6.15,6.35
farma,5.54,4.24,3.45
fartowny,6.6,4.93,5.95
fascynacja,7.81,6.6,6.93
fascynować,7.55,6.43,6.59
faul,3.66,4.4,5.39
faworyzować,3.98,5.79,5.79
faza,6.6,5.31,5.5
ferie,8.12,5.88,6.32
fetor,2.14,4.07,5.4
fetysz,4.69,5.02,5.83
film,7.33,5.24,5.07
flaga,5.7,4.36,4.34
flirt,7.25,6.57,6.95
forma,6.07,4.42,3.86
formowanie,4.95,5.1,4.17
frajda,7.84,6.79,6.33
frajer,2.74,2.88,5.09
frustracja,2.69,4.05,6.79
futerko,5.62,4.52,3.63
futro,4.14,4.79,3.53
gabinet,4.62,4.67,4.02
gad,4.31,4.29,4.24
galaretka,6.16,3.85,3.58
gang,3.36,6.33,6.12
gangrena,2.41,3.0,4.29
garderoba,6.27,5.14,4.32
gardzenie sobą,1.8,2.6,6.24
gardzić,2.4,6.07,5.83
gderliwość,2.88,4.62,5.14
gej,4.67,3.86,4.56
geniusz,7.95,7.14,5.67
gilotyna,2.61,4.3,6.09
gimnastyk,5.74,5.0,4.16
głodny,2.83,4.0,5.3
głodujący,1.6,2.69,4.76
głośny,5.26,5.98,6.63
głupi,2.67,3.02,4.55
głupota,2.88,3.38,5.2
gnić,1.76,2.42,4.0
gniew,2.86,4.71,7.29
gnój,2.05,2.67,5.33
godność,7.36,6.73,4.05
golarka,4.79,4.64,3.53
golfista,5.03,4.65,2.16
gołąb,5.29,3.95,3.6
gołębica,5.64,5.07,3.59
goły,5.14,3.38,5.0
gorączka,2.8,3.57,4.16
gorszy,2.9,3.05,4.1
gorycz,2.22,3.38,5.64
gospodarstwo,5.38,5.58,3.89
gościnność,7.33,6.17,5.24
gotować,6.4,6.67,4.33
gotówka,7.9,6.5,6.33
góra,6.83,6.24,3.85
gra,6.68,6.26,5.68
graba,5.39,4.47,3.64
granat,4.58,4.83,6.49
groza,2.31,3.62,6.44
groźba,2.56,4.37,5.45
grób,2.05,2.52,4.14
grubiański,2.71,5.38,4.93
grubiaństwo,2.6,5.33,5.37
gruboskórność,3.65,5.9,4.4
gryzący,3.36,4.68,5.12
grzech,3.13,3.85,5.25
grzechotka,5.48,3.9,4.74
grzeczność,6.74,4.48,3.24
grzejnik,6.69,5.0,3.86
grzeszny,3.9,4.02,5.43
grzmot,4.69,5.76,5.47
grzyb,4.53,3.66,3.88
guz,2.24,3.43,5.36
guzek,3.12,3.5,5.09
gwałt,1.69,4.38,7.0
gwałtowny,4.08,5.98,6.56
gwiazda,7.26,6.12,4.67
gwizdać,5.53,4.98,4.85
gzyms,4.43,4.0,3.47
hałas,3.83,5.43,5.91
hamburger,6.03,4.3,3.44
hańba,2.19,3.6,5.81
heroina,3.35,3.42,5.78
hipokryzja,2.88,4.74,5.71
historia,4.93,5.47,3.78
hojność,7.02,6.02,4.34
hojny,6.6,6.02,4.57
honor,6.83,6.43,5.35
horror,3.9,3.91,6.64
hotel,5.4,4.74,3.6
humanitarny,6.75,5.95,4.03
humor,7.68,5.88,6.23
huragan,2.48,4.88,6.38
hydrant,4.98,3.88,2.28
idea,7.43,6.08,5.83
idiota,2.88,3.33,6.4
idol,6.55,6.0,5.5
igła,3.69,3.79,3.8
ignorancja,3.28,4.35,4.9
impotent,2.95,3.35,3.35
impreza,7.35,6.56,7.0
infantylność,3.63,4.05,5.02
inspirować,7.05,5.98,5.98
intelekt,7.43,6.18,5.7
inteligencja,7.81,7.29,4.65
interes,5.86,6.02,5.52
intruz,2.68,4.95,5.73
intymny,6.38,5.43,5.88
inwestować,6.13,5.6,4.58
irytacja,2.69,4.74,6.28
irytować,3.12,5.1,6.23
jacht,6.37,5.83,4.58
jad,2.35,4.93,5.15
jagnięcina,5.19,3.43,3.58
jajko,5.08,4.51,3.84
jakość,6.86,5.83,5.38
jasny,7.05,4.95,4.0
jastrząb,5.5,6.19,4.7
jazgot,2.9,4.42,6.57
jednostka,4.61,4.79,3.4
jedwab,6.64,4.52,2.95
jedzenie,7.32,6.0,5.11
jełczeć,2.62,3.62,4.12
jesień,5.07,4.1,3.63
jeść,6.2,5.95,4.95
jezioro,6.84,4.8,3.3
kamizelka,5.13,4.76,2.8
kapelusz,5.3,4.79,3.48
kaprys,4.03,5.25,4.45
kara,2.38,3.61,6.29
karabin,3.57,4.95,5.38
karaluch,2.21,3.52,5.05
karetka,3.29,4.24,6.12
karmić,6.33,4.71,4.22
karuzela,6.6,5.0,6.62
karykatura,5.15,4.37,4.55
kasyno,4.69,4.88,6.57
katastrofa,1.67,2.98,7.83
kąpiel,7.36,5.48,2.76
ketchup,5.74,4.45,3.13
kiełkowanie,5.28,4.8,3.21
kiła,1.57,2.83,5.6
klaps,3.81,4.95,6.0
klatka,2.83,2.74,4.29
klejnot,6.79,6.1,4.48
klęska,1.42,2.86,6.07
klucz,5.21,4.93,3.25
kłamać,2.74,4.2,6.05
kłamliwość,2.19,3.81,5.79
kłamstwo,2.38,3.79,6.14
kłopot,2.85,3.55,5.71
kłócić się,3.33,5.76,7.05
kłótliwość,2.43,4.77,6.57
kłótnia,2.65,4.51,7.25
kobieta,7.37,6.44,5.58
kochanie,8.14,5.74,6.98
kociak,6.77,5.05,4.3
koić,6.9,4.57,3.1
kolaborant,2.61,4.21,5.81
kolacja,7.05,6.38,3.95
kolejka górska,6.74,5.05,6.33
kolor,6.38,5.55,4.17
kolumna,5.17,5.17,3.1
kołowanie,4.76,4.83,4.43
komar,2.1,4.44,5.76
komedia,7.83,5.81,5.26
komfort,7.95,6.74,3.67
kominek,6.54,4.7,2.9
komórka,6.24,4.74,5.07
kompromitacja,2.05,2.32,6.52
komputer,7.02,6.43,4.76
koncentrat,4.6,4.19,4.17
koncentrować,6.02,7.4,3.93
konfident,2.49,4.52,5.79
konflikt,2.1,4.74,7.07
konsekwencja,5.56,6.05,4.57
kontekst,4.98,5.24,3.95
kontrola,4.45,7.0,4.69
kontrolowanie,5.29,7.31,4.33
koń,5.9,4.88,4.53
kopać,3.72,5.0,5.43
korek,4.12,3.71,4.83
korona,6.43,7.17,5.21
korytarz,4.4,3.98,3.74
kostka,5.0,4.05,2.85
kostnica,2.1,3.21,3.81
koszmar,2.43,4.1,6.15
koszyk,4.88,4.07,2.63
kościół,5.57,4.86,3.64
kot,6.29,5.48,4.55
kozioł ofiarny,2.31,2.83,5.74
kradzież,2.02,4.58,6.84
krata,3.56,3.62,4.57
krąg,5.12,4.76,4.0
krnąbrność,3.43,5.51,5.33
krokus,5.98,4.44,2.93
kroplówka,2.93,3.48,3.33
krowa,5.31,4.17,2.93
król,6.4,7.83,4.05
królik,6.12,4.29,4.17
królowa,6.43,8.02,4.43
krwawy,2.98,5.2,5.95
kryminał,3.77,4.88,5.18
kryzys,2.19,3.69,5.19
krzesło,4.86,3.86,2.83
krzyczeć,3.1,5.6,7.38
krzywdzenie,1.67,4.98,6.49
ksiądz,5.52,4.34,3.64
książka,6.45,5.46,4.31
kuchnia,6.79,4.98,3.9
kula,4.17,4.36,4.14
kule,4.31,4.21,4.24
kwarta,5.29,4.07,4.1
kwaśny,4.71,4.38,4.88
kwiat,7.27,4.45,4.42
kwiaty,6.81,5.52,3.6
kwitnąć,7.02,5.68,4.52
lalka,5.52,4.31,3.54
lampa,5.86,4.25,3.53
larwa,3.05,3.13,4.05
laska,5.79,4.81,4.83
latarka,5.51,4.2,3.73
latarnia,5.23,5.14,3.4
latarnia morska,5.57,5.98,3.6
lawina,3.38,4.24,6.0
leczyć,5.63,5.74,4.52
legenda,6.12,5.78,3.68
lekarz,5.74,6.14,4.85
lekceważenie,2.43,3.6,4.81
lekkomyślność,4.02,4.05,4.93
leniwy,3.79,3.78,2.18
lesbijka,4.78,5.05,4.55
lesbijski,4.64,4.53,5.09
lew,6.14,7.1,6.53
lęk,2.38,2.55,5.46
lider,6.47,8.45,5.25
list,6.5,4.43,4.28
litość,4.1,3.46,3.73
lizus,2.81,3.86,5.21
lodowiec,4.37,4.5,3.07
lodówka,6.35,4.08,3.48
logiczność,6.52,6.79,3.93
lojalność,7.42,6.12,3.83
loteria,5.29,4.3,6.37
ludzie,6.48,4.68,5.0
luksus,6.69,6.05,5.28
luzak,6.26,5.95,3.16
ładny,7.19,5.74,4.98
łagodność,6.4,4.17,2.88
łagodny,6.32,4.3,2.37
łatwowierność,3.95,2.24,3.63
łatwy,7.4,3.86,2.68
ławka,5.64,4.05,2.07
łazienka,6.02,5.55,2.83
łgarstwo,2.38,4.45,6.0
łokieć,4.7,4.62,3.82
łóżko,7.67,5.95,3.85
mafia,3.12,6.69,6.26
magazynowanie,5.0,4.31,3.5
magiczny,6.45,6.08,5.23
magiel,4.62,4.3,3.47
maglować,3.98,5.31,4.0
majstrować,5.71,6.02,4.88
makaron,6.33,4.22,3.76
malaria,1.93,3.3,5.02
malować,5.93,5.32,3.83
maluszek,7.24,3.19,4.3
małżonek,6.43,5.98,5.38
maminsynek,3.5,2.29,3.64
manekin,4.19,3.93,3.54
maniak,4.69,5.0,5.95
marazm,3.31,3.02,3.49
marnotrastwo,2.83,3.64,5.07
marnować,2.25,4.1,4.1
martwica,1.66,2.91,3.52
martwić,2.62,3.02,5.3
martwy,1.62,2.81,3.93
marzenie,7.37,6.33,5.12
masakra,2.49,4.67,5.93
maskotka,6.79,4.21,3.84
masło,4.88,4.29,2.81
masturbować,5.68,5.19,5.31
maszyna,5.05,4.6,4.72
matka,7.73,5.67,4.64
mądrość,7.64,6.8,3.53
mądry,7.74,7.32,4.68
medycyna,5.95,6.05,4.05
melodia,7.1,5.3,4.6
melodyjka,5.56,4.74,3.55
metal,5.05,4.42,4.05
metoda,5.66,5.49,3.9
miasto,6.07,5.17,5.76
mieć żal,3.07,3.45,5.02
mielenie,4.17,4.31,3.88
miesiąc,5.44,4.67,3.14
mieszkaniec,4.85,4.75,2.88
miękki,6.4,4.36,2.9
milczenie,5.1,3.36,1.98
milioner,6.83,6.67,5.02
milutki,7.62,4.71,3.76
miło,7.29,5.5,4.27
miłość,8.0,5.93,6.56
miły,7.74,5.55,4.47
miód,7.33,5.0,3.45
misiek,7.21,3.98,2.79
miska,4.67,4.2,2.88
mistrz,7.5,6.9,5.9
mistrzowski,7.76,6.67,6.12
mistyk,4.4,5.6,4.1
mleko,5.51,4.07,3.17
młody,7.49,6.05,6.18
młodzież,6.88,5.54,6.23
młotek,4.55,4.78,3.81
moc,7.24,7.29,6.95
mocz,3.02,4.0,3.12
modelowanie,5.46,5.7,4.14
moment,5.2,4.79,4.55
moneta,6.81,5.95,4.71
moralny,6.51,5.7,3.9
morderca,2.79,5.4,5.59
motyl,6.71,4.83,3.74
możny,5.46,6.23,3.83
mówienie,6.05,6.62,4.3
mrok,3.71,4.33,4.23
mrugnięcie,6.15,3.86,3.41
muskularny,6.07,6.07,4.66
mutacja,4.14,4.67,5.12
muzeum,5.5,4.48,4.07
muzyka,7.81,6.29,5.88
myśl,6.43,6.52,3.45
nadużycie,3.55,4.61,5.85
nadzieja,7.28,5.17,5.53
nafta,4.49,4.65,3.25
nagi,5.45,3.95,4.73
nagroda,8.63,6.88,7.1
nagrywanie,5.29,5.31,4.56
najeźdźca,3.38,5.68,5.98
naleśniki,7.4,5.1,4.31
nałogowiec,3.19,2.9,5.51
namiętność,8.07,6.4,7.65
napad,2.0,4.14,7.2
napastliwość,2.33,5.19,6.5
napaść,2.14,5.05,6.56
napięty,2.95,3.9,6.26
napój,6.31,5.0,3.95
narkotyk,3.05,4.74,5.49
narzekać,2.97,4.2,4.14
narzekanie,2.67,4.55,4.63
narzędzie,4.9,5.21,4.48
nastrojowy,7.24,4.79,4.05
natchniony,7.58,6.48,6.18
natura,7.02,5.02,3.52
naturalność,7.26,5.59,4.12
naturalny,6.48,5.02,4.1
nauczyciel,5.33,5.05,4.4
nawóz,3.85,4.49,3.4
nawyk,4.63,4.58,3.37
nazwa,4.45,4.76,3.44
nektar,6.74,4.74,3.39
nerwicowy,2.48,4.43,6.37
nerwowy,2.52,4.95,5.95
neurotyczny,3.76,3.74,4.9
nędza,1.68,3.21,3.48
niebezpieczeństwo,2.48,4.67,7.33
niebieski,6.0,4.73,3.14
niebiosa,7.08,6.0,3.98
niebo,7.43,5.67,4.71
niechlujny,2.88,3.93,3.9
nieczułość,2.93,5.19,5.23
nieczystości,2.61,4.28,4.88
niedbałość,3.0,3.74,5.19
niedojrzałość,3.4,3.4,4.83
niedojrzały,3.9,3.45,4.73
nieetyczność,2.64,4.29,5.15
niefrasobliwy,4.13,4.18,4.2
niegodziwy,2.25,3.6,4.49
niegrzeczny,3.24,4.93,6.36
niehonorowość,2.71,4.6,5.29
niekompetencja,2.83,2.78,4.6
nielojalny,1.83,4.83,6.24
niemoralny,3.28,4.38,5.48
niemowlak,5.81,3.38,5.2
niemowlę,6.48,4.15,4.3
nienawidzić,2.05,4.4,6.68
nienawiść,2.0,4.3,6.28
nieodpowiedzialność,2.39,3.33,5.76
niepełnosprawność,3.42,3.25,3.72
niepewny,3.85,3.15,3.7
niepokoić,2.88,4.15,6.17
niepokój,2.71,3.12,5.55
nieporęczny,3.38,2.62,4.3
nieposłuszny,3.32,5.14,5.24
niepowodzenie,2.1,3.5,5.59
nieprawdziwość,2.88,4.26,6.05
nieprzychylność,2.45,4.7,5.07
nieprzyjazność,2.63,4.8,5.78
nieprzyjemny,3.0,4.24,4.88
nieprzyzwoity,4.14,4.9,5.26
nieroztropność,3.62,3.27,4.76
nierozwaga,3.56,3.93,5.48
nierzetelność,3.21,4.51,5.4
niesłowność,2.32,4.02,5.38
niespokojny,2.67,3.83,5.46
nieszczerość,2.51,4.57,5.43
nieszczęśliwy,2.12,3.64,4.83
nieśmiały,3.93,2.79,2.6
nieśpiesznie,5.26,4.9,2.25
nietolerancja,2.29,3.88,5.1
nieuctwo,3.1,3.88,3.83
nieudolność,2.67,3.19,4.83
nieufność,2.71,3.77,4.98
nieuprzejmość,3.1,4.95,5.42
niewierny,2.17,4.45,5.88
niewinność,6.44,4.07,2.62
niewinny,5.68,4.15,2.85
niewolnik,2.31,2.74,5.05
niewygoda,3.21,3.24,6.0
niezadowolony,2.52,3.86,5.78
niezależność,7.45,7.46,5.55
niezawodność,7.49,6.72,4.0
niezdarność,2.81,2.29,4.95
niezdarny,3.02,2.86,4.21
niezdecydowanie,3.38,2.79,4.88
niezdrowy,2.53,3.71,4.81
nieznośny,3.48,4.86,5.83
niezręczność,3.56,3.09,4.62
nieżyczliwość,2.67,4.71,5.21
nonsens,4.0,3.31,4.66
nonszalancki,5.24,5.79,4.68
nowotwór,1.57,2.91,6.4
nożyczki,5.19,5.76,4.07
nóż,3.91,6.23,4.23
nuda,3.08,3.38,2.07
nudności,2.21,2.45,3.5
nurek,5.95,4.71,4.05
oaza,7.19,4.63,3.07
obciążony,2.76,3.21,3.98
obcy,3.64,3.8,5.12
obecny,5.73,5.14,3.19
obfitość,7.31,5.66,4.46
obława,3.48,5.0,5.76
obłąkany,3.78,3.63,5.53
obły,4.27,3.77,3.81
obmyślanie,5.74,6.02,4.02
obojętność,3.52,3.79,3.44
obojętny,4.75,3.9,2.6
obolałość,2.98,3.32,4.46
obornik,3.37,3.26,4.48
obowiązkowość,6.64,5.69,4.46
obraz,5.93,4.88,3.19
obrazić,2.79,4.07,5.14
obrotność,6.36,6.83,5.0
obrzydliwość,2.55,3.88,5.77
obrzydliwy,1.98,4.55,5.86
obrzydzać,2.45,3.95,5.74
obrzydzenie,2.45,3.81,5.24
obserwować,6.13,5.67,3.66
obserwowanie,5.38,5.31,4.0
obsesja,3.88,4.63,6.33
obsesyjny,2.83,5.5,6.85
obtarcie,3.67,3.74,4.36
oburzać się,3.64,6.29,6.24
ocean,6.88,4.41,3.4
ochota,6.95,5.98,6.29
oczyszczenie,7.29,5.38,3.44
oddalony,3.35,3.07,3.81
oderwany,3.81,3.52,4.0
odór,2.07,3.07,5.63
odparzenie,2.62,3.38,6.07
odpoczynek,8.07,5.48,2.07
odpowiedzialność,6.93,6.4,4.5
odpowiedź,5.48,5.14,4.44
odprężenie,7.83,6.0,3.1
odra,2.73,3.23,3.43
odraza,2.26,4.05,5.49
odrzucone,3.0,2.88,4.81
odsetki,2.83,4.64,5.17
odświeżenie,6.95,5.1,3.74
odwaga,7.71,7.44,6.57
odważny,7.07,7.24,6.48
odzież,6.31,5.71,4.48
odzyskanie,7.02,5.5,4.8
oferta,5.55,5.05,5.36
ofiara,1.83,2.52,5.37
ofiarność,6.63,4.95,4.55
ogłaszanie,5.1,6.33,4.49
ogród,7.07,5.14,3.84
ojciec,7.35,5.58,4.91
okaleczyć,2.36,4.33,4.95
oklaski,7.14,6.21,5.15
okno,5.53,5.26,3.49
okropny,2.4,3.79,6.12
okrucieństwo,2.12,5.68,7.37
okrutny,2.02,6.74,6.38
ołówek,4.74,4.2,3.67
onieśmielony,4.1,2.79,3.78
opanowanie,6.93,5.67,2.14
oparzenie,2.69,3.83,6.93
opcja,5.67,4.85,4.36
opieszałość,3.62,4.4,3.57
opinia,5.21,5.85,4.33
opisywanie,5.36,5.57,3.22
opłakany,2.12,2.21,5.12
opóźniony,3.24,2.74,3.9
oprawianie,4.74,5.41,4.57
optymizm,8.14,6.51,4.95
opuszczony,2.31,2.55,3.38
orbitowanie,5.59,4.47,4.52
orgazm,8.07,6.0,7.33
orkiestra,6.17,4.88,4.86
oryginalność,7.07,7.12,5.73
osa,2.88,4.69,5.59
oschłość,2.76,4.14,4.14
osiągnięcie,7.57,7.02,6.0
osłabiać,3.18,3.88,3.55
osłonięte,5.19,4.33,2.88
osoba,6.02,5.26,4.55
ospa,2.0,3.0,4.26
oszczędzać,5.19,4.9,3.67
oszustwo,2.32,4.1,5.89
oślepiać,3.64,5.26,6.17
ośmieszenie,1.88,2.9,6.09
otępienie,2.64,2.79,2.98
otwartość,7.33,6.52,5.24
otyłość,2.93,3.36,4.56
owad,3.65,4.1,3.6
ozdobić,6.1,5.83,4.43
oziębły,2.9,4.67,2.71
pacjent,3.93,3.76,4.29
pająk,3.31,4.17,5.9
pakowanie,5.55,4.64,4.2
palec,4.45,4.45,3.18
palić,3.67,4.29,4.71
pałac,7.1,6.1,4.0
pamięć,6.59,5.53,3.86
panika,2.51,2.73,6.6
panna młoda,7.12,5.37,5.36
papier,5.17,4.34,3.26
para,6.5,5.88,3.95
paraliż,1.52,2.49,5.45
parasol,4.93,4.93,2.83
partia,3.68,4.49,4.52
parzący,2.58,4.41,6.93
pasja,8.15,6.52,6.61
paskudztwo,2.29,3.84,5.79
pasożyt,2.02,3.76,5.29
pasywność,3.9,3.02,2.6
patent,6.48,5.49,5.02
patriota,7.07,5.85,4.93
pazerność,3.14,5.67,6.16
pełen nadziei,7.3,5.49,4.3
pełen skruchy,4.48,2.57,3.19
pełen szacunku,6.93,6.0,3.67
penis,6.45,5.9,5.57
perfekcja,7.88,6.71,5.21
perfumy,6.95,5.62,4.74
perwersja,4.24,5.26,5.54
pety,2.36,3.98,4.0
