# Venekoski, Vankka (2017)
a1	a2	b1	b2
märkä	kuiva	kuuma	kylmä
kuuma	kylmä	uusi	vanha
uusi	vanha	kuuma	kylmä
kuuma	kylmä	helppo	vaikea
helppo	vaikea	kuuma	kylmä
kuuma	kylmä	kallis	halpa
kallis	halpa	kuuma	kylmä
kuuma	kylmä	ohut	paksu
ohut	paksu	kuuma	kylmä
kuuma	kylmä	rikas	köyhä
rikas	köyhä	kuuma	kylmä
kova	pehmeä	nopea	hidas
nopea	hidas	kova	pehmeä
kova	pehmeä	kaunis	ruma
kaunis	ruma	kova	pehmeä
kova	pehmeä	iloinen	surullinen
iloinen	surullinen	kova	pehmeä
kova	pehmeä	märkä	kuiva
märkä	kuiva	kova	pehmeä
kova	pehmeä	uusi	vanha
uusi	vanha	kova	pehmeä
kova	pehmeä	helppo	vaikea
helppo	vaikea	kova	pehmeä
kova	pehmeä	kallis	halpa
kallis	halpa	kova	pehmeä
kova	pehmeä	ohut	paksu
ohut	paksu	kova	pehmeä
kova	pehmeä	rikas	köyhä
rikas	köyhä	kova	pehmeä
nopea	hidas	kaunis	ruma
kaunis	ruma	nopea	hidas
nopea	hidas	iloinen	surullinen
iloinen	surullinen	nopea	hidas
nopea	hidas	märkä	kuiva
märkä	kuiva	nopea	hidas
nopea	hidas	uusi	vanha
uusi	vanha	nopea	hidas
nopea	hidas	helppo	vaikea
helppo	vaikea	nopea	hidas
nopea	hidas	kallis	halpa
kallis	halpa	nopea	hidas
nopea	hidas	ohut	paksu
ohut	paksu	nopea	hidas
nopea	hidas	rikas	köyhä
rikas	köyhä	nopea	hidas
kaunis	ruma	iloinen	surullinen
iloinen	surullinen	kaunis	ruma
kaunis	ruma	märkä	kuiva
märkä	kuiva	kaunis	ruma
kaunis	ruma	uusi	vanha
uusi	vanha	kaunis	ruma
kaunis	ruma	helppo	vaikea
helppo	vaikea	kaunis	ruma
kaunis	ruma	kallis	halpa
kallis	halpa	kaunis	ruma
kaunis	ruma	ohut	paksu
ohut	paksu	kaunis	ruma
kaunis	ruma	rikas	köyhä
rikas	köyhä	kaunis	ruma
iloinen	surullinen	märkä	kuiva
märkä	kuiva	iloinen	surullinen
iloinen	surullinen	uusi	vanha
uusi	vanha	iloinen	surullinen
iloinen	surullinen	helppo	vaikea
helppo	vaikea	iloinen	surullinen
iloinen	surullinen	kallis	halpa
kallis	halpa	iloinen	surullinen
iloinen	surullinen	ohut	paksu
ohut	paksu	iloinen	surullinen
iloinen	surullinen	rikas	köyhä
rikas	köyhä	iloinen	surullinen
märkä	kuiva	uusi	vanha
uusi	vanha	märkä	kuiva
märkä	kuiva	helppo	vaikea
helppo	vaikea	märkä	kuiva
märkä	kuiva	kallis	halpa
kallis	halpa	märkä	kuiva
märkä	kuiva	ohut	paksu
ohut	paksu	märkä	kuiva
märkä	kuiva	rikas	köyhä
rikas	köyhä	märkä	kuiva
uusi	vanha	helppo	vaikea
helppo	vaikea	uusi	vanha
uusi	vanha	kallis	halpa
kallis	halpa	uusi	vanha
uusi	vanha	ohut	paksu
ohut	paksu	uusi	vanha
uusi	vanha	rikas	köyhä
rikas	köyhä	uusi	vanha
helppo	vaikea	kallis	halpa
kallis	halpa	helppo	vaikea
helppo	vaikea	ohut	paksu
ohut	paksu	helppo	vaikea
helppo	vaikea	rikas	köyhä
rikas	köyhä	helppo	vaikea
kallis	halpa	ohut	paksu
ohut	paksu	kallis	halpa
kallis	halpa	rikas	köyhä
rikas	köyhä	kallis	halpa
ohut	paksu	rikas	köyhä
rikas	köyhä	ohut	paksu
# capital-country
bangkok	thaimaa	tallinna	viro
tallinna	viro	bangkok	thaimaa
bangkok	thaimaa	oslo	norja
oslo	norja	bangkok	thaimaa
bangkok	thaimaa	tukholma	ruotsi
tukholma	ruotsi	bangkok	thaimaa
bangkok	thaimaa	pariisi	ranska
pariisi	ranska	bangkok	thaimaa
bangkok	thaimaa	peking	kiina
peking	kiina	bangkok	thaimaa
bangkok	thaimaa	zagreb	kroatia
zagreb	kroatia	bangkok	thaimaa
bangkok	thaimaa	mogadishu	somalia
mogadishu	somalia	bangkok	thaimaa
bangkok	thaimaa	teheran	iran
teheran	iran	bangkok	thaimaa
bangkok	thaimaa	dublin	irlanti
dublin	irlanti	bangkok	thaimaa
bangkok	thaimaa	nairobi	kenia
nairobi	kenia	bangkok	thaimaa
bangkok	thaimaa	wien	itävalta
wien	itävalta	bangkok	thaimaa
bangkok	thaimaa	havanna	kuuba
havanna	kuuba	bangkok	thaimaa
bangkok	thaimaa	vilna	liettua
vilna	liettua	bangkok	thaimaa
bangkok	thaimaa	bukarest	romania
bukarest	romania	bangkok	thaimaa
bangkok	thaimaa	bern	sveitsi
bern	sveitsi	bangkok	thaimaa
bangkok	thaimaa	varsova	puola
varsova	puola	bangkok	thaimaa
bangkok	thaimaa	ottawa	kanada
ottawa	kanada	bangkok	thaimaa
bangkok	thaimaa	bagdad	irak
bagdad	irak	bangkok	thaimaa
bangkok	thaimaa	tokio	japani
tokio	japani	bangkok	thaimaa
tallinna	viro	oslo	norja
oslo	norja	tallinna	viro
tallinna	viro	tukholma	ruotsi
tukholma	ruotsi	tallinna	viro
tallinna	viro	pariisi	ranska
pariisi	ranska	tallinna	viro
tallinna	viro	peking	kiina
peking	kiina	tallinna	viro
tallinna	viro	zagreb	kroatia
zagreb	kroatia	tallinna	viro
tallinna	viro	mogadishu	somalia
mogadishu	somalia	tallinna	viro
tallinna	viro	teheran	iran
teheran	iran	tallinna	viro
tallinna	viro	dublin	irlanti
dublin	irlanti	tallinna	viro
tallinna	viro	nairobi	kenia
nairobi	kenia	tallinna	viro
tallinna	viro	wien	itävalta
wien	itävalta	tallinna	viro
tallinna	viro	havanna	kuuba
havanna	kuuba	tallinna	viro
tallinna	viro	vilna	liettua
vilna	liettua	tallinna	viro
tallinna	viro	bukarest	romania
bukarest	romania	tallinna	viro
tallinna	viro	bern	sveitsi
bern	sveitsi	tallinna	viro
tallinna	viro	varsova	puola
varsova	puola	tallinna	viro
tallinna	viro	ottawa	kanada
ottawa	kanada	tallinna	viro
tallinna	viro	bagdad	irak
bagdad	irak	tallinna	viro
tallinna	viro	tokio	japani
tokio	japani	tallinna	viro
oslo	norja	tukholma	ruotsi
tukholma	ruotsi	oslo	norja
oslo	norja	pariisi	ranska
pariisi	ranska	oslo	norja
oslo	norja	peking	kiina
peking	kiina	oslo	norja
oslo	norja	zagreb	kroatia
zagreb	kroatia	oslo	norja
oslo	norja	mogadishu	somalia
mogadishu	somalia	oslo	norja
oslo	norja	teheran	iran
teheran	iran	oslo	norja
oslo	norja	dublin	irlanti
dublin	irlanti	oslo	norja
oslo	norja	nairobi	kenia
nairobi	kenia	oslo	norja
oslo	norja	wien	itävalta
wien	itävalta	oslo	norja
oslo	norja	havanna	kuuba
havanna	kuuba	oslo	norja
oslo	norja	vilna	liettua
vilna	liettua	oslo	norja
oslo	norja	bukarest	romania
bukarest	romania	oslo	norja
oslo	norja	bern	sveitsi
bern	sveitsi	oslo	norja
oslo	norja	varsova	puola
varsova	puola	oslo	norja
oslo	norja	ottawa	kanada
ottawa	kanada	oslo	norja
oslo	norja	bagdad	irak
bagdad	irak	oslo	norja
oslo	norja	tokio	japani
tokio	japani	oslo	norja
tukholma	ruotsi	pariisi	ranska
pariisi	ranska	tukholma	ruotsi
tukholma	ruotsi	peking	kiina
peking	kiina	tukholma	ruotsi
tukholma	ruotsi	zagreb	kroatia
zagreb	kroatia	tukholma	ruotsi
tukholma	ruotsi	mogadishu	somalia
mogadishu	somalia	tukholma	ruotsi
tukholma	ruotsi	teheran	iran
teheran	iran	tukholma	ruotsi
tukholma	ruotsi	dublin	irlanti
dublin	irlanti	tukholma	ruotsi
tukholma	ruotsi	nairobi	kenia
nairobi	kenia	tukholma	ruotsi
tukholma	ruotsi	wien	itävalta
wien	itävalta	tukholma	ruotsi
tukholma	ruotsi	havanna	kuuba
havanna	kuuba	tukholma	ruotsi
tukholma	ruotsi	vilna	liettua
vilna	liettua	tukholma	ruotsi
tukholma	ruotsi	bukarest	romania
bukarest	romania	tukholma	ruotsi
tukholma	ruotsi	bern	sveitsi
bern	sveitsi	tukholma	ruotsi
tukholma	ruotsi	varsova	puola
varsova	puola	tukholma	ruotsi
tukholma	ruotsi	ottawa	kanada
ottawa	kanada	tukholma	ruotsi
tukholma	ruotsi	bagdad	irak
bagdad	irak	tukholma	ruotsi
tukholma	ruotsi	tokio	japani
tokio	japani	tukholma	ruotsi
pariisi	ranska	peking	kiina
peking	kiina	pariisi	ranska
pariisi	ranska	zagreb	kroatia
zagreb	kroatia	pariisi	ranska
pariisi	ranska	mogadishu	somalia
mogadishu	somalia	pariisi	ranska
pariisi	ranska	teheran	iran
teheran	iran	pariisi	ranska
pariisi	ranska	dublin	irlanti
dublin	irlanti	pariisi	ranska
pariisi	ranska	nairobi	kenia
nairobi	kenia	pariisi	ranska
pariisi	ranska	wien	itävalta
wien	itävalta	pariisi	ranska
pariisi	ranska	havanna	kuuba
havanna	kuuba	pariisi	ranska
pariisi	ranska	vilna	liettua
vilna	liettua	pariisi	ranska
pariisi	ranska	bukarest	romania
bukarest	romania	pariisi	ranska
pariisi	ranska	bern	sveitsi
bern	sveitsi	pariisi	ranska
pariisi	ranska	varsova	puola
varsova	puola	pariisi	ranska
pariisi	ranska	ottawa	kanada
ottawa	kanada	pariisi	ranska
pariisi	ranska	bagdad	irak
bagdad	irak	pariisi	ranska
pariisi	ranska	tokio	japani
tokio	japani	pariisi	ranska
peking	kiina	zagreb	kroatia
zagreb	kroatia	peking	kiina
peking	kiina	mogadishu	somalia
mogadishu	somalia	peking	kiina
peking	kiina	teheran	iran
teheran	iran	peking	kiina
peking	kiina	dublin	irlanti
dublin	irlanti	peking	kiina
peking	kiina	nairobi	kenia
nairobi	kenia	peking	kiina
peking	kiina	wien	itävalta
wien	itävalta	peking	kiina
peking	kiina	havanna	kuuba
havanna	kuuba	peking	kiina
peking	kiina	vilna	liettua
vilna	liettua	peking	kiina
peking	kiina	bukarest	romania
bukarest	romania	peking	kiina
peking	kiina	bern	sveitsi
bern	sveitsi	peking	kiina
peking	kiina	varsova	puola
varsova	puola	peking	kiina
peking	kiina	ottawa	kanada
ottawa	kanada	peking	kiina
peking	kiina	bagdad	irak
bagdad	irak	peking	kiina
peking	kiina	tokio	japani
tokio	japani	peking	kiina
zagreb	kroatia	mogadishu	somalia
mogadishu	somalia	zagreb	kroatia
zagreb	kroatia	teheran	iran
teheran	iran	zagreb	kroatia
zagreb	kroatia	dublin	irlanti
dublin	irlanti	zagreb	kroatia
zagreb	kroatia	nairobi	kenia
nairobi	kenia	zagreb	kroatia
zagreb	kroatia	wien	itävalta
wien	itävalta	zagreb	kroatia
zagreb	kroatia	havanna	kuuba
havanna	kuuba	zagreb	kroatia
zagreb	kroatia	vilna	liettua
vilna	liettua	zagreb	kroatia
zagreb	kroatia	bukarest	romania
bukarest	romania	zagreb	kroatia
zagreb	kroatia	bern	sveitsi
bern	sveitsi	zagreb	kroatia
zagreb	kroatia	varsova	puola
varsova	puola	zagreb	kroatia
zagreb	kroatia	ottawa	kanada
ottawa	kanada	zagreb	kroatia
zagreb	kroatia	bagdad	irak
bagdad	irak	zagreb	kroatia
zagreb	kroatia	tokio	japani
tokio	japani	zagreb	kroatia
mogadishu	somalia	teheran	iran
teheran	iran	mogadishu	somalia
mogadishu	somalia	dublin	irlanti
dublin	irlanti	mogadishu	somalia
mogadishu	somalia	nairobi	kenia
nairobi	kenia	mogadishu	somalia
mogadishu	somalia	wien	itävalta
wien	itävalta	mogadishu	somalia
mogadishu	somalia	havanna	kuuba
havanna	kuuba	mogadishu	somalia
mogadishu	somalia	vilna	liettua
vilna	liettua	mogadishu	somalia
mogadishu	somalia	bukarest	romania
bukarest	romania	mogadishu	somalia
mogadishu	somalia	bern	sveitsi
bern	sveitsi	mogadishu	somalia
mogadishu	somalia	varsova	puola
varsova	puola	mogadishu	somalia
mogadishu	somalia	ottawa	kanada
ottawa	kanada	mogadishu	somalia
mogadishu	somalia	bagdad	irak
bagdad	irak	mogadishu	somalia
mogadishu	somalia	tokio	japani
tokio	japani	mogadishu	somalia
teheran	iran	dublin	irlanti
dublin	irlanti	teheran	iran
teheran	iran	nairobi	kenia
nairobi	kenia	teheran	iran
teheran	iran	wien	itävalta
wien	itävalta	teheran	iran
teheran	iran	havanna	kuuba
havanna	kuuba	teheran	iran
teheran	iran	vilna	liettua
vilna	liettua	teheran	iran
teheran	iran	bukarest	romania
bukarest	romania	teheran	iran
teheran	iran	bern	sveitsi
bern	sveitsi	teheran	iran
teheran	iran	varsova	puola
varsova	puola	teheran	iran
teheran	iran	ottawa	kanada
ottawa	kanada	teheran	iran
teheran	iran	bagdad	irak
bagdad	irak	teheran	iran
teheran	iran	tokio	japani
tokio	japani	teheran	iran
dublin	irlanti	nairobi	kenia
nairobi	kenia	dublin	irlanti
dublin	irlanti	wien	itävalta
wien	itävalta	dublin	irlanti
dublin	irlanti	havanna	kuuba
havanna	kuuba	dublin	irlanti
dublin	irlanti	vilna	liettua
vilna	liettua	dublin	irlanti
dublin	irlanti	bukarest	romania
bukarest	romania	dublin	irlanti
dublin	irlanti	bern	sveitsi
bern	sveitsi	dublin	irlanti
dublin	irlanti	varsova	puola
varsova	puola	dublin	irlanti
dublin	irlanti	ottawa	kanada
ottawa	kanada	dublin	irlanti
dublin	irlanti	bagdad	irak
bagdad	irak	dublin	irlanti
dublin	irlanti	tokio	japani
tokio	japani	dublin	irlanti
nairobi	kenia	wien	itävalta
wien	itävalta	nairobi	kenia
nairobi	kenia	havanna	kuuba
havanna	kuuba	nairobi	kenia
nairobi	kenia	vilna	liettua
vilna	liettua	nairobi	kenia
nairobi	kenia	bukarest	romania
bukarest	romania	nairobi	kenia
nairobi	kenia	bern	sveitsi
bern	sveitsi	nairobi	kenia
nairobi	kenia	varsova	puola
varsova	puola	nairobi	kenia
nairobi	kenia	ottawa	kanada
ottawa	kanada	nairobi	kenia
nairobi	kenia	bagdad	irak
bagdad	irak	nairobi	kenia
nairobi	kenia	tokio	japani
tokio	japani	nairobi	kenia
wien	itävalta	havanna	kuuba
havanna	kuuba	wien	itävalta
wien	itävalta	vilna	liettua
vilna	liettua	wien	itävalta
wien	itävalta	bukarest	romania
bukarest	romania	wien	itävalta
wien	itävalta	bern	sveitsi
bern	sveitsi	wien	itävalta
wien	itävalta	varsova	puola
varsova	puola	wien	itävalta
wien	itävalta	ottawa	kanada
ottawa	kanada	wien	itävalta
wien	itävalta	bagdad	irak
bagdad	irak	wien	itävalta
wien	itävalta	tokio	japani
tokio	japani	wien	itävalta
havanna	kuuba	vilna	liettua
vilna	liettua	havanna	kuuba
havanna	kuuba	bukarest	romania
bukarest	romania	havanna	kuuba
havanna	kuuba	bern	sveitsi
bern	sveitsi	havanna	kuuba
havanna	kuuba	varsova	puola
varsova	puola	havanna	kuuba
havanna	kuuba	ottawa	kanada
ottawa	kanada	havanna	kuuba
havanna	kuuba	bagdad	irak
bagdad	irak	havanna	kuuba
havanna	kuuba	tokio	japani
tokio	japani	havanna	kuuba
vilna	liettua	bukarest	romania
bukarest	romania	vilna	liettua
vilna	liettua	bern	sveitsi
bern	sveitsi	vilna	liettua
vilna	liettua	varsova	puola
varsova	puola	vilna	liettua
vilna	liettua	ottawa	kanada
ottawa	kanada	vilna	liettua
vilna	liettua	bagdad	irak
bagdad	irak	vilna	liettua
vilna	liettua	tokio	japani
tokio	japani	vilna	liettua
bukarest	romania	bern	sveitsi
bern	sveitsi	bukarest	romania
bukarest	romania	varsova	puola
varsova	puola	bukarest	romania
bukarest	romania	ottawa	kanada
ottawa	kanada	bukarest	romania
bukarest	romania	bagdad	irak
bagdad	irak	bukarest	romania
bukarest	romania	tokio	japani
tokio	japani	bukarest	romania
bern	sveitsi	varsova	puola
varsova	puola	bern	sveitsi
bern	sveitsi	ottawa	kanada
ottawa	kanada	bern	sveitsi
bern	sveitsi	bagdad	irak
bagdad	irak	bern	sveitsi
bern	sveitsi	tokio	japani
tokio	japani	bern	sveitsi
varsova	puola	ottawa	kanada
ottawa	kanada	varsova	puola
varsova	puola	bagdad	irak
bagdad	irak	varsova	puola
varsova	puola	tokio	japani
tokio	japani	varsova	puola
ottawa	kanada	bagdad	irak
bagdad	irak	ottawa	kanada
ottawa	kanada	tokio	japani
tokio	japani	ottawa	kanada
bagdad	irak	tokio	japani
tokio	japani	bagdad	irak
# numbers_cardinal-ordinal
yksi	ensimmäinen	kaksi	toinen
kaksi	toinen	yksi	ensimmäinen
yksi	ensimmäinen	kolme	kolmas
kolme	kolmas	yksi	ensimmäinen
yksi	ensimmäinen	neljä	neljäs
neljä	neljäs	yksi	ensimmäinen
yksi	ensimmäinen	viisi	viides
viisi	viides	yksi	ensimmäinen
yksi	ensimmäinen	seitsemän	seitsemäs
seitsemän	seitsemäs	yksi	ensimmäinen
yksi	ensimmäinen	yhdeksän	yhdeksäs
yhdeksän	yhdeksäs	yksi	ensimmäinen
yksi	ensimmäinen	kymmenen	kymmenes
kymmenen	kymmenes	yksi	ensimmäinen
yksi	ensimmäinen	yksitoista	yhdestoista
yksitoista	yhdestoista	yksi	ensimmäinen
yksi	ensimmäinen	sata	sadas
sata	sadas	yksi	ensimmäinen
yksi	ensimmäinen	tuhat	tuhannes
tuhat	tuhannes	yksi	ensimmäinen
kaksi	toinen	kolme	kolmas
kolme	kolmas	kaksi	toinen
kaksi	toinen	neljä	neljäs
neljä	neljäs	kaksi	toinen
kaksi	toinen	viisi	viides
viisi	viides	kaksi	toinen
kaksi	toinen	seitsemän	seitsemäs
seitsemän	seitsemäs	kaksi	toinen
kaksi	toinen	yhdeksän	yhdeksäs
yhdeksän	yhdeksäs	kaksi	toinen
kaksi	toinen	kymmenen	kymmenes
kymmenen	kymmenes	kaksi	toinen
kaksi	toinen	yksitoista	yhdestoista
yksitoista	yhdestoista	kaksi	toinen
kaksi	toinen	sata	sadas
sata	sadas	kaksi	toinen
kaksi	toinen	tuhat	tuhannes
tuhat	tuhannes	kaksi	toinen
kolme	kolmas	neljä	neljäs
neljä	neljäs	kolme	kolmas
kolme	kolmas	viisi	viides
viisi	viides	kolme	kolmas
kolme	kolmas	seitsemän	seitsemäs
seitsemän	seitsemäs	kolme	kolmas
kolme	kolmas	yhdeksän	yhdeksäs
yhdeksän	yhdeksäs	kolme	kolmas
kolme	kolmas	kymmenen	kymmenes
kymmenen	kymmenes	kolme	kolmas
kolme	kolmas	yksitoista	yhdestoista
yksitoista	yhdestoista	kolme	kolmas
kolme	kolmas	sata	sadas
sata	sadas	kolme	kolmas
kolme	kolmas	tuhat	tuhannes
tuhat	tuhannes	kolme	kolmas
neljä	neljäs	viisi	viides
viisi	viides	neljä	neljäs
neljä	neljäs	seitsemän	seitsemäs
seitsemän	seitsemäs	neljä	neljäs
neljä	neljäs	yhdeksän	yhdeksäs
yhdeksän	yhdeksäs	neljä	neljäs
neljä	neljäs	kymmenen	kymmenes
kymmenen	kymmenes	neljä	neljäs
neljä	neljäs	yksitoista	yhdestoista
yksitoista	yhdestoista	neljä	neljäs
neljä	neljäs	sata	sadas
sata	sadas	neljä	neljäs
neljä	neljäs	tuhat	tuhannes
tuhat	tuhannes	neljä	neljäs
viisi	viides	seitsemän	seitsemäs
seitsemän	seitsemäs	viisi	viides
viisi	viides	yhdeksän	yhdeksäs
yhdeksän	yhdeksäs	viisi	viides
viisi	viides	kymmenen	kymmenes
kymmenen	kymmenes	viisi	viides
viisi	viides	yksitoista	yhdestoista
yksitoista	yhdestoista	viisi	viides
viisi	viides	sata	sadas
sata	sadas	viisi	viides
viisi	viides	tuhat	tuhannes
tuhat	tuhannes	viisi	viides
seitsemän	seitsemäs	yhdeksän	yhdeksäs
yhdeksän	yhdeksäs	seitsemän	seitsemäs
seitsemän	seitsemäs	kymmenen	kymmenes
kymmenen	kymmenes	seitsemän	seitsemäs
seitsemän	seitsemäs	yksitoista	yhdestoista
yksitoista	yhdestoista	seitsemän	seitsemäs
seitsemän	seitsemäs	sata	sadas
sata	sadas	seitsemän	seitsemäs
seitsemän	seitsemäs	tuhat	tuhannes
tuhat	tuhannes	seitsemän	seitsemäs
yhdeksän	yhdeksäs	kymmenen	kymmenes
kymmenen	kymmenes	yhdeksän	yhdeksäs
yhdeksän	yhdeksäs	yksitoista	yhdestoista
yksitoista	yhdestoista	yhdeksän	yhdeksäs
yhdeksän	yhdeksäs	sata	sadas
sata	sadas	yhdeksän	yhdeksäs
yhdeksän	yhdeksäs	tuhat	tuhannes
tuhat	tuhannes	yhdeksän	yhdeksäs
kymmenen	kymmenes	yksitoista	yhdestoista
yksitoista	yhdestoista	kymmenen	kymmenes
kymmenen	kymmenes	sata	sadas
sata	sadas	kymmenen	kymmenes
kymmenen	kymmenes	tuhat	tuhannes
tuhat	tuhannes	kymmenen	kymmenes
yksitoista	yhdestoista	sata	sadas
sata	sadas	yksitoista	yhdestoista
yksitoista	yhdestoista	tuhat	tuhannes
tuhat	tuhannes	yksitoista	yhdestoista
sata	sadas	tuhat	tuhannes
tuhat	tuhannes	sata	sadas
# country-currency
thaimaa	baht	englanti	punta
englanti	punta	thaimaa	baht
thaimaa	baht	yhdysvallat	dollari
yhdysvallat	dollari	thaimaa	baht
thaimaa	baht	sveitsi	frangi
sveitsi	frangi	thaimaa	baht
thaimaa	baht	meksiko	peso
meksiko	peso	thaimaa	baht
thaimaa	baht	tanska	kruunu
tanska	kruunu	thaimaa	baht
thaimaa	baht	venäjä	rupla
venäjä	rupla	thaimaa	baht
thaimaa	baht	intia	rupia
intia	rupia	thaimaa	baht
thaimaa	baht	japani	jeni
japani	jeni	thaimaa	baht
thaimaa	baht	turkki	liira
turkki	liira	thaimaa	baht
englanti	punta	yhdysvallat	dollari
yhdysvallat	dollari	englanti	punta
englanti	punta	sveitsi	frangi
sveitsi	frangi	englanti	punta
englanti	punta	meksiko	peso
meksiko	peso	englanti	punta
englanti	punta	tanska	kruunu
tanska	kruunu	englanti	punta
englanti	punta	venäjä	rupla
venäjä	rupla	englanti	punta
englanti	punta	intia	rupia
intia	rupia	englanti	punta
englanti	punta	japani	jeni
japani	jeni	englanti	punta
englanti	punta	turkki	liira
turkki	liira	englanti	punta
yhdysvallat	dollari	sveitsi	frangi
sveitsi	frangi	yhdysvallat	dollari
yhdysvallat	dollari	meksiko	peso
meksiko	peso	yhdysvallat	dollari
yhdysvallat	dollari	tanska	kruunu
tanska	kruunu	yhdysvallat	dollari
yhdysvallat	dollari	venäjä	rupla
venäjä	rupla	yhdysvallat	dollari
yhdysvallat	dollari	intia	rupia
intia	rupia	yhdysvallat	dollari
yhdysvallat	dollari	japani	jeni
japani	jeni	yhdysvallat	dollari
yhdysvallat	dollari	turkki	liira
turkki	liira	yhdysvallat	dollari
sveitsi	frangi	meksiko	peso
meksiko	peso	sveitsi	frangi
sveitsi	frangi	tanska	kruunu
tanska	kruunu	sveitsi	frangi
sveitsi	frangi	venäjä	rupla
venäjä	rupla	sveitsi	frangi
sveitsi	frangi	intia	rupia
intia	rupia	sveitsi	frangi
sveitsi	frangi	japani	jeni
japani	jeni	sveitsi	frangi
sveitsi	frangi	turkki	liira
turkki	liira	sveitsi	frangi
meksiko	peso	tanska	kruunu
tanska	kruunu	meksiko	peso
meksiko	peso	venäjä	rupla
venäjä	rupla	meksiko	peso
meksiko	peso	intia	rupia
intia	rupia	meksiko	peso
meksiko	peso	japani	jeni
japani	jeni	meksiko	peso
meksiko	peso	turkki	liira
turkki	liira	meksiko	peso
tanska	kruunu	venäjä	rupla
venäjä	rupla	tanska	kruunu
tanska	kruunu	intia	rupia
intia	rupia	tanska	kruunu
tanska	kruunu	japani	jeni
japani	jeni	tanska	kruunu
tanska	kruunu	turkki	liira
turkki	liira	tanska	kruunu
venäjä	rupla	intia	rupia
intia	rupia	venäjä	rupla
venäjä	rupla	japani	jeni
japani	jeni	venäjä	rupla
venäjä	rupla	turkki	liira
turkki	liira	venäjä	rupla
intia	rupia	japani	jeni
japani	jeni	intia	rupia
intia	rupia	turkki	liira
turkki	liira	intia	rupia
japani	jeni	turkki	liira
turkki	liira	japani	jeni
# female-male
äiti	isä	tyttö	poika
tyttö	poika	äiti	isä
äiti	isä	naisellinen	miehekäs
naisellinen	miehekäs	äiti	isä
äiti	isä	prinsessa	prinssi
prinsessa	prinssi	äiti	isä
äiti	isä	sisko	veli
sisko	veli	äiti	isä
äiti	isä	morsian	sulhanen
morsian	sulhanen	äiti	isä
äiti	isä	täti	setä
täti	setä	äiti	isä
äiti	isä	nainen	mies
nainen	mies	äiti	isä
äiti	isä	naaras	uros
naaras	uros	äiti	isä
äiti	isä	feminiininen	maskuliininen
feminiininen	maskuliininen	äiti	isä
äiti	isä	isoäiti	isoisä
isoäiti	isoisä	äiti	isä
