# Italian Word Analogy Test
# Attribution-ShareAlike CC LICENSE http://creativecommons.org/licenses/by-sa/4.0/
# If used in scientific work please cite: http://ceur-ws.org/Vol-1404/paper_11.pdf
: capital-common-countries 
Madrid Spagna Roma Italia 
Madrid Spagna Stoccolma Svezia 
Madrid Spagna Tehran Iran 
Madrid Spagna Tokyo Giappone 
Madrid Spagna Atene Grecia 
Madrid Spagna Baghdad Iraq 
Madrid Spagna Bangkok Thailandia 
Madrid Spagna Pechino Cina 
Madrid Spagna Berlino Germania 
Madrid Spagna Berna Svizzera 
Madrid Spagna Cairo Egitto 
Madrid Spagna Canberra Australia 
Madrid Spagna Hanoi Vietnam 
Madrid Spagna Havana Cuba 
Madrid Spagna Helsinki Finlandia 
Madrid Spagna Islamabad Pakistan 
Madrid Spagna Kabul Afghanistan 
Madrid Spagna Londra Inghilterra 
Mosca Russia Oslo Norvegia 
Mosca Russia Ottawa Canada 
Mosca Russia Parigi Francia 
Mosca Russia Roma Italia 
Mosca Russia Stoccolma Svezia 
Mosca Russia Tehran Iran 
Mosca Russia Tokyo Giappone 
Mosca Russia Atene Grecia 
Mosca Russia Baghdad Iraq 
Mosca Russia Bangkok Thailandia 
Mosca Russia Pechino Cina 
Mosca Russia Berlino Germania 
Mosca Russia Berna Svizzera 
Mosca Russia Cairo Egitto 
Mosca Russia Canberra Australia 
Mosca Russia Hanoi Vietnam 
Mosca Russia Havana Cuba 
Mosca Russia Helsinki Finlandia 
Mosca Russia Islamabad Pakistan 
Mosca Russia Kabul Afghanistan 
Mosca Russia Londra Inghilterra 
Mosca Russia Madrid Spagna 
Oslo Norvegia Ottawa Canada 
Oslo Norvegia Parigi Francia 
Oslo Norvegia Roma Italia 
Oslo Norvegia Stoccolma Svezia 
Oslo Norvegia Tehran Iran 
Oslo Norvegia Tokyo Giappone 
Oslo Norvegia Atene Grecia 
Oslo Norvegia Baghdad Iraq 
Oslo Norvegia Bangkok Thailandia 
Oslo Norvegia Pechino Cina 
Oslo Norvegia Berlino Germania 
Oslo Norvegia Berna Svizzera 
Oslo Norvegia Cairo Egitto 
Oslo Norvegia Canberra Australia 
Oslo Norvegia Hanoi Vietnam 
Oslo Norvegia Havana Cuba 
Oslo Norvegia Helsinki Finlandia 
Oslo Norvegia Islamabad Pakistan 
Oslo Norvegia Kabul Afghanistan 
Oslo Norvegia Londra Inghilterra 
Oslo Norvegia Madrid Spagna 
Oslo Norvegia Mosca Russia 
Ottawa Canada Parigi Francia 
Ottawa Canada Roma Italia 
Ottawa Canada Stoccolma Svezia 
Ottawa Canada Tehran Iran 
Ottawa Canada Tokyo Giappone 
Ottawa Canada Atene Grecia 
Ottawa Canada Baghdad Iraq 
Ottawa Canada Bangkok Thailandia 
Ottawa Canada Pechino Cina 
Ottawa Canada Berlino Germania 
Ottawa Canada Berna Svizzera 
Ottawa Canada Cairo Egitto 
Ottawa Canada Canberra Australia 
Ottawa Canada Hanoi Vietnam 
Ottawa Canada Havana Cuba 
Ottawa Canada Helsinki Finlandia 
Ottawa Canada Islamabad Pakistan 
Ottawa Canada Kabul Afghanistan 
Ottawa Canada Londra Inghilterra 
Ottawa Canada Madrid Spagna 
Ottawa Canada Mosca Russia 
Ottawa Canada Oslo Norvegia 
Parigi Francia Roma Italia 
Parigi Francia Stoccolma Svezia 
Parigi Francia Tehran Iran 
Parigi Francia Tokyo Giappone 
Parigi Francia Atene Grecia 
Parigi Francia Baghdad Iraq 
Parigi Francia Bangkok Thailandia 
Parigi Francia Pechino Cina 
Parigi Francia Berlino Germania 
Parigi Francia Berna Svizzera 
Parigi Francia Cairo Egitto 
Parigi Francia Canberra Australia 
Parigi Francia Hanoi Vietnam 
Parigi Francia Havana Cuba 
Parigi Francia Helsinki Finlandia 
Parigi Francia Islamabad Pakistan 
Parigi Francia Kabul Afghanistan 
Parigi Francia Londra Inghilterra 
Parigi Francia Madrid Spagna 
Parigi Francia Mosca Russia 
Parigi Francia Oslo Norvegia 
Parigi Francia Ottawa Canada 
Roma Italia Stoccolma Svezia 
Roma Italia Tehran Iran 
Roma Italia Tokyo Giappone 
Roma Italia Atene Grecia 
Roma Italia Baghdad Iraq 
Roma Italia Bangkok Thailandia 
Roma Italia Pechino Cina 
Roma Italia Berlino Germania 
Roma Italia Berna Svizzera 
Roma Italia Cairo Egitto 
Roma Italia Canberra Australia 
Roma Italia Hanoi Vietnam 
Roma Italia Havana Cuba 
Roma Italia Helsinki Finlandia 
Roma Italia Islamabad Pakistan 
Roma Italia Kabul Afghanistan 
Roma Italia Londra Inghilterra 
Roma Italia Madrid Spagna 
Roma Italia Mosca Russia 
Roma Italia Oslo Norvegia 
Roma Italia Ottawa Canada 
Roma Italia Parigi Francia 
Stoccolma Svezia Tehran Iran 
Stoccolma Svezia Tokyo Giappone 
Stoccolma Svezia Atene Grecia 
Stoccolma Svezia Baghdad Iraq 
Stoccolma Svezia Bangkok Thailandia 
Stoccolma Svezia Pechino Cina 
Stoccolma Svezia Berlino Germania 
Stoccolma Svezia Berna Svizzera 
Stoccolma Svezia Cairo Egitto 
Stoccolma Svezia Canberra Australia 
Stoccolma Svezia Hanoi Vietnam 
Stoccolma Svezia Havana Cuba 
Stoccolma Svezia Helsinki Finlandia 
Stoccolma Svezia Islamabad Pakistan 
Stoccolma Svezia Kabul Afghanistan 
Stoccolma Svezia Londra Inghilterra 
Stoccolma Svezia Madrid Spagna 
Stoccolma Svezia Mosca Russia 
Stoccolma Svezia Oslo Norvegia 
Stoccolma Svezia Ottawa Canada 
Stoccolma Svezia Parigi Francia 
Stoccolma Svezia Roma Italia 
Tehran Iran Tokyo Giappone 
Tehran Iran Atene Grecia 
Tehran Iran Baghdad Iraq 
Tehran Iran Bangkok Thailandia 
Tehran Iran Pechino Cina 
Tehran Iran Berlino Germania 
Tehran Iran Berna Svizzera 
Tehran Iran Cairo Egitto 
Tehran Iran Canberra Australia 
Tehran Iran Hanoi Vietnam 
Tehran Iran Havana Cuba 
Tehran Iran Helsinki Finlandia 
Tehran Iran Islamabad Pakistan 
Tehran Iran Kabul Afghanistan 
Tehran Iran Londra Inghilterra 
Tehran Iran Madrid Spagna 
Tehran Iran Mosca Russia 
Tehran Iran Oslo Norvegia 
Tehran Iran Ottawa Canada 
Tehran Iran Parigi Francia 
Tehran Iran Roma Italia 
Tehran Iran Stoccolma Svezia 
Tokyo Giappone Atene Grecia 
Tokyo Giappone Baghdad Iraq 
Tokyo Giappone Bangkok Thailandia 
Tokyo Giappone Pechino Cina 
Tokyo Giappone Berlino Germania 
Tokyo Giappone Berna Svizzera 
Tokyo Giappone Cairo Egitto 
Tokyo Giappone Canberra Australia 
Tokyo Giappone Hanoi Vietnam 
Tokyo Giappone Havana Cuba 
Tokyo Giappone Helsinki Finlandia 
Tokyo Giappone Islamabad Pakistan 
Tokyo Giappone Kabul Afghanistan 
Tokyo Giappone Londra Inghilterra 
Tokyo Giappone Madrid Spagna 
Tokyo Giappone Mosca Russia 
Tokyo Giappone Oslo Norvegia 
Tokyo Giappone Ottawa Canada 
Tokyo Giappone Parigi Francia 
Tokyo Giappone Roma Italia 
Tokyo Giappone Stoccolma Svezia 
Tokyo Giappone Tehran Iran 
: capital-world 
Abuja Nigeria Accra Ghana 
Abuja Nigeria Algeri Algeria 
Abuja Nigeria Amman Giordania 
Abuja Nigeria Ankara Turchia 
Abuja Nigeria Antananarivo Madagascar 
Abuja Nigeria Apia Samoa 
Abuja Nigeria Ashgabat Turkmenistan 
Abuja Nigeria Asmara Eritrea 
Abuja Nigeria Astana Kazakistan 
Abuja Nigeria Atene Grecia 
Abuja Nigeria Baghdad Iraq 
Abuja Nigeria Baku Azerbaijan 
Abuja Nigeria Bamako Mali 
Abuja Nigeria Bangkok Thailandia 
Abuja Nigeria Banjul Gambia 
Abuja Nigeria Pechino Cina 
Abuja Nigeria Beirut Libano 
Abuja Nigeria Belgrado Serbia 
Abuja Nigeria Belmopan Belize 
Abuja Nigeria Berlino Germania 
Abuja Nigeria Berna Svizzera 
Abuja Nigeria Bishkek Kirghisistan
Abuja Nigeria Bratislava Slovacchia 
Abuja Nigeria Bruxelles Belgio 
Abuja Nigeria Bucarest Romania 
Abuja Nigeria Budapest Ungheria 
Abuja Nigeria Bujumbura Burundi 
Abuja Nigeria Cairo Egitto 
Abuja Nigeria Canberra Australia 
Abuja Nigeria Caracas Venezuela 
Abuja Nigeria Chisinau Moldavia 
Abuja Nigeria Conakry Guinea 
Abuja Nigeria Copenhagen Danimarca 
Abuja Nigeria Dakar Senegal 
Abuja Nigeria Damasco Siria 
Abuja Nigeria Dhaka Bangladesh 
Abuja Nigeria Doha Qatar 
Abuja Nigeria Dublino Irlanda 
Abuja Nigeria Dushanbe Tagikistan 
Accra Ghana Algeri Algeria 
Accra Ghana Amman Giordania 
Accra Ghana Ankara Turchia 
Accra Ghana Antananarivo Madagascar 
Accra Ghana Apia Samoa 
Accra Ghana Ashgabat Turkmenistan 
Accra Ghana Asmara Eritrea 
Accra Ghana Astana Kazakistan 
Accra Ghana Atene Grecia 
Accra Ghana Baghdad Iraq 
Accra Ghana Baku Azerbaijan 
Accra Ghana Bamako Mali 
Accra Ghana Bangkok Thailandia 
Accra Ghana Banjul Gambia 
Accra Ghana Pechino Cina 
Accra Ghana Beirut Libano 
Accra Ghana Belgrado Serbia 
Accra Ghana Belmopan Belize 
Accra Ghana Berlino Germania 
Accra Ghana Berna Svizzera 
Accra Ghana Bishkek Kirghisistan
Accra Ghana Bratislava Slovacchia 
Accra Ghana Bruxelles Belgio 
Accra Ghana Bucarest Romania 
Accra Ghana Budapest Ungheria 
Accra Ghana Bujumbura Burundi 
Accra Ghana Cairo Egitto 
Accra Ghana Canberra Australia 
Accra Ghana Caracas Venezuela 
Accra Ghana Chisinau Moldavia 
Accra Ghana Conakry Guinea 
Accra Ghana Copenhagen Danimarca 
Accra Ghana Dakar Senegal 
Accra Ghana Damasco Siria 
Accra Ghana Dhaka Bangladesh 
Accra Ghana Doha Qatar 
Accra Ghana Dublino Irlanda 
Accra Ghana Dushanbe Tagikistan 
Accra Ghana Funafuti Tuvalu 
Algeri Algeria Amman Giordania 
Algeri Algeria Ankara Turchia 
Algeri Algeria Antananarivo Madagascar 
Algeri Algeria Apia Samoa 
Algeri Algeria Ashgabat Turkmenistan 
Algeri Algeria Asmara Eritrea 
Algeri Algeria Astana Kazakistan 
Algeri Algeria Atene Grecia 
Algeri Algeria Baghdad Iraq 
Algeri Algeria Baku Azerbaijan 
Algeri Algeria Bamako Mali 
Algeri Algeria Bangkok Thailandia 
Algeri Algeria Banjul Gambia 
Algeri Algeria Pechino Cina 
Algeri Algeria Beirut Libano 
Algeri Algeria Belgrado Serbia 
Algeri Algeria Belmopan Belize 
Algeri Algeria Berlino Germania 
Algeri Algeria Berna Svizzera 
Algeri Algeria Bishkek Kirghisistan
Algeri Algeria Bratislava Slovacchia 
Algeri Algeria Bruxelles Belgio 
Algeri Algeria Bucarest Romania 
Algeri Algeria Budapest Ungheria 
Algeri Algeria Bujumbura Burundi 
Algeri Algeria Cairo Egitto 
Algeri Algeria Canberra Australia 
Algeri Algeria Caracas Venezuela 
Algeri Algeria Chisinau Moldavia 
Algeri Algeria Conakry Guinea 
Algeri Algeria Copenhagen Danimarca 
Algeri Algeria Dakar Senegal 
Algeri Algeria Damasco Siria 
Algeri Algeria Dhaka Bangladesh 
Algeri Algeria Doha Qatar 
Algeri Algeria Dublino Irlanda 
Algeri Algeria Dushanbe Tagikistan 
Algeri Algeria Funafuti Tuvalu 
Algeri Algeria Gaborone Botswana 
Amman Giordania Ankara Turchia 
Amman Giordania Antananarivo Madagascar 
Amman Giordania Apia Samoa 
Amman Giordania Ashgabat Turkmenistan 
Amman Giordania Asmara Eritrea 
Amman Giordania Astana Kazakistan 
Amman Giordania Atene Grecia 
Amman Giordania Baghdad Iraq 
Amman Giordania Baku Azerbaijan 
Amman Giordania Bamako Mali 
Amman Giordania Bangkok Thailandia 
Amman Giordania Banjul Gambia 
Amman Giordania Pechino Cina 
Amman Giordania Beirut Libano 
Amman Giordania Belgrado Serbia 
Amman Giordania Belmopan Belize 
Amman Giordania Berlino Germania 
Amman Giordania Berna Svizzera 
Amman Giordania Bishkek Kirghisistan
Amman Giordania Bratislava Slovacchia 
Amman Giordania Bruxelles Belgio 
Amman Giordania Bucarest Romania 
Amman Giordania Budapest Ungheria 
Amman Giordania Bujumbura Burundi 
Amman Giordania Cairo Egitto 
Amman Giordania Canberra Australia 
Amman Giordania Caracas Venezuela 
Amman Giordania Chisinau Moldavia 
Amman Giordania Conakry Guinea 
Amman Giordania Copenhagen Danimarca 
Amman Giordania Dakar Senegal 
Amman Giordania Damasco Siria 
Amman Giordania Dhaka Bangladesh 
Amman Giordania Doha Qatar 
Amman Giordania Dublino Irlanda 
Amman Giordania Dushanbe Tagikistan 
Amman Giordania Funafuti Tuvalu 
Amman Giordania Gaborone Botswana 
Amman Giordania Georgetown Guyana 
Ankara Turchia Antananarivo Madagascar 
Ankara Turchia Apia Samoa 
Ankara Turchia Ashgabat Turkmenistan 
Ankara Turchia Asmara Eritrea 
Ankara Turchia Astana Kazakistan 
Ankara Turchia Atene Grecia 
Ankara Turchia Baghdad Iraq 
Ankara Turchia Baku Azerbaijan 
Ankara Turchia Bamako Mali 
Ankara Turchia Bangkok Thailandia 
Ankara Turchia Banjul Gambia 
Ankara Turchia Pechino Cina 
Ankara Turchia Beirut Libano 
Ankara Turchia Belgrado Serbia 
Ankara Turchia Belmopan Belize 
Ankara Turchia Berlino Germania 
Ankara Turchia Berna Svizzera 
Ankara Turchia Bishkek Kirghisistan
Ankara Turchia Bratislava Slovacchia 
Ankara Turchia Bruxelles Belgio 
Ankara Turchia Bucarest Romania 
Ankara Turchia Budapest Ungheria 
Ankara Turchia Bujumbura Burundi 
Ankara Turchia Cairo Egitto 
Ankara Turchia Canberra Australia 
Ankara Turchia Caracas Venezuela 
Ankara Turchia Chisinau Moldavia 
Ankara Turchia Conakry Guinea 
Ankara Turchia Copenhagen Danimarca 
Ankara Turchia Dakar Senegal 
Ankara Turchia Damasco Siria 
Ankara Turchia Dhaka Bangladesh 
Ankara Turchia Doha Qatar 
Ankara Turchia Dublino Irlanda 
Ankara Turchia Dushanbe Tagikistan 
Ankara Turchia Funafuti Tuvalu 
Ankara Turchia Gaborone Botswana 
Ankara Turchia Georgetown Guyana 
Ankara Turchia Hanoi Vietnam 
Antananarivo Madagascar Apia Samoa 
Antananarivo Madagascar Ashgabat Turkmenistan 
Antananarivo Madagascar Asmara Eritrea 
Antananarivo Madagascar Astana Kazakistan 
Antananarivo Madagascar Atene Grecia 
Antananarivo Madagascar Baghdad Iraq 
Antananarivo Madagascar Baku Azerbaijan 
Antananarivo Madagascar Bamako Mali 
Antananarivo Madagascar Bangkok Thailandia 
Antananarivo Madagascar Banjul Gambia 
Antananarivo Madagascar Pechino Cina 
Antananarivo Madagascar Beirut Libano 
Antananarivo Madagascar Belgrado Serbia 
Antananarivo Madagascar Belmopan Belize 
Antananarivo Madagascar Berlino Germania 
Antananarivo Madagascar Berna Svizzera 
Antananarivo Madagascar Bishkek Kirghisistan
Antananarivo Madagascar Bratislava Slovacchia 
Antananarivo Madagascar Bruxelles Belgio 
Antananarivo Madagascar Bucarest Romania 
Antananarivo Madagascar Budapest Ungheria 
Antananarivo Madagascar Bujumbura Burundi 
Antananarivo Madagascar Cairo Egitto 
Antananarivo Madagascar Canberra Australia 
Antananarivo Madagascar Caracas Venezuela 
Antananarivo Madagascar Chisinau Moldavia 
Antananarivo Madagascar Conakry Guinea 
Antananarivo Madagascar Copenhagen Danimarca 
Antananarivo Madagascar Dakar Senegal 
Antananarivo Madagascar Damasco Siria 
Antananarivo Madagascar Dhaka Bangladesh 
Antananarivo Madagascar Doha Qatar 
Antananarivo Madagascar Dublino Irlanda 
Antananarivo Madagascar Dushanbe Tagikistan 
