word	Average
slab	5.95
grootmoeder	5.96
egel	5.96
staf	5.96
laars	5.96
alleen	5.96
bladzijde	5.96
botsen	5.96
confetti	5.96
glad	5.96
half	5.96
moeilijk	5.96
pad	5.96
piraat	5.96
proeven	5.96
schaduw	5.96
straffen	5.96
streep	5.96
vijver	5.96
voedsel	5.96
vrolijk	5.96
waar	5.96
was	5.96
web	5.96
snurken	5.96
spuwen	5.96
ziekte	5.96
hoepel	5.97
pief	5.97
madam	5.97
voetballer	5.98
kleerkast	5.98
gom	5.98
rat	5.98
tent	5.98
draad	5.98
hut	5.98
maak	5.98
bijt	5.98
lichtgroen	5.98
engel	5.98
doden	5.98
punt	5.99
dolfijn	5.99
spaarpot	5.99
afpakken	6.00
bloedneus	6.00
cijfers	6.00
eetlepel	6.00
fluisteren	6.00
ge	6.00
geboren	6.00
gepraat	6.00
hiernaast	6.00
kerstfeest	6.00
lachend	6.00
middageten	6.00
mopje	6.00
neer	6.00
negende	6.00
omdat	6.00
onweren	6.00
politieauto	6.00
september	6.00
slaapkleed	6.00
sneeuwpop	6.00
stofzuiger	6.00
toch	6.00
toverheks	6.00
toverstok	6.00
uien	6.00
verliezer	6.00
zelfde	6.00
arme	6.00
lekkers	6.00
pagaai	6.00
tinnef	6.00
vlieger	6.00
ketchup	6.00
lieveheerbeestje	6.00
wagen	6.00
roos	6.01
stal	6.02
pleister	6.02
zwaard	6.02
snee	6.02
bekje	6.02
laarzen	6.03
beleefd	6.03
bellen	6.03
cijfer	6.03
douche	6.03
dun	6.03
hangen	6.03
koorts	6.03
matras	6.03
ongeluk	6.03
rommel	6.03
schelp	6.03
schrikken	6.03
smeren	6.03
stampen	6.03
trappen	6.03
verliefd	6.03
verloren	6.03
vers	6.03
wrijven	6.03
tapijt	6.03
wiegen	6.03
les	6.03
zot	6.03
garage	6.03
wens	6.03
mayonaise	6.03
smaak	6.03
dorp	6.04
badmuts	6.04
springtouw	6.04
brom	6.04
plets	6.04
buil	6.04
hoofdpijn	6.04
fluit	6.04
kruis	6.05
buitenkomen	6.05
confituur	6.05
elastiekje	6.05
klasgenoot	6.05
oorbel	6.05
puntje	6.05
rechtstaan	6.05
sandwich	6.05
sleeën	6.05
speelkamer	6.05
stilte	6.05
stokbrood	6.05
toe	6.05
juni	6.05
beurt	6.05
binnenkomen	6.05
aardbeien	6.06
achttien	6.06
al	6.06
donderen	6.06
druiven	6.06
erop	6.06
iemand	6.06
kerstbal	6.06
kerstcadeau	6.06
negentien	6.06
neusgat	6.06
omhoog	6.06
opruimen	6.06
pagina	6.06
puzzelstukje	6.06
regendruppel	6.06
rijmpje	6.06
schoolboek	6.06
schooljaar	6.06
speeldoos	6.06
spinnenweb	6.06
stapelbed	6.06
stenen	6.06
stilletjes	6.06
studiejaar	6.06
toverfee	6.06
turngerief	6.06
verdomme	6.06
vleugels	6.06
zwartepiet	6.06
stier	6.06
ladder	6.06
cent	6.06
wijsvinger	6.07
geeuw	6.07
groei	6.07
deurbel	6.07
erwten	6.07
ander	6.07
adres	6.07
bes	6.08
onweer	6.08
plank	6.08
kooi	6.09
duimen	6.09
eerlijk	6.09
eng	6.09
gevecht	6.09
kletsnat	6.09
kleven	6.09
lichaam	6.09
map	6.09
min	6.09
nieuw	6.09
pak	6.09
prikken	6.09
raken	6.09
spinazie	6.09
vuilnis	6.09
belg	6.09
kauwen	6.09
remmen	6.09
wereld	6.09
schat	6.09
wesp	6.09
spons	6.09
grap	6.09
hemel	6.09
moois	6.10
poort	6.10
fietspad	6.10
macaroni	6.10
oorring	6.10
schooldag	6.10
schooltas	6.10
slaapkop	6.10
vanochtend	6.10
wasmand	6.10
grootma	6.10
maart	6.10
zwaan	6.10
kiwi	6.10
gordijn	6.11
koffie	6.11
taart	6.11
autobus	6.11
badschuim	6.11
bovenkant	6.11
buitenspelen	6.11
dichtdoen	6.11
griezelig	6.11
indiaan	6.11
jarige	6.11
neerzitten	6.11
oktober	6.11
paasvakantie	6.11
papieren	6.11
proficiat	6.11
scholen	6.11
slakkenhuis	6.11
speculaas	6.11
terug	6.11
teveel	6.11
vaderdag	6.11
voorkant	6.11
waterpistool	6.11
wedstrijd	6.11
wipplank	6.11
zonnestraal	6.11
gebuur	6.11
hobbelpaard	6.11
prijs	6.11
wonde	6.12
sticker	6.12
stamp	6.12
minuut	6.12
kaars	6.12
ziekenwagen	6.12
zuster	6.13
kalf	6.13
deel	6.13
hup	6.13
koets	6.13
ruit	6.14
rups	6.14
jurk	6.14
zebra	6.15
molen	6.15
bibber	6.15
diepvries	6.15
kerstdag	6.15
pinguïn	6.15
ronddraaien	6.15
schoenmaat	6.15
teennagel	6.15
uitknippen	6.15
vanavond	6.15
voetstappen	6.15
vuilniszak	6.15
zeemeermin	6.15
horloge	6.15
bak	6.15
bleek	6.15
branden	6.15
circus	6.15
fijn	6.15
gesloten	6.15
halen	6.15
hek	6.15
kaal	6.15
kloppen	6.15
knijpen	6.15
kopen	6.15
lui	6.15
mop	6.15
natuur	6.15
siroop	6.15
snijden	6.15
struik	6.15
turnen	6.15
vegen	6.15
waaien	6.15
wijzen	6.15
bakken	6.15
schrift	6.15
starten	6.15
schreien	6.15
pull	6.15
hamster	6.16
koord	6.16
erna	6.16
middelvinger	6.17
badjas	6.17
bloempot	6.17
december	6.17
deugniet	6.17
doei	6.17
elke	6.17
fruitsla	6.17
klasgenote	6.17
klaslokaal	6.17
kriebelen	6.17
krijtje	6.17
kroket	6.17
optellen	6.17
pennenzak	6.17
samen	6.17
sneeuwvlok	6.17
stilstaan	6.17
strikje	6.17
washandje	6.17
weekeind	6.17
welke	6.17
winkelen	6.17
spijt	6.17
plastiek	6.18
boerin	6.18
gieter	6.18
frisco	6.18
postbode	6.18
zaal	6.18
pruim	6.19
teken	6.19
woonkamer	6.19
lam	6.19
donkergroen	6.19
hulp	6.20
allebei	6.20
dommerik	6.20
prima	6.20
ruiten	6.20
wandeling	6.20
zebrapad	6.20
zwemles	6.20
knutselmateriaal	6.20
slinger	6.20
pup	6.20
va	6.20
gezin	6.20
wanten	6.21
priester	6.21
tijger	6.21
vleugel	6.21
troon	6.21
bestek	6.21
bukken	6.21
douchen	6.21
fluiten	6.21
gehoorzamen	6.21
gek	6.21
grappig	6.21
kleden	6.21
leugenaar	6.21
net	6.21
piemel	6.21
politie	6.21
post	6.21
rozijn	6.21
ruziemaken	6.21
schieten	6.21
spugen	6.21
stempel	6.21
ui	6.21
uurwerk	6.21
verdriet	6.21
zagen	6.21
zuur	6.21
kwaken	6.21
triestig	6.21
groep	6.22
nonkel	6.22
ajuin	6.22
kruiwagen	6.22
badkuip	6.22
beginnen	6.22
betalen	6.22
diepvriezer	6.22
gekleurd	6.22
gommen	6.22
hoofdletter	6.22
inslikken	6.22
kinderkamer	6.22
lavabo	6.22
makkelijk	6.22
nachtlampje	6.22
oudjaar	6.22
regenjas	6.22
schatkist	6.22
schooltijd	6.22
slagroom	6.22
sportzak	6.22
stouterik	6.22
supersnel	6.22
tovenares	6.22
tweeling	6.22
uitgommen	6.22
verbrand	6.22
versje	6.22
verstoppen	6.22
wortels	6.22
zonnebril	6.22
keukenkast	6.23
visser	6.23
kelder	6.23
tandarts	6.23
