word	arousal	valence
Kidutus	5.88	1.23
Kiihkeys	5.05	4.49
Kiintymys	3.38	5.66
Kiito	4.3	4.08
Kiitos	3.2	6.03
Kiljunta	5.12	2.07
Kiltteys	2.9	5.5
Kirjoitus	3.84	4.51
Kirous	4.71	2.16
Kitkeryys	4.11	2.49
Kolmio	3.63	4.17
Komentaja	4.49	2.99
Komeus	4.14	5.09
Kosketus	3.7	6.02
Kostaja	5.58	1.65
Kosteus	3.75	3.66
Kosto	5.46	2.02
Kotelo	3.36	3.82
Kruunu	3.74	4.24
Kuivuus	3.63	2.56
Kuljetus	3.77	4.0
Kulkija	3.57	4.25
Kuningas	3.58	4.02
Kunnia	3.98	4.72
Kuolema	4.44	2.23
Kuori	3.66	3.91
Kuppi	3.19	4.4
Kuulo	3.63	5.13
Kuvitelma	3.69	4.99
Kylmyys	3.97	2.7
Kärkevyys	4.33	2.75
Kärsimys	5.03	1.7
Käsine	3.23	4.09
Kätkö	4.21	4.19
Kävely	3.3	4.92
Käytäntö	3.61	4.13
Käärme	4.87	2.28
Köyhyys	4.44	2.05
Laatu	3.33	5.06
Lahja	3.91	5.82
Lahjonta	5.04	2.09
Lahko	4.71	2.12
Laiskuus	3.92	2.84
Laituri	2.81	5.33
Lamaannus	3.93	1.8
Lanta	3.17	2.28
Lapsuus	2.95	5.88
Laukaus	5.37	2.28
Laukku	3.48	4.28
Leikki	3.81	5.58
Leipuri	3.0	4.94
Leivonta	2.65	5.49
Lemmikki	3.09	5.65
Lempeys	2.36	6.04
Lempi	4.19	6.02
Leski	3.42	2.41
Lihavuus	4.21	2.35
Liikunta	4.34	5.04
Liito	3.56	5.01
Lohdutus	2.49	5.79
Loinen	4.68	1.75
Loisto	3.7	4.94
Lomailu	3.36	5.89
Loppu	3.78	3.21
Loukkaus	4.91	1.84
Lumous	3.44	5.69
Luokka	3.94	3.72
Luovuus	3.81	5.8
Läheisyys	3.0	6.37
Lähetys	3.87	4.43
Lämpö	2.98	5.77
Länsi	3.51	4.15
Lääke	3.48	3.99
Maalaus	3.32	4.99
Maasto	3.2	5.06
Maireus	4.4	2.37
Majakka	3.04	4.8
Makeinen	3.57	5.38
Manteli	3.16	4.52
Masennus	4.14	1.58
Matelija	4.45	2.78
Matelu	3.88	2.66
Mellakka	5.34	2.25
Menestys	4.31	5.02
Merkintä	3.95	3.72
Mestari	3.81	4.83
Metsästys	4.68	3.2
Mieli	3.34	4.91
Mieltymys	3.45	5.02
Moottori	3.97	3.65
Morsian	3.94	5.32
Muoto	3.45	4.73
Murha	5.77	1.34
Murhaaja	5.87	1.29
Musiikki	3.76	6.17
Myrkky	4.8	1.86
Myrkytys	4.99	1.64
Myrsky	4.87	4.04
Mänty	2.58	5.4
Naamari	4.19	3.22
Nauru	4.11	6.15
Nautinto	4.14	6.32
Neuvonta	3.49	4.36
Nimike	3.35	3.3
Nipistys	4.63	2.87
Nukke	3.16	4.45
Numero	3.7	4.01
Nurmikko	2.97	5.28
Nyöri	3.39	3.95
Nälkä	4.63	2.56
Nälvintä	5.29	1.56
Näpistys	4.94	1.77
Närkästys	4.38	2.35
Näyte	3.64	3.4
Näytelmä	3.89	4.83
Näytös	4.07	4.65
Nöyryytys	4.91	1.55
Ohjelma	3.75	4.19
Omainen	3.11	5.53
Omaisuus	3.62	4.66
Opettaja	3.85	4.21
Orjuus	5.33	1.52
Pahuus	5.17	1.79
Paino	4.12	3.06
Painostus	5.07	1.78
Painotus	3.79	3.53
Paletti	3.06	4.46
Palkinto	4.11	5.68
Palvonta	4.38	3.01
Pappi	3.17	3.83
Parannus	3.35	5.21
Parantola	3.79	2.85
Parturi	3.33	4.76
Pehmeys	2.42	5.89
Peite	2.74	5.06
Pelastaja	3.43	5.76
Pelastus	3.51	5.53
Pelko	5.64	1.9
Pelkuri	4.41	2.35
Pelokkuus	4.87	2.31
Perhe	3.03	6.21
Permanto	3.52	3.82
Perustelu	3.6	4.01
Petos	5.72	1.35
Pettymys	4.26	2.06
Piikki	4.75	2.26
Piiska	5.06	2.01
Pilkku	3.68	3.98
Pilvi	2.59	5.03
Pimeys	3.73	3.26
Pirteys	4.11	5.51
Porkkana	3.34	4.84
Pouta	2.9	5.66
Prinsessa	3.53	4.56
Prosentti	3.71	3.8
Puhtaus	2.72	5.71
Pulla	2.75	5.52
Pätevyys	3.7	4.66
Raato	4.51	1.8
Raiskaus	6.12	1.09
Raivo	5.86	2.09
Rakennus	3.48	4.06
Rakkaus	4.49	6.39
Rannikko	3.06	5.43
Rappio	4.12	2.15
Rauha	2.08	6.21
Raukeus	1.94	5.55
Ravintola	3.85	4.78
Rehevyys	3.68	4.1
Riemu	4.74	5.97
Riita	5.86	1.69
Riitely	5.41	1.68
Rikkaus	3.85	5.2
Rohkeus	4.27	5.38
Romanssi	5.15	5.96
Ruisku	4.38	2.58
Rukous	2.88	4.73
Rumilus	3.67	2.63
Rumuus	3.92	2.58
Runous	3.28	5.01
Runsaus	3.58	4.77
Ruohikko	2.82	5.4
Ruoste	3.76	2.72
Rutto	4.53	1.58
Ruumis	4.48	2.31
Ruuna	3.25	4.32
Ryppy	3.82	3.22
Rötöstely	5.27	1.74
Röyhkeys	5.45	1.58
Saarna	4.19	2.8
Saasta	4.97	1.4
Sairaala	4.34	2.88
Sairaus	4.59	1.81
Salaatti	2.91	5.15
Sapeli	4.41	3.14
Satama	3.23	4.78
Seikkailu	5.09	5.42
Sekaannus	4.95	2.49
Seksi	5.29	5.96
Siemaus	3.23	4.7
Sijainti	3.67	4.14
Sikari	3.92	2.88
Simputus	5.72	1.54
Sirppi	3.74	3.75
Soimaus	4.69	2.45
Sorto	5.42	1.59
Sotilas	4.15	3.36
Suihku	2.85	5.6
Sujuvuus	2.84	5.48
Suklaa	3.52	5.91
Sulka	3.16	4.5
Suojelu	2.96	5.37
Suosio	4.12	4.96
Surma	5.47	1.49
Suudelma	5.02	6.39
Suunta	3.48	4.42
Suuttumus	5.64	2.2
Sydän	3.72	5.38
Syksy	3.39	4.62
Sympatia	3.16	5.79
Syntymä	4.53	5.47
Syrjintä	5.19	1.66
Sävytys	3.3	4.37
Taakka	4.33	2.27
Taide	3.31	5.5
Taito	3.53	5.48
Takiainen	4.11	2.79
Tapaturma	5.28	1.52
Tappaja	5.74	1.39
Tappio	4.81	2.16
Tappo	5.38	1.4
Tarina	3.5	5.41
Tarjoilu	3.46	4.77
Tarmo	4.36	5.28
Tarve	4.04	4.07
Tehokkuus	4.8	3.91
Tekniikka	3.78	4.33
Terva	3.25	4.42
Tervehdys	3.27	5.6
Terveys	3.39	5.88
Terävyys	4.21	3.69
Teurastus	5.07	1.63
Tiede	3.85	4.75
Tieto	3.94	5.43
Tietäjä	3.49	4.64
Timantti	3.88	5.23
Toimisto	3.61	3.72
Toimivuus	3.42	4.8
Toive	3.86	5.79
Toivomus	3.71	5.39
Tomaatti	3.05	4.63
Tottumus	3.28	4.39
Tunne	3.95	5.51
Tuoksu	3.61	5.57
Tuomio	4.75	2.38
Tuonti	3.55	3.84
Tuotos	3.76	4.38
Turkis	4.16	3.13
Turva	2.39	6.16
Tutkimus	3.91	4.05
Tyhjyys	3.38	2.88
Tyhmyys	4.76	2.32
Typeryys	4.8	2.1
Tyrmä	4.34	1.93
Tyrmäys	4.9	2.11
Tyyneys	2.16	5.63
Täyttymys	3.69	5.58
Uhkaus	5.6	1.74
Ukkonen	4.82	4.01
Ulvonta	4.92	2.36
Unelma	3.96	5.98
Uskomus	3.89	3.94
Uutinen	4.33	4.36
Uutuus	4.27	4.68
Vaate	3.44	4.74
Vahinko	4.45	2.51
Vaikutus	3.93	4.35
Vaino	5.28	1.63
Valehtelu	5.06	1.77
Valittaja	5.13	1.87
Valoisuus	3.44	6.26
Valta	4.52	3.79
Vanhuus	3.34	3.84
Vanki	4.5	2.28
Vapaus	3.54	6.3
Varmuus	2.85	5.57
Vasara	3.68	3.71
Vaurio	4.16	2.18
Vehreys	2.88	5.67
Velka	4.83	1.9
Verotus	4.46	2.66
Viehkeys	3.8	5.45
Viehätys	3.95	5.76
Viisari	3.7	3.84
Viisaus	3.01	5.95
Vireys	4.17	5.12
Virhe	4.49	2.36
Virike	4.43	4.91
Virne	4.12	4.22
Vitsi	3.9	5.26
Voima	4.22	5.1
Voittaja	4.56	5.11
Vuode	2.67	5.86
Vuoristo	3.71	5.11
Yleisö	4.41	4.14
Ylistys	4.04	4.22
Yllyke	4.8	3.64
Ylpeys	4.25	3.39
Ympyrä	3.26	4.35
Ystävyys	3.01	6.44
Ystävä	2.92	6.39
Älykkyys	3.9	5.66
