word,PN_Singapore,PLD20_Singapore,PN_NonStd,OLD20
belukar,0,2.45,0,2.45
belum,0,1.9,0,1.95
bemban,0,2.2,0,1.95
benak,5,1.75,5,1.75
benam,4,1.75,4,1.8
benang,12,1.4,12,1.35
benar,4,1.8,4,1.85
bencana,2,2.6,1,2.25
benci,0,2.55,0,2.0
benda,4,1.75,2,1.7
bendahara,1,3.65,1,3.45
bendahari,1,3.7,1,3.45
bendang,5,1.7,5,1.6
bendera,0,2.75,0,2.15
benderang,1,2.55,1,2.4
bengang,3,1.85,3,1.8
bengkak,1,1.95,1,2.1
bengkel,1,2.7,1,2.8
bengkok,0,2.35,0,2.5
benih,1,1.95,1,2.0
bening,4,1.8,4,1.85
bentang,6,1.7,6,1.55
benteng,2,2.3,2,2.15
bentes,1,2.65,1,2.6
bentuk,1,2.05,1,1.95
benua,0,2.45,0,1.95
beracun,1,2.75,1,2.4
berada,6,1.6,5,1.65
beradab,0,2.4,0,1.95
beradu,2,1.85,1,1.85
beragama,0,2.75,0,2.6
berahi,2,1.9,2,1.9
berahsia,0,3.65,0,2.75
berair,0,2.65,0,2.0
beraja,4,1.8,4,1.8
berakad,3,1.7,3,1.9
berakal,4,1.8,4,1.8
berakar,2,1.9,2,1.9
berakhir,1,2.6,1,2.65
berakhlak,0,2.75,0,3.15
berakit,0,2.65,0,2.0
beraksi,0,2.6,0,2.1
beralah,1,1.8,1,1.75
beralaskan,1,2.9,1,2.9
beralih,2,1.9,2,1.9
beralun,0,2.4,0,2.15
beramah,3,1.85,3,1.75
beramai-ramai,0,4.8,0,5.65
beramal,2,2.05,2,1.8
berambut,0,2.85,0,2.8
beranak,0,2.0,0,1.85
beraneka,0,2.95,0,2.65
berang,2,1.9,2,1.5
berangan-angan,0,4.65,0,5.1
beranggap,0,2.7,0,2.5
beranggapan,0,3.0,0,3.2
berangin,1,2.55,1,2.6
berangkai,0,2.75,0,2.2
berangkat,1,2.35,1,2.05
berani,3,1.85,3,1.8
beransur,1,2.85,1,2.8
berapa,6,1.7,6,1.65
berapi,3,1.85,3,1.85
berarak,1,1.95,1,1.85
beras,6,1.65,6,1.45
berasa,7,1.6,7,1.4
berasak,3,1.85,3,1.75
berasal,4,1.9,4,1.75
berasas,2,1.9,2,1.85
berasaskan,1,2.85,1,2.8
berasingan,0,2.85,0,2.85
berasrama,0,3.05,0,2.85
berat,4,1.6,4,1.7
beratur,0,2.7,0,2.15
beratus-ratus,0,6.3,0,5.85
beraya,4,1.8,4,1.6
berazam,0,2.25,0,2.0
berbadan,0,2.0,0,2.0
berbagai,0,2.45,0,2.2
berbahagia,0,3.95,0,3.25
berbahang,0,2.05,0,2.3
berbahasa,1,2.6,1,2.5
berbahaya,2,2.6,2,2.6
berbaik,2,2.1,2,2.05
berbaju,1,2.35,1,2.05
berbakat,1,1.9,1,1.95
berbaki,1,2.0,1,1.9
berbakti,0,2.55,0,2.45
berbalah,4,1.75,4,1.75
berbalas,2,1.9,2,1.9
berbalik,2,2.05,2,2.15
berbaloi,0,2.4,0,2.6
berbalut,1,2.3,1,2.1
berbanding,3,2.65,3,2.5
berbangga,1,2.35,0,2.5
berbangkit,0,3.55,0,2.7
berbangsa,1,2.65,0,2.75
berbanyak,2,2.5,2,2.45
berbaring,1,2.25,1,2.4
berbaris,1,2.5,1,2.45
berbatu-batu,0,4.9,0,5.0
berbau,1,2.25,1,1.9
berbaur,0,2.95,0,2.25
berbayar,1,1.95,1,1.95
berbekal,0,2.5,0,2.45
berbekalkan,0,3.6,0,3.45
berbelah,2,1.95,2,1.85
berbelanja,0,3.65,0,3.4
berbelas,2,2.1,2,2.05
berbelit-belit,0,6.8,0,6.7
berbentuk,1,2.65,1,2.6
berbesar,1,2.1,1,1.95
berbeza,0,2.75,0,2.5
berbicara,0,2.95,0,2.95
berbilang,2,2.05,2,2.35
berbincang,1,2.8,1,2.75
berbintang,1,2.6,1,2.65
berbintik,0,2.95,0,2.85
berbisa,0,2.15,0,2.1
berbisik,0,2.75,0,2.6
berbogel,0,2.9,0,3.15
berbohong,0,2.95,0,3.4
berborak,2,2.5,2,2.45
berbuah,4,1.8,4,1.8
berbual,2,2.0,2,1.95
berbuat,3,1.85,3,1.85
berbudaya,0,2.8,0,2.8
berbudi,1,2.5,1,2.35
berbuka,4,1.8,4,1.85
berbukit,0,2.8,0,2.65
berbulan,0,2.15,0,2.1
berbumbung,0,2.8,0,3.05
berbunga,1,1.95,1,2.7
berbunyi,0,2.9,0,2.85
bercabang,1,2.25,1,2.55
bercadang,1,2.35,1,2.55
bercagar,1,1.95,1,2.1
bercakap,0,2.35,0,2.45
bercakaran,1,2.8,1,2.75
bercambah,0,2.65,0,2.7
bercampur,0,2.9,0,2.85
bercanda,0,2.5,0,2.25
bercanggah,0,2.6,0,2.7
bercanggahan,1,3.3,1,3.4
bercantum,0,2.95,0,2.9
bercelaru,0,3.0,0,2.9
berceloteh,0,3.75,0,4.15
bercerai,1,2.65,1,2.3
bercerita,0,3.05,0,2.8
bercerun,0,2.8,0,2.8
berciciran,0,3.5,0,3.25
bercinta,1,2.65,1,2.65
bercirikan,0,3.65,0,3.4
bercita-cita,0,4.75,0,5.4
bercitra,0,2.9,0,2.85
bercorak,2,2.5,2,2.4
bercucu,0,2.75,0,2.75
bercuti,0,2.6,0,2.5
berdaftar,0,2.8,0,2.8
berdagang,0,2.25,0,2.6
berdakwah,0,2.9,0,2.9
berdalih,0,2.2,0,2.25
berdamai,0,2.7,0,2.45
berdampingan,0,3.65,0,3.7
berdandan,0,2.7,0,2.6
berdarah,0,2.0,0,2.0
berdasar,0,2.0,0,2.0
berdasarkan,0,3.3,0,3.15
berdaulat,0,2.85,0,2.95
berdaya,3,1.85,3,1.7
berdebar,0,2.35,0,2.15
berdebat,0,2.7,0,2.4
berdegar-degar,0,5.8,0,6.4
berdegil,0,2.7,0,2.8
berdegup,0,2.9,0,2.85
berdekah-dekah,0,5.5,0,6.05
berdekatan,0,3.0,0,2.75
berdendam,0,2.85,0,2.7
berdengki,0,3.0,0,3.05
berdentum,0,3.2,0,3.05
berdepan,0,2.6,0,2.45
berderai,1,2.55,1,1.95
berdering,1,2.6,1,2.75
berderma,0,2.8,0,2.65
berdesing,1,2.75,1,2.85
berdetik,1,2.55,1,2.65
berdiam,1,2.45,1,2.2
berdikari,0,3.15,0,2.9
berdiri,3,2.3,3,2.15
berdoa,0,2.65,0,2.15
berdolak-dalik,0,6.1,0,6.85
berdosa,0,2.5,0,2.45
berdua,2,1.9,2,1.85
berduka,3,1.85,3,1.85
berduri,1,2.15,1,2.2
berdusta,0,2.75,0,2.7
berduyun-duyun,0,6.75,0,7.45
berebut,0,2.8,0,2.1
berebutan,1,3.1,1,2.45
berebutkan,0,3.45,0,3.0
beredar,0,2.75,0,2.2
beregu,0,2.9,0,2.45
berehat,0,2.85,0,2.1
berempat,0,2.65,0,2.3
berenang,1,2.3,1,1.8
berendam,0,2.75,0,2.55
berentak,1,2.65,1,2.55
bererti,0,2.75,0,2.6
beres,2,1.9,2,1.9
berfaedah,0,2.95,0,2.9
berfikir,2,2.8,2,2.75
berfikiran,0,4.65,0,3.05
berfoya-foya,0,5.2,0,6.0
berfungsi,0,3.3,0,3.65
bergabung,1,2.15,1,2.35
bergadai,1,2.3,1,2.15
bergaduh,0,2.45,0,2.25
bergaji,1,2.25,1,2.0
bergalah,2,1.85,2,1.85
bergambar,1,2.65,1,2.65
berganda,0,3.0,0,2.1
berganding,3,2.55,3,2.5
bergandingan,0,2.85,0,2.8
berganjak,0,3.0,0,2.75
berganti,0,2.55,0,2.45
bergantung,1,2.5,1,2.65
bergaul,0,2.6,0,2.5
bergaun,0,2.95,0,2.05
bergaya,1,2.7,2,1.8
bergayut,0,2.3,0,2.5
bergegar,2,2.05,2,2.1
bergegas,2,2.2,2,2.25
bergelar,1,2.15,1,1.95
bergeliga,0,2.95,0,2.95
bergelora,0,2.85,0,2.85
bergelumang,0,3.55,0,3.7
bergelut,0,2.5,0,2.55
bergema,0,2.25,0,2.1
bergembira,0,3.8,0,3.55
bergemerlapan,0,5.05,0,4.8
bergemuruh,0,3.7,0,3.7
bergenang,2,2.05,2,2.05
bergerak,1,1.95,1,1.95
bergergaji,0,3.9,0,3.7
bergesel,0,3.0,0,3.0
bergiat,1,2.2,1,2.0
bergigi,0,2.75,0,2.55
bergilir-gilir,0,6.65,0,7.05
bergiliran,0,3.4,0,3.25
bergolak,3,2.05,3,2.15
bergolek,3,2.5,3,2.6
bergolok,2,2.5,2,2.65
bergomol,0,2.95,0,3.35
bergoncang,0,3.15,0,2.85
bergotong-royong,0,6.65,0,8.35
bergoyang,0,2.8,0,2.9
bergulingan,0,3.15,0,3.35
berguna,0,2.15,0,2.05
berguni-guni,0,5.55,0,5.4
bergurau,1,2.8,1,2.7
berguru,1,2.6,1,2.5
berhabis,0,2.8,0,2.65
berhad,3,1.85,3,1.9
berhadapan,1,2.7,1,2.75
berhajat,0,2.2,0,2.35
berhak,1,1.95,1,1.95
berhala,2,1.9,2,1.9
berhalangan,0,2.75,0,2.95
berhaluan,0,2.95,0,2.85
berhampiran,0,3.9,0,3.9
berhantu,0,2.75,0,2.7
berharap,0,2.05,0,2.1
berharapan,2,2.6,2,2.65
berharapkan,0,3.05,0,3.1
berharga,0,2.65,0,2.55
berhari,2,1.95,2,1.9
berhasil,0,2.8,0,2.55
berhasrat,0,2.8,0,2.8
berhati,2,1.9,2,1.9
berhati-hati,0,4.7,0,4.9
berhawa,1,1.95,1,1.95
berhelah,1,2.25,1,1.95
berhelai-helai,0,5.85,0,6.2
berhemah,3,2.5,3,2.0
berhemat,1,2.55,1,2.2
berhempas,1,2.7,1,2.6
berhempas-pulas,0,6.6,0,7.2
berhenti-henti,0,6.3,0,6.45
berhias,0,2.55,0,2.3
berhibur,1,2.65,1,2.75
berhijrah,0,2.95,0,2.95
berhimpun,1,3.05,1,2.9
berhormat,1,3.1,1,2.85
berhubung,0,2.45,0,2.7
berhubungan,1,3.05,1,3.4
berhujah,1,2.3,1,2.25
berhujan,1,2.75,1,2.7
berhutang,1,2.45,1,2.55
beri,9,1.55,9,1.6
beria-ia,0,3.8,0,3.0
beriadah,0,3.35,0,1.95
beribadat,0,2.9,0,2.85
beribu,0,2.7,0,2.2
beribu-ribu,0,5.15,0,5.25
berijazah,0,3.0,0,2.95
berikan,1,2.45,1,1.9
berikat,2,1.85,2,1.8
berikhtiar,0,3.95,0,3.8
berikrar,0,2.9,0,2.85
berikut,0,2.7,0,2.3
berikutan,0,3.1,0,2.65
berilmu,0,2.95,0,2.9
beriman,1,2.4,1,1.95
berimbang,0,2.3,0,2.45
beringat-ingat,0,4.75,0,5.8
beringin,2,2.75,2,2.7
berirama,0,2.8,0,2.8
beriringan,0,3.0,0,3.15
berisi,0,2.15,0,1.95
beristerikan,0,4.95,0,4.3
berita,2,1.9,2,1.9
beritahu,0,3.05,0,2.8
berjabat,0,2.0,0,2.05
berjadual,0,3.5,0,2.95
berjaga,4,1.8,3,1.8
berjaga-jaga,0,4.6,0,5.2
berjagung-jagung,0,5.9,0,7.65
berjajaran,0,2.9,0,2.9
berjalan,0,2.0,0,2.0
berjam-jam,0,2.95,0,4.0
berjanggut,0,2.85,0,3.1
berjangka,0,2.55,0,2.35
berjangkit,0,2.75,0,2.8
berjanji,0,2.9,0,2.7
berjarak,0,2.9,0,1.95
berjasa,2,1.9,1,1.85
berjauhan,0,2.95,0,2.9
berjawab,1,2.2,1,2.2
berjawatan,1,2.75,1,2.75
berjaya,4,1.8,0,1.65
berjela,0,2.4,0,2.05
berjemaah,0,2.95,0,2.85
berjemur,0,2.9,0,2.8
berjenaka,1,2.85,1,2.8
berjenama,1,2.8,1,2.8
berjimat,0,2.35,0,2.35
berjinak-jinak,0,5.9,0,6.6
berjiran,0,2.75,0,2.55
berjiwa,0,2.2,0,2.3
berjoget,0,3.1,0,3.5
berjuang,0,2.0,0,2.45
berjubah,0,2.35,0,2.25
berjudi,1,2.55,1,2.55
berjudul,0,2.85,0,2.85
berjumlah,0,2.9,0,2.75
berjumpa,1,2.7,1,2.6
berjuta,0,2.0,0,2.0
berkabus,0,2.45,0,2.45
berkaca,3,1.85,3,1.9
berkahwin,0,3.1,0,3.0
berkain,2,2.2,2,1.9
berkait,1,2.35,1,1.9
berkaitan,0,2.85,0,2.7
berkaki,1,2.1,1,1.95
berkala,3,1.85,3,1.85
berkali-kali,0,4.75,0,4.9
berkampung,0,2.8,0,2.9
berkanun,1,2.4,1,2.35
berkarat,2,1.9,3,1.95
berkarya,0,2.4,0,2.15
berkas,2,1.85,2,1.8
berkasih,0,2.35,0,2.25
berkasut,0,2.2,0,2.3
berkat,2,1.8,2,1.7
berkata,4,1.8,4,1.75
berkaum,0,2.55,0,2.05
berkawal,2,1.9,3,2.15
berkawan,3,1.85,4,1.9
berkayak,0,2.0,0,2.0
berkayuh,0,2.3,0,2.45
berkeadaan,0,3.05,0,2.95
berkeberatan,0,3.85,0,3.8
berkebolehan,0,3.95,0,4.15
berkebun,0,2.65,0,2.5
berkecai,0,2.75,0,2.3
berkecamuk,0,3.85,0,3.8
berkecil,1,2.8,1,2.8
berkecimpung,0,4.35,0,4.5
berkecuali,1,4.15,1,3.6
berkedudukan,0,4.15,0,4.0
berkehendakkan,0,5.4,0,5.2
berkeinginan,0,3.85,0,3.9
