word	imageability
cliente	4.23
clientèle	3.94
climatiseur	5.11
clinique	5.18
clique	3.04
clivage	3.12
cloche	6.52
clocher	5.91
clochette	6.15
cloison	3.0
clôture	6.71
clou	6.47
cobra	6.5
cocaïne	5.62
coccinelle	6.71
cochon	6.89
cocotte	5.8
cocotte-minute	3.55
cocu	2.13
codage	2.92
coffre-fort	5.65
coffret	5.69
cognac	5.51
cohérence	2.34
cohue	2.15
coiffure	5.84
coïncidence	2.63
coing	1.77
colibri	5.75
colique	2.91
collaborateur	3.02
collaboration	2.61
collage	4.79
collant	5.31
collection	4.16
collectivité	2.94
collègue	4.16
collet	5.37
colline	6.21
collision	4.77
colloque	3.65
colombe	6.18
colonie	4.06
colorant	4.63
colza	1.24
combinaison	3.29
combustion	3.55
comédie	3.61
comète	5.63
comité	3.52
commande	3.11
commandement	3.0
commencement	3.11
commerçant	3.94
commerce	3.56
commère	3.04
commissaire	3.05
commission	3.09
commode	4.98
communauté	3.47
communiqué	2.95
communisme	2.8
compagnie	3.46
comparaison	2.73
compas	5.66
compatible	2.51
compensateur	2.29
compère	2.05
compétence	2.38
complaisance	2.02
complément	2.15
complet	3.38
complexe	2.68
complexité	2.29
complication	2.66
complicité	2.45
compliment	2.81
complot	2.8
composant	2.55
composante	2.75
composé	2.63
composition	3.01
compote	5.38
compréhension	2.36
compromis	2.4
comptabilité	2.76
comptable	4.27
compte	3.08
comptine	3.47
comptoir	5.95
comté	2.88
comtesse	3.87
concentration	2.58
concept	2.23
conception	2.77
concombre	6.89
concurrence	2.4
concurrent	2.75
condition	2.29
conduit	3.29
conduite	3.44
conférence	3.5
confession	2.98
confiance	2.63
confidence	2.56
configuration	2.23
confirmation	2.83
confiture	6.12
confrère	3.18
confusion	2.76
congé	3.18
congrès	3.7
conjoint	4.47
conjoncture	2.16
conjugaison	2.86
conne	2.58
connexion	3.23
conquête	2.94
conscience	2.18
conseiller	3.75
consentement	2.54
conséquence	2.41
conservation	2.95
conserve	4.49
considération	2.22
consigne	2.91
consolation	2.56
consommateur	3.7
consommation	3.3
constitution	2.56
constructeur	3.97
construction	4.52
consultant	3.5
consultation	2.51
conte	4.04
contemplation	2.4
contenant	4.68
content	3.9
continence	2.05
continuité	2.97
contour	4.37
contraception	3.95
contradiction	2.44
contrainte	2.46
contrariété	1.94
contraste	3.58
contrat	4.09
contrepoison	2.59
contribution	2.52
contrôle	2.88
convenance	2.23
convention	2.65
conversion	2.5
conviction	2.49
convoi	3.01
coopération	2.74
coordination	2.93
coordonnée	2.9
copeau	4.27
copinage	2.27
coq	6.87
coque	5.23
coquillage	6.64
coquille	6.37
cor	3.0
corbeille	6.19
cordée	3.42
cordon	6.08
corne	5.82
corneille	6.65
cornemuse	4.93
cornet	6.26
cornichon	6.75
corporation	2.63
corps	6.04
corpulence	3.75
correction	3.08
correspondance	2.87
correspondant	3.04
corrida	2.63
corridor	5.94
cortège	3.72
corvée	3.32
cosse	2.13
costume	5.5
cotation	2.25
côte	5.11
côté	4.02
coteau	2.97
cotisation	2.84
coton	5.87
cou	6.59
couard	1.84
couche	5.65
coucher	4.27
coude	6.38
couffin	1.88
couleur	5.0
couleuvre	6.68
coupe	5.15
couple	5.23
couplet	3.43
coupon	5.96
coupure	5.26
courage	3.0
courbature	3.73
courbure	4.66
courgette	5.09
couronne	6.49
courroie	4.15
cousin	5.06
coût	3.26
couteau	6.58
coutume	3.43
couture	5.06
couturier	4.98
couvent	5.02
couvercle	6.18
couvert	5.23
coyote	6.16
crabe	6.67
crainte	3.0
crampon	4.68
crâne	6.62
crapaud	6.58
craque	3.78
craquement	3.34
cratère	5.45
cravate	6.79
crayon	6.67
créature	4.29
crédit	3.29
crème	5.84
créole	3.2
crêpe	6.52
crépuscule	4.13
crête	3.76
crevaison	5.4
crevasse	4.77
crevé	3.29
crevette	6.58
crinière	5.15
critère	2.38
critique	2.63
croc	3.61
croche-pied	2.59
crocodile	6.86
crosse	3.5
croupe	2.47
croyance	2.71
cruauté	2.86
cruche	5.61
crudité	4.94
crypte	3.13
cube	6.53
cueillette	4.54
cuillère	6.82
cuir	5.9
cuisine	6.42
cuisinière	5.68
cuisse	6.42
cuisson	4.36
culot	2.98
culture	3.38
cumul	1.75
curseur	5.06
cuvée	3.38
cycliste	6.23
cyclone	5.27
cylindre	6.37
cymbale	5.69
daltonisme	3.43
damier	3.87
dance	5.15
danseur	5.63
dauphin	6.8
dé	6.3
débâcle	1.67
débat	3.56
débile	2.76
débit	3.05
débouché	2.79
débris	4.4
début	3.01
décalage	2.9
décembre	3.83
déception	2.76
décès	4.22
décharge	3.09
déchet	5.5
décimètre	4.41
décision	2.5
déclaration	2.69
déclic	2.63
déclin	2.69
décollage	4.31
décoration	4.8
découverte	3.08
décrépitude	1.69
décret	1.93
déesse	4.41
défi	3.04
défiance	2.39
déficit	2.45
défilé	4.08
définition	2.78
dégaine	2.09
dégât	4.34
dégel	3.94
dégoût	3.27
déguisement	4.72
déité	1.97
déjeuner	5.43
délai	2.52
délégation	2.97
délégué	2.88
délicatesse	2.87
délire	3.09
délit	2.63
délivrance	2.59
déluge	4.25
demande	2.7
démarche	3.13
démêlage	2.88
demeure	4.31
déminage	2.56
démocratie	2.63
démolition	4.11
démon	5.37
dent	6.77
dentelle	6.34
département	3.29
dépense	3.47
dépit	2.04
dépliant	5.22
dépôt	3.45
dépotoir	5.16
député	3.7
dérision	1.7
derme	4.0
dernier	3.5
derrière	3.83
désarroi	2.34
désastre	3.58
description	2.69
déséquilibre	3.25
désillusion	1.95
désir	2.94
dessein	2.81
destin	2.34
destination	3.13
destinée	2.16
destruction	3.68
détection	2.54
détente	3.29
détermination	2.56
détonateur	2.98
détonation	2.68
détour	3.71
détresse	3.04
deuil	3.5
devant	3.65
développement	2.86
déviation	2.96
devin	2.57
devinette	2.79
devis	2.11
devise	2.5
dévoilement	3.14
devoir	3.81
dévotion	2.08
dextérité	2.68
diagnostic	2.79
diagonale	5.09
diapason	4.51
diapositive	5.13
dictaphone	3.04
dictature	3.11
dictée	4.38
diction	2.51
dicton	2.65
dièdre	1.36
diesel	4.63
difficulté	2.63
diffusion	3.0
digestion	3.7
dignité	2.51
dilemme	2.58
diligence	2.73
dilution	3.15
dimanche	3.47
diminutif	2.44
dinde	6.64
dindon	6.68
dîner	5.07
dînette	3.7
dinosaure	6.66
diplôme	6.18
direction	3.69
directive	2.98
disciple	3.71
discipline	2.98
discorde	2.47
discrétion	2.36
discussion	3.34
disparition	3.08
disparu	2.61
dispensaire	2.45
disponibilité	2.5
dispositif	2.8
disposition	2.54
dispute	3.52
disque	6.37
disquette	6.67
dissertation	3.76
distance	3.47
distinction	2.38
distorsion	2.76
distraction	2.63
distribution	2.83
diva	4.13
diversité	2.83
divinité	2.87
division	3.87
divorce	3.83
dix	5.15
docteur	5.7
doctrine	2.52
document	4.4
documentaire	3.88
documentation	3.44
doigt	6.92
doigté	3.72
dol	1.3
dollar	6.36
dom	1.54
domicile	4.72
domination	3.13
domino	6.15
dompteur	4.37
doré	5.01
dortoir	5.3
dosage	3.15
double	3.76
douceur	3.09
douche	6.66
douille	3.69
douillette	5.41
douve	1.74
doux	3.84
douze	4.97
dragée	2.16
drapeau	6.71
droit	3.48
dromadaire	5.9
dualisme	2.26
dualité	2.66
duchesse	4.51
dune	3.98
durée	2.54
dureté	2.94
dynamique	3.06
ébullition	4.76
écaille	5.44
écart	3.48
échalote	6.09
échange	3.41
écharpe	6.1
échauffement	3.11
échec	3.4
échelle	6.44
échine	2.16
échiquier	4.25
éclair	6.05
éclairage	4.68
éclaircie	3.81
éclat	3.7
éclatement	3.7
éclosion	3.65
école	6.32
écolier	5.26
économie	2.77
économique	2.38
écorce	6.21
écoute	2.88
écouteur	5.63
écrevisse	5.08
écritoire	3.16
écrivain	4.75
écrou	3.23
écu	2.48
écueil	2.48
écume	4.14
écureuil	6.72
écurie	5.86
écusson	4.65
édifice	6.15
édition	2.51
édredon	2.94
efficacité	2.44
effleurement	2.97
effroi	2.41
égalité	3.13
églantine	1.73
église	6.55
égoïsme	2.6
élaboration	2.4
élan	3.87
élastique	6.16
électrode	4.62
électron	3.77
élégance	3.35
élément	3.19
éléphant	6.81
élève	5.19
élite	2.91
éloge	2.77
éloquence	2.32
émail	4.29
embarras	2.91
embouteillage	5.12
embrochement	2.27
émeraude	5.4
émission	4.05
emmenthal	2.26
émoi	2.12
émotion	2.94
empereur	4.77
empire	4.0
emplacement	3.09
emploi	3.55
employé	4.26
employée	3.98
employeur	4.16
empreinte	5.23
emprunt	3.19
enclos	4.55
enclume	3.61
encre	5.59
encrier	4.93
endive	3.15
enduit	2.53
énergie	3.3
enfant	6.02
enfer	5.16
enflure	4.87
engagement	2.6
engin	4.11
engorgement	3.38
énigme	2.81
enjeu	2.23
ennemi	3.61
ennui	2.87
enrouement	2.11
enseignant	5.05
enseigne	4.61
ensemble	3.04
entaille	3.45
entente	2.86
enthousiasme	2.95
entonnoir	6.25
entrain	2.28
entreprise	3.94
entretien	2.95
entrevue	3.91
enveloppe	6.73
envers	2.52
envoi	2.88
envol	4.52
envoûtement	2.38
enzyme	3.44
épaisseur	4.29
épargne	2.9
épaule	6.37
épave	3.73
épée	6.69
éperon	2.04
épi	5.22
épicerie	5.54
épidémie	3.63
épinards	6.56
épine	5.41
épinette	5.81
épingle	6.3
épisode	2.98
éponge	6.44
épopée	2.38
époque	2.73
épouse	5.0
épouvantail	6.32
époux	5.11
épreuve	3.18
éprouvette	6.16
équerre	4.33
équilibre	3.79
équipage	4.5
équipement	4.28
équitation	5.08
équité	2.27
équivalent	2.66
érable	6.52
erreur	3.08
éruption	5.13
escadrille	2.33
escale	2.66
escalier	6.69
escargot	6.8
esclave	4.93
escompte	2.31
espadon	3.44
espérance	2.48
espion	4.62
esplanade	1.97
espoir	2.48
esquimau	6.26
essai	2.83
essence	4.97
essieu	3.41
essor	2.18
essoufflement	4.09
estime	2.05
étable	6.14
établi	3.59
établissement	4.0
étagère	5.98
étalon	5.11
étamine	2.3
étang	6.15
étape	3.04
été	4.98
étendue	3.5
étincelle	6.08
étoffe	3.7
étoile	6.77
étonnement	2.98
étourderie	1.98
étourdissement	3.59
étranger	3.98
étreinte	3.43
étrier	3.88
étui	5.32
euphorie	3.01
évacuation	3.62
évaluation	2.95
évasion	3.02
éveil	3.71
événement	2.91
éventail	6.2
évêque	5.47
éviction	2.23
évidence	2.62
évier	5.87
exaltation	2.36
excellence	2.55
exception	2.47
excès	3.01
excitabilité	2.58
excitation	3.2
exclamation	3.77
exclusion	2.47
exclusivité	2.19
exécution	2.98
exigence	2.36
exil	2.73
existence	2.32
exotisme	3.47
expansion	2.94
expédition	3.41
expert	3.66
expertise	2.51
exploit	2.87
exploitation	2.59
explosion	5.25
exportation	2.88
exposé	3.18
exposition	3.63
expression	3.0
expulsion	3.08
extase	2.94
extension	3.47
extraction	3.2
extrait	2.91
exubérance	1.98
fable	3.27
fabrication	3.25
facette	3.04
fâcheux	2.77
façon	2.18
facture	5.48
faculté	2.73
faille	3.76
faillite	3.02
faim	3.62
fainéant	2.37
faire-part	2.68
faisan	3.52
faisceau	3.94
faîte	1.41
fakir	2.61
famille	5.3
famine	3.65
fan	3.7
fanfare	4.45
fanion	2.15
fantaisie	3.11
fantôme	5.98
faon	5.0
fard	3.69
fascicule	2.65
faste	1.67
fatalité	2.88
faubourg	2.47
faucon	6.3
faussaire	1.92
faute	3.27
fauve	3.62
faveur	2.83
fécondité	3.23
fédération	2.61
feinte	2.7
femme	6.2
fémur	5.09
fenêtre	6.9
fente	4.44
fer-à-cheval	6.38
fermeté	2.97
fermeture	4.11
ferrailleur	2.52
fertilité	2.93
ferveur	2.23
fesse	6.52
festin	4.87
festival	4.9
fête	5.0
fétiche	2.8
feu	6.54
feuillage	5.47
feuillet	5.02
feuilleton	3.83
février	3.67
fez	1.45
fiabilité	2.27
fiacre	1.69
fiancé	4.42
fiancée	5.0
fiasque	1.7
fibre	4.43
ficelle	6.06
fichier	4.79
fiction	2.91
fidélité	2.43
fief	1.45
fiel	1.76
fiente	2.31
fierté	2.75
figue	4.22
figure	4.98
fil	5.66
fille	6.54
filleul	3.5
film	6.11
filon	2.38
filou	2.52
fils	5.2
fin	3.0
finale	2.87
finance	2.94
financement	2.5
financier	3.22
finesse	2.66
fiole	3.43
fiord	2.38
firmament	3.65
fisc	1.54
fissure	4.72
fiston	3.76
flacon	5.29
flamand	4.13
flambeau	5.65
flambée	4.25
flammèche	4.62
flanc	3.14
flaque	5.39
flasque	3.72
fléau	2.26
flèche	6.64
fléchette	4.95
fleur	6.84
fleuriste	5.63
fleuve	6.22
flic	4.79
flirt	3.8
floraison	4.06
flore	4.26
flottage	3.93
fluidité	3.22
flux	2.65
foi	3.04
foire	4.69
folie	3.26
fonctionnaire	3.3
fondation	3.74
fonte	3.15
force	3.14
forêt	6.66
foreuse	3.01
format	2.92
formule	3.65
forteresse	5.09
forum	3.88
fosse	4.29
fossé	5.05
fossile	5.87
foudre	5.04
fouet	6.26
fougère	5.77
fougue	2.38
fouille	3.72
fouine	3.08
foulard	6.6
foulure	3.43
four	6.61
fourberie	2.0
fourche	5.5
fourchette	6.87
fourmi	6.68
fourneau	6.17
fournisseur	3.16
fourre-tout	3.18
fourrure	6.22
fracas	3.22
fraction	4.12
fracture	5.02
fraîcheur	3.25
framboise	6.95
framboisier	6.25
franchise	2.69
frange	3.8
fraternisation	2.66
frayeur	2.95
frégate	2.12
frêne	3.16
fréquence	2.94
friabilité	1.81
friandise	5.84
fric	4.22
friche	1.75
friction	3.7
frigidaire	6.86
frigidité	2.56
frigo	6.74
frileux	3.66
fringues	3.22
fripe	2.47
frisson	4.59
frissonnement	4.04
froideur	3.4
froissure	3.15
fromage	6.72
fronde	2.47
frottement	4.13
fuel	3.3
fuite	3.77
fumier	4.98
fumiste	2.55
fureur	2.85
furie	2.9
fusée	6.51
fusil	6.7
fusion	3.45
futur	2.98
futuriste	3.08
gâchis	3.28
gaffe	3.09
gaieté	3.15
gain	3.12
gaine	3.45
gala	4.49
galaxie	5.23
galère	3.14
galerie	5.26
galette	5.8
galop	4.79
galopin	2.45
gamelle	3.58
gamin	4.81
gangue	1.53
garage	6.3
garantie	2.79
garce	2.43
garçon	6.32
garde	3.54
garderie	5.7
gardien	4.88
gare	5.6
garniture	4.94
gars	6.5
gâteau	6.73
gâterie	4.33
gaze	2.97
gazelle	6.21
geai	4.12
geisha	3.26
gélatine	5.41
gelée	4.87
gencive	5.94
gendarme	5.05
générateur	3.62
génération	3.06
genèse	2.44
génie	3.92
genou	6.75
genouillère	4.77
gentillesse	2.97
gerbe	3.09
germanisation	2.29
gestation	2.66
gestionnaire	3.41
gibier	4.94
gigot	3.23
gilet	6.35
girafe	6.98
girouette	5.16
gîte	3.94
glacier	6.19
glacière	6.09
glaçon	6.39
glaise	4.72
glaive	2.31
gland	4.87
glande	4.23
glas	2.0
glissade	6.35
glissière	4.15
globe	5.94
globule	4.43
glotte	3.09
goéland	5.9
gonflement	4.61
gorgée	4.51
gorille	6.67
goudron	5.13
gouffre	3.84
gourmet	3.33
goût	3.15
goûter	3.83
gouttelette	6.05
gouvernail	4.69
gouvernante	4.08
gradient	2.61
gradin	4.63
graffiti	6.2
graissage	3.84
grammaire	3.47
grandeur	3.65
grange	6.18
granit	3.88
granule	4.26
graphique	5.41
graphisme	3.36
gratitude	2.41
gravier	4.88
gravité	3.06
gravure	4.58
grec	3.78
grenade	6.32
grenat	2.34
grenouille	6.92
grief	2.2
griffe	5.84
gril	4.43
grill	5.02
grillage	5.4
grille	5.54
grille-pain	6.78
grillon	3.54
grimace	5.84
grog	1.34
grognement	4.04
grondement	3.76
grossesse	5.65
grosseur	4.04
grotte	6.02
groupe	4.62
groupement	3.7
grue	5.11
gruyère	3.54
guerre	5.7
gueule	5.48
guichet	5.29
guidon	5.2
guillemet	5.73
guillotine	4.9
guimauve	6.72
guise	1.88
guitare	6.91
gymnaste	5.55
gynécologie	3.16
habit	5.63
habitacle	2.94
habitation	5.18
habitude	2.24
hache	6.58
hachoir	3.77
haie	4.95
haine	3.04
haleine	4.0
haltère	5.19
hamac	6.57
hamburger	6.81
hameçon	6.33
hanche	6.22
hangar	4.87
harcèlement	3.15
hardes	1.83
harem	3.16
harmonica	6.4
harmonie	3.09
harnais	4.76
harpe	6.18
hasard	2.38
hâte	2.88
