word	valence	arousal	dominance
fascinar	7.0	4.73	5.91
gordo	3.45	5.11	4.43
pai	6.86	4.73	4.9
fatigado	3.84	4.18	3.93
medroso	3.5	4.79	3.46
débil	3.04	5.0	2.93
imundíce	2.69	5.56	3.88
fogo	4.65	5.69	4.62
flácido	3.2	4.17	3.92
flor	6.72	2.85	7.3
fétido	2.53	3.46	4.36
fragância	6.33	3.8	4.89
fraude	2.72	6.65	3.47
livre	7.76	4.46	6.46
liberdade	7.93	3.78	6.45
amigo	7.79	1.73	6.67
amigável	7.36	4.67	5.4
sapo	5.18	3.42	6.0
frustrado	2.86	5.4	4.38
funeral	1.2	6.0	3.67
fungo	4.2	3.83	5.13
peles	4.92	4.36	5.43
gangrena	1.8	3.92	2.62
porcaria	3.71	5.0	4.33
gentil	7.05	4.38	6.2
prenda	7.58	4.92	6.08
rapariga	6.93	5.33	4.89
glaciar	5.0	3.0	5.0
glamour	6.4	4.8	5.63
pessimismo	2.55	6.42	3.17
glória	6.93	5.06	6.75
deus	5.81	4.23	6.2
ouro	6.25	3.95	5.13
licenciado	6.25	4.2	6.38
agradecido	7.33	3.86	5.0
verde	6.65	3.21	4.25
desgosto	2.41	5.18	4.35
guilhotina	2.95	6.61	3.31
culpado	2.17	6.92	4.2
martelo	5.11	3.25	6.23
bonito	7.25	4.29	4.92
feliz	7.9	5.0	7.1
odiar	2.22	7.0	4.67
ódio	3.07	7.0	4.27
enxaqueca	2.38	4.8	3.86
saúde	6.89	3.75	5.44
céu	7.07	2.54	4.56
indefeso	3.5	4.44	4.8
esconder	4.35	4.5	4.7
história	6.0	3.92	6.0
lar	6.6	2.63	5.75
honesto	8.18	3.93	6.4
honra	7.6	5.07	6.42
esperançado	6.31	4.13	5.0
horror	3.35	6.85	4.73
cavalo	6.21	5.0	4.63
hospital	3.63	5.8	3.8
refém	2.35	6.33	2.86
hostil	3.73	5.0	4.0
abraço	8.2	6.36	6.7
humilde	7.16	3.69	6.73
humor	7.69	4.86	6.42
esfomeado	3.0	5.53	4.09
ferido	2.63	5.9	4.15
idiota	3.86	4.15	4.33
impotente	2.33	5.61	2.5
impressionado	6.76	6.42	5.47
melhorar	7.21	6.13	6.5
indústria	5.45	4.41	4.94
infecção	2.29	5.69	3.1
tinta	4.5	3.58	5.33
inseguro	3.43	5.11	4.22
insolente	3.38	5.89	5.64
inspirar	6.47	3.4	6.1
inspirado	7.33	5.86	5.53
interesse	6.24	4.88	7.36
irritar	3.25	6.5	4.42
cadeia	3.31	6.2	4.14
ciúme	3.47	6.57	3.92
gelatina	5.71	4.83	5.88
jóia	6.39	4.63	5.6
alegria	8.44	5.27	6.25
alegre	7.71	5.1	6.43
justiça	6.95	5.43	6.33
petróleo	4.85	4.56	5.8
assassino	3.08	6.82	4.4
amável	7.17	3.07	6.46
amabilidade	7.0	3.83	5.7
rei	6.0	5.13	4.92
beijo	7.65	5.92	5.75
conhecimento	7.29	5.3	6.3
lago	7.07	2.77	6.13
riso	7.77	5.07	6.13
aprender	7.33	5.57	6.67
calmo	7.0	1.78	5.73
lepra	2.33	6.17	2.53
independência	6.94	4.74	6.27
piolhos	2.38	5.19	4.22
mentira	2.8	7.17	3.33
vida	6.8	5.07	5.55
indolente	3.29	3.7	4.78
solidão	2.59	4.58	3.69
solitário	3.04	3.25	3.94
piolho	3.6	5.27	5.8
amor	8.18	3.92	4.58
amado	7.28	3.9	4.7
leal	7.13	3.07	6.64
sortudo	7.47	4.42	5.64
delicioso	7.79	4.53	5.73
luxo	6.27	4.2	4.89
larva	4.24	2.6	5.77
malícia	3.81	5.44	4.07
magistral	6.16	4.29	5.4
sarampo	3.89	5.79	4.0
manso	6.0	2.2	3.25
memória	5.62	4.45	5.1
ameaça	2.71	7.45	4.38
potente	6.0	3.33	8.17
bolor	3.07	4.82	6.29
milionário	7.08	6.38	4.83
milagre	6.26	4.31	4.92
modesto	6.1	3.78	5.92
momento	6.45	3.1	6.0
dinheiro	6.08	5.47	5.0
mês	5.71	3.25	5.17
mórbido	3.0	5.8	3.43
morgue	1.9	5.36	3.77
mãe	6.94	2.78	6.57
montanha	7.38	3.73	5.92
filme	6.62	3.5	4.38
homicida	2.3	6.06	1.75
musculado	5.79	5.23	5.27
música	8.0	5.44	6.8
mutilar	2.31	6.0	3.1
natureza	7.07	3.42	5.45
néctar	6.33	2.38	4.38
pesadelo	2.59	6.08	3.45
desinteressado	3.9	3.17	5.2
oceano	6.13	5.0	5.11
opinião	6.5	4.0	7.5
orquestra	6.57	4.27	4.6
subjugado	3.29	5.08	3.54
sofrimento	1.95	6.5	3.41
palácio	6.05	3.38	4.29
papel	5.5	2.81	5.9
paraíso	8.28	3.5	5.08
festa	7.27	5.71	5.6
paixão	7.82	7.0	5.25
patente	4.79	4.35	5.06
paz	7.57	3.35	5.83
lápis	5.69	3.54	5.0
perfeição	8.0	3.71	6.46
pessoa	5.89	3.72	5.92
pervertido	4.69	6.61	4.78
peste	2.41	6.23	3.3
tarte	6.0	4.1	6.6
almofada	6.68	2.8	5.58
planta	5.44	4.55	5.42
prazer	8.17	7.5	7.33
poesia	6.86	2.53	5.08
peçonha	3.22	5.44	3.33
cortesia	6.45	4.25	6.43
poluir	2.53	5.5	5.07
pobreza	1.89	6.11	3.81
poder	6.44	4.44	6.38
poderoso	6.26	5.11	6.76
pradaria	6.9	4.0	6.0
linda	7.67	3.5	4.0
orgulho	6.71	5.31	5.92
padre	4.78	4.05	4.8
prisão	3.24	4.7	3.1
privacidade	6.7	3.8	6.13
lucro	6.6	5.88	5.88
promoção	6.78	5.64	5.31
protegido	6.68	4.45	5.0
orgulhoso	6.63	5.23	6.92
castigo	3.53	6.33	3.67
cãozinho	7.13	3.75	5.89
putrefacto	2.93	4.83	3.55
desavença	2.67	5.63	4.0
sossegado	6.3	2.13	6.7
raiva	2.64	6.5	3.45
rádio	5.89	4.36	5.73
cólera	3.53	6.5	3.77
arco-íris	6.76	2.94	4.0
violação	2.72	6.87	2.38
ratazana	3.87	6.06	3.93
chocalho	5.25	5.08	4.64
refresco	7.2	3.73	4.58
pesaroso	2.89	5.4	3.67
rejeitado	2.31	6.23	2.75
relaxado	6.77	2.14	5.89
arrependido	3.5	5.4	5.0
salvamento	7.5	5.73	4.14
reservado	4.9	4.06	5.13
respeito	7.14	3.22	5.75
respeitador	6.37	4.3	6.43
reverencioso	3.29	3.5	4.67
revolta	3.89	6.83	4.47
recompensa	6.93	4.8	5.36
riqueza	5.86	5.13	7.0
ridículo	3.47	4.82	4.13
motim	4.53	6.18	3.82
rio	6.61	3.93	5.55
centopeia	3.67	5.5	4.0
romântico	6.56	4.86	5.54
podre	2.85	5.85	3.85
rude	2.53	6.33	4.58
enferrujado	4.0	2.8	4.3
triste	2.5	6.4	4.0
salada	5.48	3.19	5.67
saudação	6.32	3.75	4.9
safira	5.56	4.16	4.83
satisfeito	7.25	4.7	6.67
salvador	7.53	4.33	5.79
erudito	6.6	2.0	5.5
desdém	3.37	4.25	4.74
desprezador	2.73	4.45	5.4
escumalha	2.91	5.75	5.14
escorbuto	2.32	5.47	3.21
enjoado	3.35	5.0	4.0
assento	5.17	4.5	4.38
assegurar	5.56	3.6	6.27
egoísta	2.45	5.36	4.81
sério	5.45	4.89	4.67
sexo	7.65	7.83	6.67
sombra	4.75	2.94	5.08
envergonhado	3.9	4.38	4.0
abrigado	5.9	3.31	6.64
navio	5.64	3.0	5.1
acanhado	4.37	4.0	4.31
enfermidade	2.5	6.21	4.11
seda	5.86	4.3	5.7
pecado	4.88	5.4	5.18
pecaminoso	3.5	4.67	3.57
maricas	4.09	5.25	4.0
céptico	4.25	4.86	5.0
bofetada	3.0	6.06	5.07
chacina	2.68	6.7	3.0
escravo	2.44	6.71	2.9
dormir	6.73	2.28	6.94
lodo	4.31	4.89	4.0
favela	2.79	5.0	2.78
varíola	2.62	3.5	4.08
snobe	4.0	4.75	4.7
aconchegar-se	7.35	2.77	6.45
solene	5.45	4.13	4.17
espírito	6.24	4.71	5.21
cônjuge	5.7	4.36	4.4
quadrado	5.21	3.23	6.0
estrela	7.31	3.7	5.13
sobressaltado	4.46	6.7	4.1
fedorento	3.6	5.15	4.92
rua	5.41	5.46	4.62
stress	2.41	7.44	4.27
forte	7.11	5.15	6.8
estúpido	3.41	5.69	5.7
dominado	3.6	4.67	3.86
sucesso	7.69	6.25	6.0
sufocar	2.55	7.26	2.56
suicídio	2.28	6.94	4.06
amanhecer	6.36	3.43	5.31
ocaso	4.63	2.15	5.0
surpreendido	6.27	4.56	3.67
desconfiado	4.0	5.12	4.77
namorado	5.95	4.76	6.31
sífilis	1.53	4.7	5.0
mesa	5.4	3.0	5.0
talento	7.55	4.89	6.83
tenso	3.13	6.36	3.86
térmite	3.23	2.92	4.89
terrível	2.76	6.36	4.5
genial	7.92	5.25	6.43
aterrorizado	3.47	6.64	4.0
grato	6.82	4.47	6.31
teoria	5.3	4.75	4.67
ladrão	2.89	5.86	4.2
espinho	3.29	6.36	4.0
atencioso	7.75	3.0	4.17
excitação	7.69	7.31	6.17
tempo	5.79	4.79	5.36
tímido	4.58	4.27	4.5
tabaco	2.57	5.24	5.13
sepultura	2.43	5.0	3.57
dor-de-dente	2.07	7.55	2.44
tornado	4.13	6.36	3.67
tortura	2.3	6.14	3.5
tóxico	2.91	5.86	3.8
tragédia	2.22	6.78	4.0
traidor	2.68	5.73	2.8
tesouro	6.57	5.9	5.42
árvore	6.19	3.75	5.44
triunfo	7.75	5.0	6.44
triunfante	7.25	3.5	7.2
troféu	6.73	6.44	5.14
problema	4.22	5.0	5.67
preocupado	3.18	6.73	2.92
trombeta	5.0	4.47	4.7
confiança	7.81	3.05	7.13
verdade	7.35	3.81	5.73
tumor	2.0	7.0	2.43
feio	3.61	4.5	3.82
úlcera	3.19	6.43	4.08
infiel	2.44	7.89	4.82
infeliz	2.07	5.22	3.64
tranquilo	7.47	1.8	7.22
transtornado	2.87	5.85	3.44
útil	7.26	4.53	6.0
inútil	2.55	5.23	3.89
férias	8.18	4.33	6.05
apaixonado	7.87	6.58	4.43
vampiro	4.75	4.22	4.13
vândalo	4.18	5.08	2.44
vaidade	4.25	4.38	5.8
veículo	5.8	5.67	6.0
veneno	2.75	6.07	3.57
vitória	7.4	6.08	6.18
vigoroso	5.88	4.6	7.0
povoação	5.0	3.88	5.83
violento	2.29	6.76	4.41
virtude	7.14	3.44	5.38
visão	7.0	3.83	5.18
vómito	2.47	5.57	4.71
guerra	2.67	6.91	3.67
calor	6.78	5.67	5.58
vespa	4.52	5.53	3.53
desperdício	3.0	4.53	3.78
água	7.27	5.13	5.38
cascata	6.6	3.92	4.73
endinheirado	5.53	5.44	6.08
arma	3.69	7.0	5.0
cansado	3.14	3.75	4.86
casamento	6.08	5.08	5.65
rameira	3.88	3.63	4.2
malvado	3.77	5.67	4.91
ganhar	7.4	6.67	5.55
janela	6.13	4.5	6.25
vinho	5.71	5.4	4.5
sábio	7.29	3.44	6.0
mulher	7.5	5.14	6.36
admiração	7.25	4.54	5.67
mundo	5.9	5.65	4.13
astronauta	5.75	3.92	7.0
banho	7.18	2.0	6.0
numerário	6.0	4.33	5.06
gato	6.15	3.83	5.47
chocolate	7.42	5.53	6.06
casal	6.74	4.17	5.23
bailarino	4.36	3.75	3.42
anseio	4.81	6.15	3.5
jantar	7.06	4.23	5.8
mergulhador	5.75	3.89	4.56
cão	7.18	4.0	5.29
erótico	6.64	6.23	5.8
fogo-de-artifício	7.0	4.58	5.0
comida	6.7	4.82	6.21
ginasta	6.19	3.78	5.89
capricho	5.0	4.93	5.71
gatinho	6.62	4.0	5.44
leão	5.73	4.9	3.91
luxúria	4.36	4.89	6.27
despido	5.65	5.14	5.23
exterior	6.62	4.89	5.75
coruja	6.11	4.09	5.4
crepe	7.21	4.27	6.27
massa	6.21	3.22	4.92
gente	6.0	4.6	5.33
pizza	7.21	4.92	6.8
coelho	5.57	4.0	4.67
montanha-russa	6.11	7.14	5.0
veleiro	5.75	4.33	5.25
sexy	7.64	6.57	6.31
baloiço	6.13	3.9	5.11
sol	7.95	4.19	4.92
nuvens	6.1	3.33	4.88
liga	5.39	5.18	4.92
golfista	5.32	3.67	4.94
falcão	6.0	3.58	5.33
homem	5.3	4.87	5.8
enfermeira	5.88	3.55	4.85
avião	5.71	5.07	4.45
ténis	5.67	3.11	5.5
autocarro	4.65	4.05	4.87
branco	5.89	2.86	5.7
preto	5.23	3.71	5.0
azul	6.58	3.09	6.42
amarelo	5.87	2.09	4.18
adulto	4.82	5.62	5.73
cesto	4.87	3.67	5.38
sanitário	4.42	3.11	5.12
cama	7.05	3.29	5.61
edifício	4.38	3.15	4.58
carro	5.94	3.9	5.25
computador	7.13	5.46	6.0
precipício	4.54	5.0	4.5
vaca	5.25	3.6	4.45
apanhador	4.76	4.71	5.06
face	5.14	5.25	5.27
quinta	5.89	4.06	5.67
campo	6.57	2.75	6.0
peixe	5.04	4.13	4.75
garfo	5.5	3.0	4.87
secador	5.0	4.17	4.75
auto-estrada	5.25	4.84	4.42
casa	6.56	1.9	5.63
boca-de-incêndio	4.93	4.17	4.62
ferro	5.75	3.88	5.27
lâmpada	5.8	4.0	6.22
cogumelo	6.0	2.89	6.6
escritório	4.24	4.23	4.77
chuva	4.07	4.15	4.38
vermelho	6.5	5.67	6.0
atleta	5.77	5.7	5.0
firmamento	5.2	3.92	4.56
arranha-céu	5.67	5.43	4.5
espaço	6.08	3.77	4.8
neve	6.82	5.11	6.0
nadador	5.37	2.93	4.75
camião	5.32	4.4	5.31
guarda-chuva	4.47	3.2	5.3
violino	6.3	3.29	5.57
vigilância	5.55	4.69	5.8
viciar	3.44	6.08	5.62
alcoólico	2.83	6.8	4.64
abelhas	5.1	5.0	5.29
sangrento	2.5	6.89	3.75
pugilista	4.82	6.15	4.55
queimadura	2.55	6.67	3.67
célula	5.41	4.31	3.07
morto	2.17	6.25	3.39
dentista	4.93	4.35	5.4
sujo	3.29	4.0	4.55
afogar-se	2.06	6.47	2.55
medo	3.04	5.86	3.19
fuzil	2.6	2.2	2.25
golpe	3.7	6.55	5.71
lesão	2.83	5.36	4.22
faca	4.22	4.83	5.57
lésbica	5.28	4.13	5.33
relâmpago	5.43	7.35	3.83
masturbar-se	5.73	5.14	6.2
pânico	3.33	6.86	2.71
pus	3.19	4.53	4.37
espingarda	4.54	6.5	5.88
assustado	3.6	5.88	4.88
grito	4.63	7.0	4.27
tubarão	4.53	5.3	2.75
doente	2.73	4.6	3.36
crânio	5.19	3.54	6.0
serpente	3.94	6.0	4.36
aranha	5.2	4.08	4.77
faminto	2.65	5.43	4.88
cirurgia	3.69	5.58	3.83
tanque	4.72	4.29	4.0
terrorista	2.36	7.5	3.38
lixo	2.93	4.6	4.56
trauma	3.12	5.5	4.17
urina	4.12	4.41	5.07
vítima	2.5	6.0	4.64
vulcão	5.0	5.73	2.93
feridas	3.08	5.19	3.09
rapto	2.21	6.5	2.45
aborto	2.71	5.56	4.91
absurdo	4.15	5.43	4.86
abundância	6.87	4.17	5.42
aprovação	7.24	6.33	5.92
ás	6.69	4.67	5.54
dor	2.38	5.31	3.44
viciado	2.57	6.0	4.33
vantagem	6.74	5.25	7.56
aventura	7.81	8.0	4.25
acordo	6.18	5.4	5.33
ar	6.08	2.0	6.0
extraterrestre	6.15	5.3	4.36
sustento	5.64	4.6	4.89
vivo	7.71	7.0	5.56
alergia	4.94	5.31	4.53
beco	4.06	4.25	5.27
tornozelo	5.0	3.09	5.0
resposta	5.13	4.52	5.0
aplausos	7.63	7.29	4.93
electrodoméstico	5.35	4.21	5.92
braço	5.31	4.08	5.11
arte	6.27	5.43	6.1
desporto	6.88	5.81	6.0
avalanche	3.89	6.0	3.54
avenida	5.25	3.55	4.4
assar	5.53	4.5	5.2
ligadura	3.92	3.0	4.57
cartaz	5.65	4.63	5.93
bar	7.3	5.17	4.9
barril	5.79	4.21	4.29
banheira	5.73	2.89	6.0
besta	3.0	5.54	4.38
belo	7.18	2.56	5.56
banco	4.89	4.17	5.44
pesar	3.6	4.5	4.25
bebida	6.42	5.4	4.18
insípido	3.24	3.5	4.69
blasfémia	2.9	5.29	3.11
sorte	7.08	5.68	5.57
bolha	4.8	4.33	4.54
loiro	5.15	2.83	5.57
gordura	3.47	5.5	4.58
painel	4.8	3.55	4.9
corpo	6.42	4.53	5.6
garrafa	4.89	3.0	6.33
bouquet	4.94	3.89	4.22
valente	6.4	4.81	5.5
brisa	6.63	2.86	4.58
noiva	6.47	4.92	5.82
brilhante	7.47	6.36	7.0
quebrado	4.0	4.29	3.69
bala	3.55	7.0	4.7
intrometido	3.15	5.8	5.0
armário	5.17	2.79	5.64
bengala	4.13	3.8	4.33
canhão	4.77	7.0	3.25
carcaça	4.08	3.57	5.5
casino	5.41	5.0	5.0
adega	5.33	4.0	5.0
campeão	7.84	4.92	5.67
oportunidade	7.13	5.58	5.89
caos	3.56	6.93	3.63
queixo	5.33	3.07	4.7
natal	7.6	4.23	6.0
círculo	5.14	4.0	4.75
relógio	5.69	4.14	4.42
desajeitado	4.4	4.53	4.54
grosseiro	3.4	5.19	4.0
costa	6.24	4.0	5.4
moeda	6.27	3.75	6.18
frio	4.85	3.82	5.17
cor	6.45	3.92	5.25
coluna	4.77	4.5	6.25
conforto	8.0	2.11	6.91
cozinheiro	5.74	3.0	5.15
cordel	4.83	3.33	4.18
rolha	5.21	2.65	4.38
esquina	5.06	4.0	5.0
corredor	5.4	4.0	5.0
corrupto	2.36	6.78	4.75
cobarde	2.73	4.55	4.56
crime	3.05	5.92	4.53
criminoso	2.67	6.2	4.3
crise	2.89	6.07	4.08
bruto	2.88	7.06	4.38
muleta	3.75	3.5	3.5
cozinha	5.78	3.73	5.06
cortinas	4.7	4.0	5.14
corte	3.62	5.59	4.86
dano	2.0	6.45	4.4
perigo	3.39	6.72	3.38
escuro	4.73	4.5	4.43
madrugada	5.83	3.2	6.36
dia	6.64	4.13	6.06
deslumbramento	5.46	5.73	6.25
engano	3.0	5.73	4.43
decorar	6.22	6.22	5.75
disforme	4.22	5.25	4.78
atrasado	4.59	4.5	5.09
abandonado	2.85	4.9	4.23
destruição	2.24	5.47	3.07
detalhe	5.56	3.54	4.17
sujidade	3.33	5.5	3.8
incómodo	3.23	5.89	5.0
perturbar	3.5	5.73	4.5
boneca	5.64	3.43	5.8
dólar	4.75	4.0	5.17
pomba	5.7	4.46	4.62
sinistro	3.35	6.08	3.5
manequim	5.47	3.6	5.22
lixeira	2.83	5.0	3.57
fácil	6.56	3.0	5.5
êxtase	7.2	6.33	5.42
ovo	4.74	3.44	5.06
cotovelo	5.29	3.54	6.09
elevador	5.63	3.67	6.25
acontecimento	5.57	5.73	5.36
malévolo	2.36	5.54	4.33
tecido	5.19	4.1	5.0
queda	2.7	6.63	3.57
falso	2.84	6.36	4.09
famoso	5.82	5.21	5.0
fantasia	7.53	4.54	5.73
culpa	2.71	6.86	2.1
favor	5.25	3.93	4.38
festivo	7.5	6.86	6.46
febre	2.63	5.63	4.33
luta	4.37	6.37	4.77
dedo	5.19	3.14	4.58
bandeira	5.29	3.85	5.25
namoriscar	7.73	5.45	7.5
inundação	2.91	5.29	3.9
espuma	5.6	3.23	4.88
pé	5.05	3.48	5.24
gélido	3.88	3.79	5.27
diversão	8.24	7.55	7.5
jogo	6.57	4.25	4.67
jardim	6.93	3.71	5.8
vestuário	5.5	3.18	6.45
género	5.5	4.8	5.6
germes	3.67	4.44	3.88
vidro	5.17	3.92	5.77
bom	7.53	5.08	5.3
bisbilhotice	3.53	5.0	4.19
relva	6.38	3.12	5.31
avareza	2.93	5.0	4.2
cumprimentar	6.4	3.73	6.45
granada	2.81	4.44	2.78
sebo	3.92	2.86	5.0
sorriso	8.33	4.93	7.0
queixa	3.54	5.86	4.0
hábito	4.85	3.1	5.27
gancho	5.06	3.93	5.09
hambúrger	6.05	4.0	5.0
mão	5.87	3.5	5.0
desvantagem	3.58	6.5	4.18
casual	5.39	3.9	5.0
difícil	4.08	6.73	4.0
adversidades	4.07	5.8	4.8
chapéu	5.86	2.77	3.3
feno	4.88	3.0	4.23
farolim	5.46	3.08	6.0
curar	7.42	5.08	5.44
coração	6.44	4.25	3.25
inferno	3.12	5.71	4.0
heroína	3.7	6.57	4.64
dificultar	4.06	4.64	4.8
feriado	7.39	3.75	7.0
mel	6.46	4.56	5.9
prostituta	4.32	5.0	4.44
esperança	7.24	3.69	6.29
hotel	5.58	4.56	4.88
humano	7.0	5.42	6.18
humilhar	2.52	6.0	2.43
furacão	3.71	6.8	1.57
geleira	6.18	3.07	5.75
ideia	7.47	6.55	6.5
identidade	6.07	4.46	6.09
ídolo	6.18	4.92	5.73
ignorância	2.55	5.78	3.9
doença	2.3	7.0	2.88
imaginar	7.53	6.0	6.63
imaturo	3.33	6.33	4.89
imoral	3.0	5.0	4.3
afectar	3.71	5.07	4.9
incentivo	6.91	5.88	6.0
indiferente	4.65	3.58	6.31
infante	5.21	2.6	4.11
inferior	3.0	3.85	4.5
habitante	5.4	3.44	6.5
inocente	6.0	3.5	4.9
demente	2.73	5.53	3.67
insecto	4.17	5.2	5.5
insulto	2.63	6.18	5.31
intelecto	6.44	4.75	5.57
coito	6.47	5.57	5.46
íntimo	6.45	5.3	5.33
intruso	3.0	6.08	4.82
invasor	3.55	7.14	2.8
investir	6.64	4.92	5.89
item	5.14	2.42	5.17
piada	7.55	6.0	6.12
jovial	6.36	4.62	4.8
revista	4.69	4.25	5.38
caneca	5.22	3.53	4.1
lenço	4.94	2.81	5.67
ketchup	5.57	3.83	5.33
chaleira	4.74	3.38	4.91
chave	5.21	3.74	5.21
pontapé	4.95	5.64	5.47
crianças	7.28	4.82	6.4
nó	4.9	4.0	4.44
cordeiro	5.05	3.19	5.42
candeeiro	5.71	2.6	5.87
lanterna	5.82	4.13	5.8
generoso	7.0	2.36	5.57
relvado	5.67	3.43	5.5
acusação	3.2	6.15	4.2
preguiçoso	5.12	4.27	4.0
líder	7.0	5.33	5.83
lenda	6.41	3.33	5.58
carta	5.06	3.92	3.82
farol	6.31	4.07	5.78
flexível	6.56	3.76	5.38
vivaz	6.74	5.08	5.67
cacifo	4.88	2.55	4.38
falhado	3.25	5.61	3.63
perdido	2.72	6.06	3.62
lotaria	5.75	5.67	4.31
protuberância	4.4	3.46	4.88
máquina	5.59	4.45	4.43
louco	4.73	5.43	3.57
maluco	4.33	4.25	3.9
mágico	6.67	4.16	5.71
correio	5.6	3.71	4.5
malária	2.18	6.89	2.71
deformar	4.11	4.45	4.25
maníaco	2.82	6.5	3.58
maneira	5.63	4.0	4.9
prateleira	5.5	3.9	4.56
estrume	3.77	4.8	4.86
