# Rodrigues, Branco, Neale, Silva (2016)
word1	word2	similarity	pos1	pos2
estúpido	raro	0.83	a	a
manhoso	difícil	3.33	a	a
terrível	louco	2.5	a	a
modesto	flexível	0	a	a
fresco	largo	0	a	a
enorme	pateta	0.83	a	a
grande	flexível	3.33	a	a
sujo	estreito	0	a	a
esposa	marido	5	n	n
livro	texto	5	n	n
noivo	noiva	5	n	n
noite	dia	0	n	n
sul	norte	0	n	n
avião	aeroporto	5	n	n
tio	tia	5	n	n
cavalo	égua	5	n	n
fundo	topo	0	n	n
amigo	companheiro	7.5	n	n
estudante	pupilo	8.33	n	n
mundo	globo	7.5	n	n
perna	braço	5.83	n	n
avião	jato	6.67	n	n
mulher	homem	5	n	n
cavalo	potro	5.83	n	n
atriz	ator	5	n	n
professor	instrutor	7.5	n	n
filme	filme	10	n	n
pássaro	falcão	5.83	n	n
palavra	dicionário	5	n	n
dinheiro	salário	5	n	n
cão	gato	4.17	n	n
área	região	6.67	n	n
marinha	exército	5.83	n	n
livro	literatura	6.67	n	n
roupas	armário	6.67	n	n
pôr do sol	nascer do sol	1.67	n	n
criança	adulto	5	n	n
vaca	gado	5	n	n
livro	história	5.83	n	n
inverno	verão	5.83	n	n
táxi	táxi	10	n	n
árvore	ácer	5.83	n	n
cama	quarto	6.67	n	n
telhado	teto	5.83	n	n
doença	infeção	6.67	n	n
braço	ombro	5.83	n	n
ovelha	cordeiro	6.67	n	n
senhora	cavalheiro	5	n	n
barco	âncora	5.83	n	n
padre	monge	6.67	n	n
dedo do pé	dedo	6.67	n	n
rio	ribeiro	7.5	n	n
raiva	fúria	8.33	n	n
data	calendário	5	n	n
mar	oceano	9.17	n	n
segundo	minuto	5.83	n	n
mão	polegar	5.83	n	n
madeira	cepo	5	n	n
lama	lodo	6.67	n	n
entrada	corredor	5	n	n
modo	maneira	8.33	n	n
rato	gato	4.17	n	n
polícia	xerife	6.67	n	n
morte	enterro	5.83	n	n
música	melodia	6.67	n	n
cerveja	álcool	5	n	n
boca	lábio	5.83	n	n
tempestade	furacão	5	n	n
imposto	rendimento	5	n	n
flor	violeta	5	n	n
papel	cartão	5.83	n	n
chão	teto	5	n	n
praia	costa	5.83	n	n
varão	cortina	4.17	n	n
cão de caça	raposa	4.17	n	n
rua	beco	4.17	n	n
barco	convés	5	n	n
carro	buzina	4.17	n	n
amigo	convidado	2.5	n	n
empregador	empregado	5.83	n	n
mão	pulso	5.83	n	n
bala	canhão	5	n	n
álcool	brandy	5	n	n
vitória	triunfo	9.17	n	n
telefone	cabine	5	n	n
porta	entrada	5.83	n	n
motel	pousada	6.67	n	n
roupas	tecido	5	n	n
bife	carne	5.83	n	n
unha	polegar	5.83	n	n
banda	orquestra	7.5	n	n
livro	bíblia	5.83	n	n
negócio	indústria	4.17	n	n
inverno	estação	5.83	n	n
década	século	5	n	n
álcool	gin	5	n	n
chapéu	casaco	5	n	n
janela	porta	5	n	n
braço	pulso	5	n	n
casa	apartamento	5.83	n	n
vidro	cristal	5	n	n
vinho	brandy	4.17	n	n
criador	fabricante	5	n	n
jantar	pequeno-almoço	5.83	n	n
braço	músculo	4.17	n	n
bolha	espuma de sabão	5	n	n
pão	farinha	5	n	n
morte	tragédia	3.33	n	n
ausência	presença	0	n	n
arma	canhão	4.17	n	n
relva	folha	3.33	n	n
bola	cesto	4.17	n	n
mangueira	jardim	1.67	n	n
rapaz	miúdo	8.33	n	n
igreja	coro	4.17	n	n
roupa	gaveta	5	n	n
torre	sino	3.33	n	n
pai	pai	10	n	n
escola	classe	5.83	n	n
pai	adulto	5	n	n
grade	cadeia	4.17	n	n
carro	autoestrada	4.17	n	n
dicionário	definição	5.83	n	n
porta	cave	2.5	n	n
exército	legião	5.83	n	n
metal	alumínio	5	n	n
cadeira	banco	5	n	n
nuvem	nevoeiro	5.83	n	n
rapaz	filho	3.33	n	n
água	gelo	6.67	n	n
cama	cobertor	3.33	n	n
procurador	advogado	5.83	n	n
área	zona	8.33	n	n
negócio	companhia	4.17	n	n
roupa	tecido	4.17	n	n
camisola	blusão	5	n	n
dinheiro	capital	8.33	n	n
mão	pé	5.83	n	n
álcool	cocktail	5	n	n
jarda	polegada	5	n	n
molécula	átomo	5.83	n	n
lente	câmara	4.17	n	n
refeição	jantar	5.83	n	n
olho	lágrima	3.33	n	n
deus	diabo	3.33	n	n
presilha	cinto	4.17	n	n
ratazana	rato	5.83	n	n
motor	máquina	4.17	n	n
carro	táxi	4.17	n	n
gato	leão	4.17	n	n
tamanho	magnitude	6.67	n	n
realidade	fantasia	0	n	n
porta	portão	5.83	n	n
gato	animal de estimação	5.83	n	n
estanho	alumínio	5	n	n
osso	maxilar	5	n	n
cereal	trigo	5.83	n	n
casa	chave	2.5	n	n
sangue	corpo	4.17	n	n
porta	corredor	3.33	n	n
deus	espírito	4.17	n	n
capacidade	competência	7.5	n	n
abundância	profusão	7.5	n	n
sofá	cadeira	5.83	n	n
parede	tijolo	4.17	n	n
trombeta	tambor	4.17	n	n
órgão	fígado	5	n	n
força	poder	7.5	n	n
sintagma	palavra	6.67	n	n
banda	desfile	3.33	n	n
estômago	cintura	1.67	n	n
nuvem	tempestade	4.17	n	n
alegria	orgulho	4.17	n	n
ruído	barulho	8.33	n	n
chuva	névoa	4.17	n	n
cerveja	bebida	5	n	n
homem	tio	3.33	n	n
maçã	sumo	2.5	n	n
inteligência	lógica	4.17	n	n
comunicação	língua	5.83	n	n
vison	pelo	6.67	n	n
ralé	povo	5.83	n	n
litoral	costa	5.83	n	n
fio	cordão	6.67	n	n
ave	peru	5	n	n
cama	berço	5	n	n
competência	habilidade	7.5	n	n
nuvem	neblina	5.83	n	n
ceia	refeição	1.67	n	n
grade	gaiola	4.17	n	n
água	sal	1.67	n	n
sentido	intuição	5.83	n	n
situação	condição	5.83	n	n
crime	roubo	5.83	n	n
estilo	moda	5	n	n
limite	fronteira	7.5	n	n
braço	corpo	5	n	n
barco	carro	4.17	n	n
sandes	almoço	1.67	n	n
noiva	princesa	1.67	n	n
heroína	herói	5	n	n
carro	calibre	0	n	n
inseto	abelha	5	n	n
cama de bebé	berço	8.33	n	n
animal	pessoa	4.17	n	n
marijuana	erva	6.67	n	n
cama	hospital	3.33	n	n
bochecha	língua	4.17	n	n
disco	computador	4.17	n	n
curva	ângulo	3.33	n	n
relva	musgo	3.33	n	n
escola	direito	0.83	n	n
pé	cabeça	4.17	n	n
mãe	tutor	3.33	n	n
ortodontista	dentista	5.83	n	n
álcool	whiskey	5	n	n
boca	dente	4.17	n	n
pequeno-almoço	bacon	0.83	n	n
casa de banho	quarto	4.17	n	n
prato	tigela	4.17	n	n
carne	bacon	4.17	n	n
ar	hélio	5	n	n
trabalhador	empregador	5.83	n	n
corpo	peito	5	n	n
filho	pai	5.83	n	n
coração	cirurgia	2.5	n	n
mulher	secretária	0.83	n	n
homem	pai	4.17	n	n
praia	ilha	2.5	n	n
história	tópico	0.83	n	n
jogo	diversão	5.83	n	n
fim de semana	semana	5.83	n	n
casal	par	7.5	n	n
mulher	esposa	7.5	n	n
ovelha	gado	5	n	n
bolsa	saco	7.5	n	n
teto	catedral	0	n	n
grão	café	3.33	n	n
madeira	papel	2.5	n	n
topo	lado	4.17	n	n
crime	fraude	6.67	n	n
dor	dano	5.83	n	n
amante	companheiro	4.17	n	n
noitinha	crepúsculo	6.67	n	n
pai	filha	5	n	n
vinho	licor	5	n	n
vaca	bode	4.17	n	n
crença	opinião	3.33	n	n
realidade	ilusão	0	n	n
pacto	acordo	9.17	n	n
riqueza	pobreza	0	n	n
acidente	emergência	2.5	n	n
batalha	conquista	2.5	n	n
amigo	professor	1.67	n	n
doença	infeção	5	n	n
jogo	truque	1.67	n	n
irmão	filho	4.17	n	n
tia	sobrinho	5	n	n
trabalhador	mecânico	4.17	n	n
médico	ortodontista	5	n	n
carvalho	ácer	5	n	n
abelha	rainha	5	n	n
carro	bicicleta	5	n	n
objetivo	procura	3.33	n	n
agosto	mês	5	n	n
exército	pelotão	6.67	n	n
nuvem	tempo	2.5	n	n
médico	doutor	9.17	n	n
desfiladeiro	vale	5	n	n
rio	vale	1.67	n	n
sol	céu	5	n	n
alvo	seta	4.17	n	n
chocolate	tarte	5	n	n
circunstância	situação	6.67	n	n
opinião	escolha	1.67	n	n
ritmo	melodia	6.67	n	n
coragem	força	6.67	n	n
dia	amanhecer	5	n	n
gado	carne	4.17	n	n
médico	professor	2.5	n	n
braço	veia	0.83	n	n
divisão	banheira	0	n	n
corporação	negócio	5	n	n
diversão	futebol	2.5	n	n
monte	penhasco	6.67	n	n
osso	tornozelo	1.67	n	n
maçã	doce	1.67	n	n
ajudante	empregada	2.5	n	n
líder	manager	4.17	n	n
limão	chá	3.33	n	n
abelha	formiga	3.33	n	n
basquetebol	basebol	4.17	n	n
arroz	feijão	1.67	n	n
cama	mobília	3.33	n	n
emoção	paixão	5	n	n
anarquia	caos	3.33	n	n
crime	violação	5	n	n
máquina	motor	5	n	n
praia	mar	5.83	n	n
pista	bola	0	n	n
jarra	garrafa	3.33	n	n
força	capacidade	5	n	n
semente	mostarda	2.5	n	n
guitarra	tambor	3.33	n	n
opinião	ideia	3.33	n	n
norte	oeste	4.17	n	n
dieta	salada	2.5	n	n
mãe	esposa	4.17	n	n
pai	mãe	5.83	n	n
capitão	marinheiro	4.17	n	n
metro	jarda	4.17	n	n
cerveja	champanhe	4.17	n	n
motor	barco	2.5	n	n
carta	bridge	4.17	n	n
ciência	psicologia	3.33	n	n
pecador	santo	0	n	n
destruição	construção	0	n	n
multidão	grupo	6.67	n	n
praia	recife	4.17	n	n
homem	criança	3.33	n	n
pão	queijo	1.67	n	n
campeão	vencedor	7.5	n	n
celebração	cerimónia	6.67	n	n
menu	pedido	3.33	n	n
rei	princesa	3.33	n	n
riqueza	prestígio	2.5	n	n
resistência	força	5.83	n	n
perigo	ameaça	6.67	n	n
deus	padre	4.17	n	n
homens	fraternidade	2.5	n	n
camarada	companheiro	8.33	n	n
professor	ajudante	1.67	n	n
corpo	estômago	3.33	n	n
língua	garganta	4.17	n	n
casa	carpete	0.83	n	n
inteligência	habilidade	5	n	n
viagem	conquista	0.83	n	n
deus	vítima	0	n	n
irmão	alma	0	n	n
adversário	oponente	9.17	n	n
morte	catástrofe	3.33	n	n
monstro	demónio	2.5	n	n
dia	manhã	4.17	n	n
homem	vencedor	0.83	n	n
amigo	tipo	4.17	n	n
música	história	0	n	n
raio	brilho do sol	4.17	n	n
tipo	borracho	1.67	n	n
frango	arroz	1.67	n	n
caixa	elevador	0	n	n
manteiga	batata	0.83	n	n
apartamento	mobília	2.5	n	n
lago	pântano	3.33	n	n
salada	vinagre	2.5	n	n
flor	bolbo	4.17	n	n
nuvem	névoa	4.17	n	n
condutor	piloto	7.5	n	n
açucar	mel	3.33	n	n
corpo	ombro	3.33	n	n
ideia	imagem	0.83	n	n
pai	irmão	3.33	n	n
lua	planeta	3.33	n	n
baile	traje	0.83	n	n
grade	cerca	5	n	n
quarto	cama	4.17	n	n
flor	arbusto	3.33	n	n
osso	joelho	3.33	n	n
braço	joelho	3.33	n	n
fundo	lado	2.5	n	n
vaso	veia	5	n	n
gato	coelho	2.5	n	n
carne	sandes	0.83	n	n
crença	conceito	0.83	n	n
inteligência	revelação	0	n	n
atenção	interesse	6.67	n	n
atitude	confiança	3.33	n	n
certo	justiça	1.67	n	n
discussão	acordo	1.67	n	n
profundidade	magnitude	3.33	n	n
meio	notícias	0	n	n
vencedor	candidato	1.67	n	n
aniversário	data	3.33	n	n
taxa	pagamento	4.17	n	n
bíblia	hino	0.83	n	n
saída	entrada	4.17	n	n
homem	sentinela	0	n	n
corredor	entrada	0.83	n	n
whiskey	gin	4.17	n	n
sangue	medula	3.33	n	n
óleo	vison	0	n	n
chão	piso	6.67	n	n
telhado	chão	0.83	n	n
porta	chão	1.67	n	n
ombro	cabeça	3.33	n	n
vagão	carruagem	6.67	n	n
carro	transporte	5.83	n	n
cotovelo	tornozelo	4.17	n	n
riqueza	fama	3.33	n	n
tristeza	vergonha	2.5	n	n
administração	gestão	8.33	n	n
comunicação	conversação	7.5	n	n
poluição	atmosfera	4.17	n	n
anatomia	biologia	1.67	n	n
colégio	ocupação	0	n	n
livro	tópico	0.83	n	n
fórmula	equação	4.17	n	n
livro	informação	1.67	n	n
rapaz	parceiro	2.5	n	n
céu	universo	3.33	n	n
população	pessoas	6.67	n	n
colégio	aula	5	n	n
chefe	presidente de Câmara Municipal	3.33	n	n
rabino	padre	4.17	n	n
metro	polegada	4.17	n	n
poliéster	algodão	4.17	n	n
advogado	banqueiro	0.83	n	n
violino	instrumento	4.17	n	n
acampamento	cabana	3.33	n	n
pote	utensílio	0.83	n	n
linho	tecido	2.5	n	n
whiskey	champanhe	4.17	n	n
rapariga	criança	2.5	n	n
chalé	cabana	5.83	n	n
ave	galinha	5	n	n
barulho	ruído	9.17	n	n
pôr do sol	noite	4.17	n	n
chuvisco	chuva	6.67	n	n
adulto	bebé	4.17	n	n
carvão	hulha	7.5	n	n
corpo	coluna	3.33	n	n
cabeça	unha	1.67	n	n
cepo	madeira	5.83	n	n
colher	chávena	5	n	n
corpo	nervo	1.67	n	n
homem	marido	3.33	n	n
osso	pescoço	1.67	n	n
frustração	raiva	3.33	n	n
rio	mar	4.17	n	n
tarefa	trabalho	6.67	n	n
clube	sociedade	2.5	n	n
reflexo	imagem	4.17	n	n
príncipe	rei	5.83	n	n
neve	tempo	5	n	n
pessoas	festa	0.83	n	n
rapaz	irmão	1.67	n	n
raiz	erva	2.5	n	n
sobrancelha	olho	4.17	n	n
dinheiro	pérola	0	n	n
dinheiro	diamante	0	n	n
veículo	autocarro	5	n	n
táxi	autocarro	5	n	n
casa	celeiro	3.33	n	n
dedo	palma	2.5	n	n
carro	ponte	0.83	n	n
esforço	dificuldade	5.83	n	n
facto	revelação	0.83	n	n
trabalho	gerência	1.67	n	n
cancro	doença	5.83	n	n
palavra	jornal	1.67	n	n
compositor	escritor	5	n	n
ator	cantor	3.33	n	n
abrigo	cabana	4.17	n	n
casa de banho	cozinha	5	n	n
cabana	barraca	7.5	n	n
porta	cozinha	0.83	n	n
valor	crença	0.83	n	n
sabedoria	inteligência	5.83	n	n
ignorância	inteligência	0.83	n	n
felicidade	sorte	0	n	n
ideia	esquema	0.83	n	n
disposição	emoção	1.67	n	n
felicidade	paz	3.33	n	n
desespero	miséria	3.33	n	n
lógica	aritmética	5	n	n
negação	confissão	0	n	n
argumento	crítica	5.83	n	n
agressão	hostilidade	5.83	n	n
histeria	confusão	3.33	n	n
química	teoria	0.83	n	n
julgamento	veredito	6.67	n	n
conforto	segurança	7.5	n	n
confiança	ego	5	n	n
visão	perceção	6.67	n	n
era	década	5	n	n
biografia	ficção	3.33	n	n
discussão	argumento	5	n	n
código	símbolo	5.83	n	n
perigo	doença	1.67	n	n
acidente	catástrofe	7.5	n	n
viagem	passeio	8.33	n	n
atividade	movimento	6.67	n	n
fofoca	notícia	5	n	n
pai	deus	6.67	n	n
ação	rumo	0	n	n
febre	doença	4.17	n	n
aviação	voo	6.67	n	n
jogo	ação	5	n	n
molécula	ar	1.67	n	n
lar	estado	1.67	n	n
palavra	literatura	3.33	n	n
adulto	tutor	5.83	n	n
jornal	informação	5.83	n	n
comunicação	televisão	3.33	n	n
primo	tio	4.17	n	n
autor	leitor	5.83	n	n
rapaz	parceiro	2.5	n	n
área	canto	0.83	n	n
balada	música	7.5	n	n
parede	decoração	0	n	n
palavra	página	1.67	n	n
enfermeira	cientista	2.5	n	n
político	presidente	5	n	n
presidente	presidente de Câmara Municipal	5.83	n	n
livro	ensaio	5	n	n
homem	guerreiro	1.67	n	n
artigo	revista	5.83	n	n
pequeno-almoço	ceia	5	n	n
multidão	parada	4.17	n	n
corredor	entrada	2.5	n	n
professor	rabino	1.67	n	n
anca	lábio	1.67	n	n
livro	artigo	5	n	n
quarto	cela	2.5	n	n
caixa	cabine	0	n	n
filha	criança	2.5	n	n
membro	perna	5.83	n	n
fígado	pulmão	3.33	n	n
sala de aula	entrada	0	n	n
montanha	elevação	3.33	n	n
carro	elevador	0.83	n	n
cama	sofá	2.5	n	n
roupa	botão	2.5	n	n
roupa	casaco	3.33	n	n
rim	órgão	5	n	n
maçã	molho	0.83	n	n
frango	bife	2.5	n	n
carro	mangueira	0	n	n
tabaco	cigarro	6.67	n	n
estudante	professor	6.67	n	n
bebé	filha	4.17	n	n
cachimbo	charuto	4.17	n	n
leite	sumo	4.17	n	n
caixa	charuto	0.83	n	n
apartamento	hotel	3.33	n	n
copo	cone	3.33	n	n
cavalo	boi	3.33	n	n
garganta	nariz	4.17	n	n
osso	dente	1.67	n	n
osso	cotovelo	3.33	n	n
bacon	feijão	1.67	n	n
chávena	jarra	0.83	n	n
prova	facto	5	n	n
compromisso	noivado	5	n	n
aniversário	ano	4.17	n	n
palavra	pista	0	n	n
autor	criador	6.67	n	n
átomo	carbono	5	n	n
arcebispo	bispo	6.67	n	n
carta	parágrafo	1.67	n	n
página	parágrafo	2.5	n	n
campanário	capela	4.17	n	n
músculo	osso	3.33	n	n
músculo	língua	4.17	n	n
rapaz	soldado	1.67	n	n
barriga	abdómen	2.5	n	n
rapaz	rapariga	6.67	n	n
cama	cadeira	3.33	n	n
roupa	blusão	4.17	n	n
arma	faca	4.17	n	n
lata	metal	5	n	n
garrafa	recipiente	5	n	n
galinha	peru	4.17	n	n
carne	pão	1.67	n	n
braço	osso	2.5	n	n
pescoço	coluna	3.33	n	n
maçã	limão	4.17	n	n
agonia	aflição	8.33	n	n
tarefa	trabalho	7.5	n	n
noite	madrugada	5.83	n	n
jantar	sopa	4.17	n	n
bezerro	touro	5	n	n
neve	tempestade	4.17	n	n
unha	mão	4.17	n	n
cão	cavalo	3.33	n	n
braço	pescoço	3.33	n	n
bola	luva	1.67	n	n
constipação	febre	4.17	n	n
taxa	salário	3.33	n	n
nervo	cérebro	4.17	n	n
besta	animal	5	n	n
jantar	frango	1.67	n	n
rapariga	empregada	1.67	n	n
criança	rapaz	3.33	n	n
álcool	vinho	4.17	n	n
nariz	boca	5	n	n
estrada	carro	4.17	n	n
campainha	porta	5	n	n
caixa	chapéu	0	n	n
crença	impressão	0	n	n
preconceito	opinião	4.17	n	n
atenção	consciência	3.33	n	n
raiva	disposição	3.33	n	n
elegância	estilo	5	n	n
beleza	idade	0	n	n
livro	tema	0.83	n	n
amigo	mãe	2.5	n	n
vitamina	ferro	4.17	n	n
carro	fábrica	0	n	n
pacto	condição	4.17	n	n
capítulo	escolha	0	n	n
aritmética	ritmo	0	n	n
vencedor	presença	0	n	n
crença	flor	0	n	n
vencedor	objetivo	0	n	n
truque	tamanho	0	n	n
escolha	veia	0	n	n
hino	conquista	0	n	n
resistência	banda	0	n	n
prisão	escolha	0	n	n
condição	rapaz	0	n	n
flor	resistência	0	n	n
buraco	acordo	0	n	n
médico	temperamento	0	n	n
fraternidade	porta	0	n	n
tarefa	mulher	0	n	n
fraternidade	basebol	0	n	n
cêntimo	tamanho	0	n	n
presença	porta	0	n	n
rato	gestão	0	n	n
tarefa	autoestrada	0	n	n
licor	século	0	n	n
tarefa	palha	0	n	n
ilha	tarefa	0	n	n
noite	capítulo	0	n	n
poluição	presidente	0	n	n
arma	truque	0	n	n
banho	truque	0	n	n
dieta	maçã	0.83	n	n
cêntimo	esposa	0	n	n
capítulo	cauda	0	n	n
curso	estômago	0	n	n
hino	palhinha	0	n	n
dentista	coronel	0	n	n
esposa	palhinha	0	n	n
buraco	esposa	0	n	n
aluno	presidente	0	n	n
banho	esposa	0	n	n
pessoas	cêntimo	0	n	n
fórmula	registo	0	n	n
mulher	pelo	0	n	n
maçã	luz do sol	0	n	n
arma	amanhecer	0	n	n
refeição	cintura	0	n	n
câmara	presidente	1.67	n	n
licor	banda	0	n	n
estômago	veia	0	n	n
arma	pelo	0	n	n
sofá	basebol	0	n	n
trabalhador	câmara	0.83	n	n
convés	rato	0	n	n
arroz	rapaz	0	n	n
pessoas	arma	0	n	n
penhasco	cauda	0	n	n
tornozelo	janela	0	n	n
princesa	ilha	0	n	n
recipiente	rato	0	n	n
vagão	recipiente	0	n	n
pessoas	balão	0	n	n
dólar	pessoas	0	n	n
banheira	balão	0	n	n
estômago	quarto	0	n	n
bicicleta	quarto	0	n	n
registo	banho	0	n	n
tigela	cauda	0	n	n
ir	vir	3.33	v	v
levar	roubar	6.67	v	v
escutar	ouvir	9.17	v	v
pensar	racionalizar	7.5	v	v
ocorrer	acontecer	9.17	v	v
sumir	desaparecer	10	v	v
multiplicar	dividir	0	v	v
pleitear	implorar	6.67	v	v
começar	originar	7.5	v	v
proteger	defender	9.17	v	v
matar	destruir	7.5	v	v
criar	fazer	7.5	v	v
aceitar	rejeitar	0	v	v
ignorar	evitar	6.67	v	v
levar	trazer	0	v	v
sair	entrar	0	v	v
escolher	eleger	8.33	v	v
perder	falhar	5.83	v	v
encorajar	desencorajar	0	v	v
conseguir	realizar	6.67	v	v
fazer	construir	5.83	v	v
escutar	obedecer	1.67	v	v
informar	notificar	8.33	v	v
receber	dar	0	v	v
pedir emprestado	implorar	1.67	v	v
levar	obter	2.5	v	v
aconselhar	recomendar	8.33	v	v
imitar	representar	6.67	v	v
vencer	conseguir	6.67	v	v
pensar	decidir	4.17	v	v
cumprimentar	encontrar	0.83	v	v
concordar	discutir	2.5	v	v
apreciar	entreter	1.67	v	v
destruir	fazer	0	v	v
salvar	proteger	4.17	v	v
dar	emprestar	1.67	v	v
compreender	saber	4.17	v	v
tomar	receber	5.83	v	v
aceitar	reconhecer	5.83	v	v
decidir	escolher	7.5	v	v
aceitar	acreditar	3.33	v	v
manter	possuir	5	v	v
deambular	vaguear	8.33	v	v
prosperar	falhar	0	v	v
gastar	poupar	0	v	v
sair	ir	6.67	v	v
vir	assistir	2.5	v	v
saber	acreditar	2.5	v	v
juntar	reunir-se	7.5	v	v
fazer	ganhar	0.83	v	v
esquecer	ignorar	4.17	v	v
multiplicar	adicionar	1.67	v	v
diminuir	crescer	0	v	v
chegar	sair	2.5	v	v
conseguir	tentar	4.17	v	v
aceitar	recusar	0	v	v
chegar	vir	6.67	v	v
concordar	divergir	0	v	v
enviar	receber	0	v	v
ganhar	dominar	4.17	v	v
adicionar	dividir	1.67	v	v
matar	sufocar	3.33	v	v
adquirir	obter	8.33	v	v
participar	juntar	0	v	v
sair	permanecer	0	v	v
ir	entrar	4.17	v	v
levar	transportar	5.83	v	v
esquecer	aprender	0.83	v	v
nomear	eleger	6.67	v	v
comprometer-se	casar	5.83	v	v
pedir	rezar	3.33	v	v
ir	mandar	3.33	v	v
levar	entregar	3.33	v	v
falar	ouvir	4.17	v	v
analisar	avaliar	7.5	v	v
argumentar	racionalizar	4.17	v	v
perder	manter	0	v	v
comparar	analisar	4.17	v	v
desorganizar	organizar	0	v	v
ir	permitir	0	v	v
levar	possuir	0	v	v
aprender	escutar	2.5	v	v
destruir	construir	0	v	v
criar	construir	6.67	v	v
roubar	comprar	0	v	v
matar	enforcar	5.83	v	v
esquecer	saber	0	v	v
criar	imaginar	4.17	v	v
fazer	acontecer	0.83	v	v
ganhar	concluir	1.67	v	v
dar	recusar	0	v	v
ter direito a	merecer	8.33	v	v
obter	colocar	0	v	v
localizar	encontrar	7.5	v	v
aparecer	comparecer	9.17	v	v
saber	compreender	6.67	v	v
fingir	imaginar	0.83	v	v
satisfazer	agradar	7.5	v	v
acalentar	manter	2.5	v	v
argumentar	diferir	1.67	v	v
superar	dominar	5	v	v
comportar-se	obedecer	2.5	v	v
cooperar	participar	5.83	v	v
conseguir	tentar	3.33	v	v
falhar	desencorajar	0.83	v	v
começar	desistir	0	v	v
dizer	participar	2.5	v	v
vir	trazer	4.17	v	v
declarar	anunciar	8.33	v	v
ler	compreender	3.33	v	v
levar	sair	1.67	v	v
proclamar	anunciar	6.67	v	v
adquirir	obter	8.33	v	v
concluir	decidir	5.83	v	v
agradar	alegar	0	v	v
argumentar	provar	4.17	v	v
pedir	alegar	2.5	v	v
encontrar	desaparecer	0	v	v
inspecionar	examinar	9.17	v	v
verificar	justificar	2.5	v	v
presumir	prever	2.5	v	v
aprender	avaliar	1.67	v	v
argumentar	justificar	5	v	v
fazer	tornar-se	0.83	v	v
descobrir	originar	4.17	v	v
alcançar	conseguir	6.67	v	v
dar	pôr	0.83	v	v
entender	ouvir	3.33	v	v
expandir	crescer	8.33	v	v
pedir emprestado	vender	0	v	v
manter	proteger	5.83	v	v
explicar	provar	4.17	v	v
simular	fingir	8.33	v	v
concordar	agradar	2.5	v	v
