# Koeper, Scheible, Schulte im Walde (2015)
word1	word2	similarity
Computer	Tastatur	7.1
Problem	Flughafen	2.4
Buch	Bücherei	8.1
Krieg	Truppen	7.6
Spiel	Serie	2.8
Tasse	Nahrung	3.9
Psychologie	Angst	7.4
Psychologie	Freud	8.2
Spiel	Mannschaft	7.4
Beobachtung	Architektur	2
Arafat	Frieden	5.4
Produktion	Erhöhung	4.2
Schlucht	Landschaft	5.8
Straße	Häuserblock	5.7
Fußball	Tennis	7.3
Computer	Programm	7.8
Computer	Nachrichten	3.1
Haut	Auge	5.1
Waffen	Geheimnis	3.1
Zeichen	Pause	1.9
Krankenhaus	Infrastruktur	4
Tasse	Kaffee	7.5
Liebe	Sex	7.7
Währung	Markt	5.7
Küste	Ufer	8.1
Umwelt	Ökologie	8.2
Tag	Dämmerung	7.3
Kredit	Karte	6.1
Verzögerung	Rassismus	1.3
Tasse	Flüssig	6.1
Problem	Herausforderung	7.1
Geld	Bargeld	8.9
Ministerium	Kultur	6
Wort	Ähnlichkeit	1.7
Geld	Bank	7.9
Oper	Industrie	1.8
Tiger	Katze	8
Regierung	Krise	6.3
Glas	Zauberer	1.4
Trinken	Auto	1
Reise	Auto	6.4
Mittelpunkt	Leben	3.6
Flugzeug	Auto	7.4
Wald	Friedhof	3.2
Psychologie	Arzt	6
Tasse	Gegenstand	7.1
Minderheit	Frieden	3.4
Natur	Umwelt	8.1
Planet	Stern	8.5
Zuschauer	Serie	6.3
Akkord	Lächeln	0.6
Präzedenzfall	Gruppe	1
Fernsehen	Radio	7.8
Museum	Theater	7.3
Opfer	Notfall	6.3
Lebensmittelgeschäft	Geld	6.2
Straße	Allee	8.3
Tasse	Einheit	2.1
Küste	Wald	4.2
Musik	Projekt	3.2
Geld	Eigentum	5.8
Medien	Handel	1.9
Gouverneur	Amt	5.8
Ausrüstung	Hersteller	4.5
Dividend	Berechnung	6
Tiger	Tiger	10
Minister	Partei	7.5
Anfang	Jahr	5.2
Tag	Sommer	4.2
Dollar	Dollar	9.9
Entdeckung	Weltraum	6.2
Film	Popcorn	7
Getränk	Ohr	0.6
Holz	Wald	7.8
Professor	Doktor	7.5
Firma	Aktie	6.1
Geld	Besitz	6.8
Spiel	Runde	6.5
Mars	Wasser	4.1
Freiwilliger	Motto	0.7
Anwalt	Beweis	6
Hahn	Reise	0.2
Linie	Versicherung	0.8
Konzert	Virtuose	5.8
Spiel	Niederlage	6.8
Frieden	Atmosphäre	3.8
Zelle	Telefon	6.6
Geld	Währung	8.6
Film	Kino	8.4
Zug	Auto	7.6
Aluminium	Metall	8.4
Computer	Internet	8.3
Geld	Bargeld	9
Ausschuss	Empfehlung	4.3
Küste	Hügel	5.3
Fernsehen	Film	7.8
Tasse	Substanz	3.2
Rock	Jazz	7
Arafat	Jackson	2.3
Meisterschaft	Turnier	8.5
Mönch	Sklave	1.4
Fbi	Ermittlung	6.8
Weltraum	Chemie	4
Familie	Planung	5.5
Jahrhundert	Nation	3.2
Mars	Wissenschaftler	5.3
Psychologie	Wahrnehmung	7
Jaguar	Auto	7.5
Film	Kritiker	6.3
Maradona	Fußball	7.7
Richtung	Kombination	2.4
Tasse	Getränk	7.1
Planet	Konstellation	5.8
Profit	Warnung	2.1
Jerusalem	Israel	7.7
Hummer	Wein	3.6
Schrank	Kleidung	7.6
Arafat	Terror	6.3
Sommer	Dürre	6.3
Dollar	Yen	8.5
Planet	Astronom	7.6
Medien	Gewinn	2.5
Buch	Papier	6.6
Tod	Insasse	3
Tod	Reihe	1.7
Auszeichnung	Tapferkeit	5.7
Physik	Chemie	8.2
Hotel	Reservierung	6.9
Meeresfrüchte	Essen	7.1
Typ	Art	7.9
Frieden	Plan	4.2
Bevölkerung	Entwicklung	5.1
Straße	Ort	6
Tiger	Tier	7.8
Flüssigkeit	Wasser	8.4
Haftung	Versicherung	7
Küste	Wald	5.4
Mann	Gouverneur	6.1
Gebiet	Kilometer	4.2
Marathon	Spring	3.9
Glas	Metall	6.1
Energie	Minister	4.2
Mexiko	Brasilien	7
Baseball	Saison	5.5
Geld	Reichtum	7.8
Meeresfrüchte	Hummer	7.6
Arzt	Krankenschwester	8.2
Baby	Mutter	8
Japanisch	Amerikanisch	7.6
Psychologie	Psychiatrie	8
Behandlung	Genesung	7.9
Energie	Krise	4.8
Präzedenzfall	Recht	4
Monat	Hotel	1.3
Schlau	Dumm	8.4
Telefon	Kommunikation	7.9
Jerusalem	Palästinenser	7.5
Tiger	Jaguar	8.7
Jahrhundert	Jahr	7.9
Theater	Geschichte	3.1
Wetter	Vorhersage	6.7
Moral	Wichtigkeit	3.7
Reisen	Aktivität	5.3
Geld	Dollar	8
Geschlecht	Gleichheit	4.1
Ausstellung	Erinnerungsstück	3.3
Planet	Mond	7.9
Mönch	Orakel	4.7
Behinderung	Tod	3.5
Chance	Glaubwürdigkeit	1.4
Bruder	Mönch	5
Grund	Kriterium	6.1
Alkohol	Chemie	7.1
Wasser	Leck	5.3
Mord	Totschlag	7.9
Planet	Weltraum	8.1
König	Turm	5.3
Präsident	Medaille	2.9
Psychologie	Angst	7.3
Jaguar	Katze	8.1
Opec	Öl	7.3
Student	Professor	7.1
Tasse	Geschirr	7.6
Ankündigung	Neuigkeit	8.1
Getränk	Mutter	0.8
Mann	Frau	8.6
Psychologie	Disziplin	5.6
Hummer	Essen	6.5
Vogel	Hahn	8
Telefon	Ausrüstung	3.7
Leben	Lektion	3.4
Tiger	Säugetier	8.1
Erfahrung	Musik	2.7
Droge	Missbrauch	6.3
Möglichkeit	Mädchen	1.2
Dollar	Gewinn	5.8
Gesetz	Rechtsanwalt	6.9
Schule	Zentrum	2.6
Sekretär	Senat	3.4
Planet	Menschen	5.2
Tiger	Organismus	5.2
Physik	Proton	7.9
Harvard	Yale	7.7
Tennis	Schläger	7
Tiger	Fleischfresser	7.1
Fußball	Fußball	9.9
Architektur	Jahrhundert	4
Hundert	Prozent	6.4
Brot	Butter	6.7
