# Rodrigues, Branco, Neale, Silva (2016)
word1	word2	similarity
tipo	género	8.97
chegada	hotel	6
cama	roupeiro	6.72
roupeiro	roupas	8
situação	conclusão	4.81
situação	isolamento	3.88
imparcialidade	interesse	5.16
direção	combinação	2.25
rua	lugar	6.44
rua	avenida	8.88
rua	quarteirão	6.88
rua	crianças	4.94
listagem	proximidade	2.56
listagem	categoria	6.38
telemóvel	telefone	7.81
produção	aumento	1.75
referência	índice	4.25
media	comércio	3.88
media	lucro	2.88
dividendo	pagamento	7.63
dividendo	cálculo	6.48
cálculo	computação	8.44
moeda	mercado	7.5
OPEC	petróleo	8.59
petróleo	reserva	6.34
declaração	produção	3.38
anúncio	aviso	6
lucro	aviso	3.88
lucro	perda	7.63
dólar	iene	7.78
dólar	dólar	9.22
dólar	lucro	7.38
dólar	perda	6.09
computador	programa informático	8.5
rede	hardware	8.31
telefone	equipamento	7.13
equipamento	fabricante	5.91
luxo	carro	6.47
cinco	mês	3.38
relatório	lucro	3.63
investidor	ganho	7.13
líquido	água	7.89
basebol	época	5.97
jogo	vitória	7.03
jogo	equipa	7.69
maratona	sprint	7.47
jogo	série	6.19
jogo	derrota	6.97
sete	séries	3.56
marisco	mar	7.47
marisco	comida	8.34
marisco	lagosta	8.7
lagosta	comida	7.81
lagosta	vinho	5.7
comida	preparação	6.22
vídeo	arquivo	6.34
início	ano	4.06
início	partida	4.47
jogo	turno	5.97
boxe	assalto	7.61
campeonato	torneio	8.36
combate	derrotar	7.41
ramo	seguro	2.69
dia	verão	3.94
verão	seca	7.16
verão	natureza	5.63
dia	madrugada	7.53
natureza	meio ambiente	8.31
meio ambiente	ecologia	8.81
natureza	homem	6.25
homem	mulher	8.3
homem	governador	5.25
homicídio	homicídio involuntário	8.53
novela	ópera	7.94
ópera	atuação	6.88
vida	lição	5.94
foco	vida	4.06
produção	equipa	6.25
televisão	filme	7.72
amante	discussão	6.19
espectador	serial	2.97
possibilidade	rapariga	1.94
população	desenvolvimento	3.75
moralidade	importância	3.31
moralidade	casamento	3.69
México	Brasil	7.44
género	igualdade	6.41
mudança	atitude	5.44
família	planeamento	6.25
ópera	indústria	2.63
açúcar	abordagem	0.88
clínica	instituição	3.19
ministério	cultura	4.69
problema	desafio	6.75
tamanho	destaque	5.31
país	cidadão	7.31
planeta	povo	5.75
desenvolvimento	problema	3.97
experiência	música	3.47
música	projeto	3.63
vidro	metal	5.56
alumínio	metal	7.83
oportunidade	credibilidade	3.88
exibição	recordações	5.31
concerto	virtuoso	6.81
rock	jazz	7.59
museu	teatro	7.19
observação	arquitetura	4.38
espaço	mundo	6.53
preservação	mundo	6.19
ingresso	bilhete	7.69
aguaceiro	trovoada	6.31
aguaceiro	cheia	6.03
clima	previsão	8.34
desastre	área	6.25
governador	escritório	6.34
arquitetura	século	3.78
