word1;word2;sim_score;sim_score_sd
keho;hermo;0.8363636364;1.3576073229
keho;vatsa;1.1636363636;1.6189118015
kerääntyä;tavata;2.6909090909;2.8730724764
kestävyys;voima;3.6909090909;2.8210368942
kipu;vahinko;0.5636363636;1.1346991176
kirja;informaatio;1.2181818182;1.7287429504
kirja;essee;1.1090909091;1.7498436679
kirja;teema;1.8363636364;2.2258051923
kirja;tarina;1.9272727273;2.2595848968
kirja;kirjallisuus;2.5818181818;2.8394764064
kirja;aihe;3.1090909091;2.8846511264
kirja;artikkeli;3.5454545455;3.1729071949
kissa;jänis;0.9818181818;1.6721123156
kissa;leijona;2.7636363636;2.6314595046
kitara;rumpu;1.3818181818;2.0592241355
koira;kissa;1.3636363636;2.0217670705
kone;moottori;4;3.1622776602
koodi;symboli;3.3636363636;2.977468701
korvata;palauttaa;1.5272727273;2.0353773465
kukka;pensas;0.1090909091;0.3688182968
kukka;nuppu;1.7090909091;2.216710336
kukka;kestävyys;2.huhti;2.6638874406
kuningas;prinsessa;1.1454545455;2.0038683129
kuolema;tragedia;2.3272727273;2.3809004323
kuu;planeetta;2.2727272727;2.7585190972
kuunnella;kuulla;4.5454545455;2.9553352998
kynsi;peukalo;1.0545454545;1.5325865551
kysyä;rukoilla;1.1454545455;1.5918563798
laatikko;hissi;0.4363636364;0.7879564841
lainata;anella;0.9090909091;1.4436672346
lainata;haluta;0.7454545455;1.5057689289
lainata;myydä;0.8727272727;1.5992422448
laiton;moraaliton;2.8181818182;2.6880456145
laulu;tarina;2.0181818182;2.2151908963
lehmä;vuohi;1.6909090909;2.2922795324
lehmä;karja;4.5272727273;3.0236998764
leipä;jauho;1.3454545455;1.9072782801
leveä;kapea;0.4909090909;1.3453999443
levitä;kasvaa;3.8909090909;2.7866927648
levoton;nuori;0.5272727273;0.9594470911
lihas;luu;1.0181818182;1.8307143828
liittää;liittyä;3.8363636364;3.2304318962
liittyä;lisätä;2.2545454545;2.8167368947
likainen;kapea;0.0545454545;0.2291838837
likainen;halpa;0.6909090909;1.1200649332
linssi;kamera;1.4363636364;1.9413973238
lintu;haukka;3.huhti;2.8777563277
lintu;kalkkuna;4.5818181818;2.9103322267
lisätä;rakentaa;1.8363636364;2.2670231449
logiikka;aritmetiikka;2.4181818182;2.6645193375
lukea;ymmärtää;1.8363636364;2.2506265495
lumi;myrsky;1.3454545455;1.7661234156
luoda;tuhota;0.4363636364;1.0674239736
luoda;kuvitella;2.6181818182;2.9026865531
luoda;rakentaa;3.7272727273;2.9088278501
lusikka;kuppi;1.1636363636;1.6970959549
luu;polvi;0.5636363636;1.0140428138
luu;leuka;0.7272727273;1.1296434287
luu;kaula;0.7272727273;1.3396315891
luu;nilkka;0.7454545455;1.3773052301
lyhyt;pitkä;0.5454545455;1.0508934791
mennä;myydä;0.3090909091;0.8579201222
mennä;lähettää;0.4909090909;0.9597979585
metalli;alumiini;3.huhti;2.8388834529
metri;tuuma;2.2363636364;2.79525813
mielipide;idea;2.2909090909;2.7330130386
miellyttää;viihdyttää;3.6363636364;3.1231728665
mies;soturi;0.2181818182;0.7376365935
mies;voittaja;1.1818181818;1.8164975364
mies;isä;2.8181818182;2.6949260217
molekyyli;ilma;1.5818181818;2.5869394837
morsian;prinsessa;2;2.3094010768
muistuttaa;myydä;0.0727272727;0.325152127
mukava;antelias;1.7272727273;2.1469577568
nainen;sihteeri;0.4363636364;1.0674239736
näkö;havainto;2.4545454545;2.7609591853
nauttia;viihdyttää;1.3636363636;2.1719050894
näyttelijä;laulaja;2.0545454545;2.4298924059
nilkka;ikkuna;0.0909090909;0.6741998625
olettaa;ennustaa;0.9636363636;1.7529196424
olettaa;esittää;3.6181818182;2.5926599318
olut;alkoholi;4.4181818182;3.0953424336
omena;mehu;0.7454545455;1.2797306114
omena;sitruuna;1.4545454545;2.1414617872
opiskelija;professori;1.0545454545;1.637728574
opiskelija;oppilas;6.6363636364;2.7779797906
oppia;kuunnella;1.4727272727;2.0980991878
oppia;arvioida;1.7090909091;2.1140861547
oppilas;presidentti;0.4;0.894427191
ottaa;kantaa;0.4363636364;1.2731360575
ottaa;poistua;0.6545454545;1.4934199109
ottaa;varastaa;1.5818181818;2.3858449011
ottaa;toimittaa;2.5454545455;2.4253154191
ovi;keittiö;0.3272727273;0.9240519757
ovi;käytävä;0.8181818182;1.4413330904
päättää;valita;4.5090909091;3.2822346006
päivä;aamu;1.7818181818;2.2500280582
päivällinen;ateria;5.4545454545;2.9238367856
pallo;tykki;0.0545454545;0.2291838837
pallo;asu;0.3636363636;0.9302257067
pallo;kori;0.5818181818;1.0833916068
paperi;pahvi;3.5272727273;3.0662713843
pilvi;usva;1.8727272727;2.1348479472
pilvi;sumu;3.6727272727;2.7083857804
pilvi;sää;4.3818181818;3.1826550126
pitkä;kapea;0.9636363636;1.4267761687
poliitikko;presidentti;3.8181818182;2.9507745944
prinssi;kuningas;3.1818181818;2.8420839322
puhua;kuulla;1.helmi;1.8196458752
putki;sikari;0.9454545455;1.2826214738
raha;helmi;0.7818181818;1.5115715282
raha;palkka;3.7272727273;2.7450598419
rakastaja;kumppani;4;2.8738927014
ranta;saari;1.3454545455;2.0112478328
ranta;meri;1.5818181818;2.0966543816
rehellinen;syyllinen;0.5454545455;1.4378247693
reikä;vaimo;0.1818181818;0.7719841941
riisi;papu;1.2363636364;1.8950582554
rikos;rikkomus;6.3090909091;2.5303544421
rikos;petos;3.8545454545;2.9840202922
rikos;varkaus;4.3272727273;3.1449815724
rotta;hiiri;4.1272727273;3.0795294581
ruoho;sammal;1.9818181818;2.5997927915
rytmi;melodia;3.2727272727;3.0698929011
saavuttaa;onnistua;1.5272727273;2.3480058162
saavuttaa;yrittää;5.0727272727;2.8986238462
sade;sumu;2.3454545455;2.6120673083
sairaus;infektio;3.9272727273;2.5593296681
sana;kirjallisuus;0.6181818182;1.3943126422
sana;sivu;1.0727272727;1.6313428399
sana;vihje;1.5818181818;2.1316912872
sänky;tuoli;1.3090909091;1.9136229676
sänky;sohva;2.0363636364;2.4264257845
sanoa;varmistaa;1.3454545455;1.7020486764
säveltäjä;kirjailija;1.4909090909;2.0446201066
seinä;koriste;0.4;0.8299933065
sekunti;minuutti;2.3454545455;2.8559112305
selittää;todistaa;2.3636363636;2.8697892319
selventää;selittää;6.0181818182;2.8962997408
selvittää;jahdata;1.1636363636;1.9978102491
serkku;setä;1.3636363636;2.0580792588
setä;täti;1.9090909091;2.5405797477
siemen;sinappi;0.8727272727;1.8059012878
sohva;tuoli;3.0727272727;2.9805203713
sokeri;hunaja;3.1272727273;3.0795294581
sopimus;ehto;2.3272727273;2.8024760577
sulhanen;morsian;2;2.7822186723
surullinen;hauska;0.5636363636;1.3019022601
suuri;joustava;0.3454545455;0.8214301399
sydän;leikkaus;0.3636363636;0.7543365091
syöpä;sairaus;3.2909090909;2.9481489941
taistelu;valloitus;3;2.4944382578
talo;lato;2.5636363636;2.5658991375
talvi;kesä;1;2.0993826253
tappaa;tuhota;0.9090909091;1.6132865842
tappaa;puolustaa;4.3636363636;2.9836817696
tarina;aihe;1.2909090909;1.7285481734
tervehtiä;tavata;2.2909090909;2.416553463
tiede;psykologia;2.3090909091;2.6025110899
tietää;uskoa;2.1272727273;2.4874093727
tihku;sade;5.4545454545;2.6233861481
tina;alumiini;2.4363636364;2.8071577583
tina;metalli;3.0909090909;2.8820821131
todellisuus;fantasia;0.5818181818;1.4868673144
todiste;fakta;4.3090909091;3.2022719208
tohtori;professori;4.3454545455;3.2387593751
tuhota;rakentaa;0.4545454545;1.1355889615
tukki;kylpy;0.0545454545;0.2992695934
tuoda;palauttaa;0.2;0.8692269874
tuoda;valittaa;1.1636363636;1.9028598006
tuoda;lähettää;2.5818181818;2.6575602087
tuoli;penkki;6.3454545455;3.0744959347
turhautuminen;viha;2.6909090909;2.768023277
tyhmä;nokkela;0.3636363636;0.8684519297
tylsä;hauska;0.4;0.894427191
työ;hallinto;1;1.5869840952
tyttö;lapsi;1.9818181818;2.1729899958
tyydyttää;miellyttää;4.1272727273;3.2776151304
tyyli;muoti;5.6727272727;2.5316847374
unohtaa;tietää;0.3454545455;0.7507571935
unohtaa;oppia;0.4363636364;0.9576908255
usko;mielipide;2.7272727273;2.6559126593
uskomus;kukka;0.0181818182;0.1348399725
uusi;tuore;6.0909090909;2.9519154313
vaara;sairaus;1.helmi;1.8398872751
vaatimaton;joustava;1.4181818182;2.148995537
vahinko;katastrofi;1.9454545455;2.3287111506
vahinko;hätä;2.7090909091;2.8065579767
väite;kritiikki;2.2181818182;2.4995622512
valinta;suoni;0.0909090909;0.4819992037
valtava;tyhmä;0.2181818182;0.9754563811
vanha;tuore;0.4363636364;1.0140428138
vanha;uusi;0.7818181818;1.7287429504
vankila;valinta;0.2;0.6497862897
varastaa;ostaa;0.6363636364;1.2962000926
varmistaa;oikeuttaa;0.9272727273;1.6650497207
varvas;sormi;2.1090909091;2.6713342988
vatsa;suoni;0.7090909091;1.3426442577
vauva;tytär;1.6909090909;2.1847343026
veli;sielu;0.2363636364;0.6656557993
vero;tulo;1.2727272727;1.8099984188
verrata;analysoida;4.4363636364;2.8071577583
vesi;suola;0.3454545455;0.7507571935
vesi;jää;3.helmi;3.0635249608
vetäytyä;hylätä;1.8181818182;2.2118444548
viha;raivo;6.5636363636;2.665024747
viisaus;älykkyys;6.4545454545;3.0478783259
virallinen;kunnollinen;1.5818181818;2.1054682693
voittaa;saavuttaa;4.2181818182;3.0226975265
voittaa;onnistua;3.6181818182;3.0337051609
voittaja;maali;1.5272727273;2.3558795279
ymmärtää;tietää;0.8363636364;1.6751300266
ymmärtää;kuunnella;2;2.2026919557
ymmärtää;tyydyttää;3.0909090909;2.8367477941
yö;päivä;1.0181818182;1.9859777804
yritys;yhtiö;7.huhti;2.3773623729
yritys;teollisuus;2.0363636364;2.3957032244
ystävä;opettaja;0.8181818182;1.5526668705
ystävä;kaveri;7.2909090909;2.4242045452
ystävällinen;antelias;2.5454545455;2.8272364587
