word	concreteness	context availability	valence	arousal
casse	2.53	2.8	2.3	3.34
cause	1.76	2.23	2.77	2.71
cave	3.97	3.97	3.22	2.59
ce	1.5	1.2	3	2.55
cèdre	3.93	2.27	4.16	1.93
ceinture	4.84	3.8	3.07	2.76
céleri	4.87	3	2.87	2.34
celle	1.87	1.8	3.07	2.1
celte	2.63	2.87	3.48	2.52
cendre	4.32	3.63	2.07	2.94
cendrier	4.84	3.67	2.07	3
cent	2.63	2.52	3.48	2.45
centre	2.67	2.3	3.07	2.52
cèpe	4.57	3.03	3.38	2.17
cercle	3.4	3.7	3.3	1.83
cerf	4.77	3.47	3.88	2.28
cerf-volant	4.83	3.97	3.97	2.07
cerise	4.96	3.97	4.2	2.12
certes	1.37	1.6	3.06	2.24
cesse	2	1.83	2.44	2.72
chaîne	4.24	3.52	3.1	3.15
chair	3.92	2.97	2.87	2.85
chaise	4.83	3.9	3.6	1.76
châle	4.4	2.53	3.28	2.07
chambre	4.43	4.47	3.97	1.9
chameau	4.8	3.57	3.47	2.52
champ	3.93	3.53	3.86	1.76
champignon	4.52	4.03	3.23	2.29
chance	1.77	3.37	4.59	2.24
change	2.24	2.6	3.17	2.82
chant	3.2	3.47	4.16	1.97
chapeau	4.7	3.53	3.66	2.28
chaque	1.7	1.83	3.27	2.07
char	4.27	2.7	2.7	3.41
charge	2.8	2.07	2.57	2.83
chariot	4.6	3.07	3.14	2.86
charme	1.77	3.63	4.47	2.45
charte	3	2.57	3.27	2.76
chasse	3.53	3.3	2.27	3.93
chaste	2.1	2.33	3.06	2.24
chat	4.9	4.4	3.77	2.07
chaud	2.67	3.57	3.97	2.52
chauffe	2.57	2.67	3.75	2.38
chaume	3.23	1.7	3.28	2.1
chaussette	4.76	3.47	3.17	2.31
chaussure	4.9	4.1	3.63	2.24
chauve	3.87	3.73	2.1	2.72
chaux	3.27	2.37	2.77	2.31
chef	3.23	3.87	3.16	3.14
chemise	4.73	3.73	3.66	2.14
chemisier	4.73	3.73	3.63	2.24
chêne	4.88	3.63	3.7	1.76
chenille	4.84	3.73	3.33	2.26
chèque	4.67	3.73	3.83	3.17
cher	2.13	2.9	2.48	3.45
cheval	4.9	4.17	3.5	2.45
cheveux	4.77	4.1	3.73	2.21
chèvre	4.87	3.97	3.17	2.21
chez	1.6	2	3.52	2.45
chic	2.04	2.97	3.63	2.79
chien	4.83	4.1	3.69	2.55
chiffre	3	2.77	3.24	2.83
chine	3.43	3.9	3.09	2.9
chiot	4.84	3.6	3.77	2.18
chips	4.47	3.5	3.34	2.28
chique	2.7	1.93	2.55	2.97
chlore	3.37	3.63	2.38	3.07
choc	2.63	3.57	1.87	4.28
choeur	3.1	3.23	4	2.24
choix	1.92	2.67	3.87	3.15
chope	3.73	2.77	3.14	2.83
chose	2.3	2.8	2.63	2.24
chou	4.7	3.17	3.88	1.83
chouette	4.53	3.57	4.13	2.62
christ	2.23	3.47	3.44	2.69
chrome	2.76	2.6	3.2	2.62
chute	3.2	4.13	1.93	3.82
cible	3.9	3.63	2.97	3.31
cidre	4.63	3.77	4.07	2.34
ciel	3.4	4.1	4.19	1.59
cierge	4.48	3.2	2.4	2.47
cigare	4.63	3.43	2.07	3.17
cigarette	4.8	4.33	1.53	3.03
cil	4.5	3.07	3.38	2.1
cime	3.68	2.67	3.73	2.18
cinq	3.37	2.53	3.34	2.28
cintre	4.73	3.63	3.07	2.52
cire	4.2	3.37	3.13	2.28
cirque	4.07	3.87	3.72	3.07
ciseau	4.87	3.63	3.23	2.83
ciseaux	4.92	3.93	2.87	3.03
citron	4.73	3.5	3.59	2.62
clair	2.28	2.93	4.23	2.12
clan	2.72	3.03	2.9	2.97
claque	3.92	3.8	1.6	3.82
classe	3.17	3.83	3.87	2.59
clause	2.17	2.13	2.63	3
clé	4.77	4.37	3.97	2.38
clé (à écrou)	4.5	2.7	3.59	2.38
clef	4.64	3.9	3.67	2.56
clerc	2.73	2.07	3.06	2.28
clic	2.23	2.8	2.91	2.72
clip	3.37	3.53	3.37	2.62
clique	2.53	2.77	2.69	3.07
cloche	4.6	3.57	3.3	3.03
cloître	3.32	1.87	2.63	2.62
clone	2.92	2.6	2.4	3.29
clope	4.47	4.5	1.5	3.48
cloque	3.96	3.3	1.9	3.38
clos	3.1	2.33	2.53	2.72
clou	4.87	3.43	2.67	2.83
clown	4.63	3.97	4.14	3.38
club	3.23	3.7	3.53	2.66
coche	2.55	1.9	2.83	2.31
cochon	4.7	4.23	3.16	2.48
code	2.68	3.4	3.07	2.88
coeur	4.28	4.43	4.3	2.3
coffre	4.83	3.83	3.63	2.52
coiffe	3.56	2.8	3.27	2.53
coin	3.17	2.5	2.79	2.45
coing	4.55	2.7	3.14	2.34
col	3.97	3.17	3.19	2.24
colle	3.9	2.97	2.97	2.76
collier	4.64	3.83	3.76	2.53
comble	2.8	2.47	2.72	2.9
comme	1.96	2.17	3.33	2.58
commode	4.63	3.3	3.59	2.45
compte	2.68	3.3	3.07	2.67
comte	3.41	3	3.25	2.31
cône	3.56	2.73	2.87	2.45
conte	3.3	3.27	3.9	1.9
contre	1.97	2.4	2.03	3
coq	4.8	3.9	3.43	3.03
coque	4.17	3.17	3.19	2.14
cor	3.8	2.03	2.87	2.9
corde	4.77	3.83	2.87	2.93
corne	4.56	3.43	2.53	2.85
corps	4.27	3.57	3.71	2.31
côte	3.27	3	3.47	2.28
cote	2.92	2.5	3.07	2.79
cou	4.4	3.33	3.2	2.64
couche	4.1	3.57	3.13	2.48
coude	4.68	3.57	3.13	2.58
coudre	3.33	3.3	3.41	2.34
couette	4.6	3.93	4.24	1.45
coup	3.1	2.97	1.93	3.93
coupe	3.77	3.37	3.17	2.83
couple	3.07	4.43	4.5	2.93
cour	3.7	2.63	3.22	2.21
courbe	2.87	2.67	3.38	2.24
courge	4.5	3.13	3	2.45
couronne	4.73	4.2	3.88	2.52
cours	3.37	3.97	3.63	2.41
course	3.24	3.73	3.07	3.18
court	2.7	2.87	2.97	2.52
coût	2.23	2.83	2.5	2.9
couteau	4.93	4.2	2.77	3.45
crabe	4.76	4.17	3.37	2.79
craie	4.77	4.03	3.06	2.41
craindre	1.77	3.2	1.87	3.93
crainte	1.57	2.57	1.83	4.14
crampe	3.27	3.73	1.8	3.97
cran	2.41	2.13	3.3	3.14
crâne	4.63	3.77	3.03	3.1
crasse	3.8	3.23	1.57	3.62
cravate	4.77	4.03	3.13	2.66
crayon	4.87	4.4	3.43	2.34
crèche	4.33	3.7	3.93	2.45
crème	4.2	4.17	3.73	2.15
crêpe	4.87	4.23	4.31	1.86
crête	3.66	2.77	3.38	2.66
creux	2.88	2.77	2.53	2.79
cri	3.53	4.07	2.06	4.21
crible	2.33	1.73	2.43	3.24
crime	3.57	3.63	1.07	4.48
crique	3.7	3.07	3.84	2.24
crise	2	3.7	1.7	4.26
croc	3.87	2.7	2.34	3.34
crocodile	4.93	3.43	2.43	3.86
croire	1.5	3.13	4.2	2.17
croître	2.42	2.13	3.8	2.65
croix	4.53	3.3	2.78	3.1
crosse	3.8	2.37	2.62	3.41
croupe	3.3	2.2	3	2.72
croûte	4.24	3.07	2.63	3
cru	3.03	2.67	2.83	2.72
cruche	4.33	2.73	2.44	2.69
crue	3.21	2.5	2.37	3
crypte	3.3	2.13	2.59	3.24
cube	4.47	2.97	3.09	2.38
cuillère	4.73	3.53	3.52	2.31
cuir	4.44	3.67	3.3	2.55
cuisinière	4.53	3.6	3.86	2.31
cuisse	4.8	3.5	3.4	2.72
cuit	2.28	3.93	3.13	2.79
cuivre	4.07	2.93	3.03	2.17
culte	1.97	2.93	3.47	2.66
cure	2.64	3.03	2.97	2.48
cuve	4.33	2.53	2.9	3
cycle	2.4	2.9	3.38	2.41
cygne	4.8	3.5	3.7	1.91
daim	4.37	3.17	3.97	1.97
dalle	3.9	2.47	2.9	2.79
dame	4.13	3	4.1	2.21
dans	1.8	1.3	3.03	2.52
danse	3.53	4.33	4.23	2.76
date	2.48	3.17	3.2	2.67
datte	4.8	2.93	3.5	2.32
dé	4.64	3.53	3.17	2.67
de	1.34	1.23	2.97	2.52
dé à coudre	4.87	3.07	3.16	2.17
dent	4.92	4.07	2.73	2.94
dès	1.77	2.07	3.16	2.28
des	1.6	2	3.17	2.07
dette	2.73	2.83	1.43	4.24
deuil	2.53	4.13	1.24	4.31
deux	2.77	3.17	3.63	1.93
diable	2.33	3.83	1.56	3.93
diète	2.3	2.83	2.28	3.17
dieu	1.4	3.53	3.17	2.82
digne	1.86	2.47	4.33	2.07
dinde	4.73	3.53	2.93	2.52
diode	3.1	1.83	3.06	2.41
dire	2.17	2.77	3.59	2.41
disque	4.73	3.5	3.59	1.86
dit	2	2.17	3	2.58
dix	3.43	2.87	3.63	2.24
do	2	2.67	3.27	1.9
dogme	1.63	1.8	2.69	3.03
doigt	4.88	3.83	3.5	2.53
doigt de pied	4.8	3.63	3.1	2.48
dôme	3.5	2.43	3.59	2.38
don	2.7	3.33	4.62	2
donc	1.47	1.8	3.4	2.28
donne	2.33	2.77	4.1	2.24
dont	1.6	1.93	2.9	2.5
dos	4.4	3.3	3.14	2.76
dose	2.7	2.57	2.97	2.69
douane	4.1	3.53	2.57	3.45
double	2.27	2.87	3.4	2.28
douche	4.53	4.53	4.1	1.79
doué	2.37	2.97	4.47	2.34
douille	4.23	2.87	2.59	3.48
doute	1.93	2.33	1.9	3.76
doux	2.73	3.63	4.27	1.38
douze	3.03	2.7	3.47	2.34
drame	2.32	3.07	1.4	4.15
drap	4.73	3.57	3.59	1.55
drapeau	4.8	3.73	3.37	2.62
drogue	3.6	3.67	1.47	3.79
droit	2.27	3.3	3.78	2.41
droite	2.67	3.27	3.4	2.74
drôle	2.33	3.67	4.41	2.14
druide	3.47	3.6	3.55	2.14
dû	1.68	1.9	2.23	2.88
du	1.37	1.3	2.83	2.52
duel	3.27	2.8	2	3.69
dune	4.27	3.53	3.75	1.79
duo	3.57	3.3	3.79	2.24
dupe	1.96	2.2	1.93	3.24
dur	2.47	3.13	2.57	3.03
eau	4.2	4.57	4.53	1.62
échelle	4.32	3.73	3.43	2.76
écrou	4.3	2.87	2.69	2.79
écureuil	4.9	3.8	4.13	2.14
église	4.57	3.83	3.34	2.48
éléphant	4.96	4.07	3.5	2.32
elfe	2.57	2.9	3.57	2.07
en	1.4	1.13	3.03	2.52
encre	4.2	3.7	3.47	2.55
entre	2.03	2.1	3.16	2.17
enveloppe	4.72	3.9	3.33	2.56
épi de maïs	4.67	3.07	3.28	2.31
escargot	4.8	3.33	3.41	1.93
est	2	2.37	3.34	2.61
et	2.03	1.67	3.25	2.21
étoile	3.97	4.17	4.33	1.55
être	1.77	2.57	4.2	2.17
eux	1.57	1.7	3.17	2.62
fa	1.96	2.73	3.5	2.41
fable	2.76	3.57	3.73	2.15
fac	3.12	4.33	3.4	3.21
face	3.28	2.9	3.4	2.79
fade	1.88	2.47	1.93	2.68
faible	1.8	2.37	2	2.69
faille	3.13	2.67	2.03	3.28
faim	2.63	4.2	2.38	3.17
faire	2.33	2.9	3.47	2.76
fait	2.73	1.83	3.48	2.52
fan	2.57	3.93	3.72	2.83
faon	4.8	3.2	3.93	1.83
farce	2.6	3.27	3.37	2.94
fard	3.4	2.6	2.87	2.65
faune	3.03	3.23	4.31	2.14
faute	2.43	3.3	2	3.72
fauteuil à bascule	4.77	3.33	3.86	1.9
fauve	3.83	3.43	3.2	3.52
fax	4.12	3	3.13	2.76
fée	3.1	3.93	4.28	1.86
feindre	2.03	2.53	2.37	2.66
feinte	2.13	2.37	2.78	2.83
femme	4.4	4.17	4.37	2.55
fendre	2.63	2.33	2.76	3.17
fenêtre	4.8	3.77	3.6	2.32
fente	3.6	2.87	2.47	2.9
fer	3.83	2.7	3.07	2.86
fer à repasser	4.96	3.83	2.43	3.03
ferme	3.6	3.83	3.33	2.52
fête	3.4	4.5	4.37	3.31
feu	3.8	3.8	3.2	3.29
feuille	4.52	3.53	3.48	1.86
feutre	4.63	3.43	3.41	1.86
feux de signalisation	4.92	4.22	3.1	3.12
fiable	1.73	2.6	4.23	1.97
fibre	3	2.6	3.2	2.14
fiche	4.07	2.6	2.93	2.76
fier	1.97	2.47	3.76	2.59
fièvre	2.88	3.87	1.73	3.62
figue	4.76	3.33	3.5	2.35
fil	4.2	3.2	3.21	2.31
file	3.38	2.67	2.67	2.52
fille	4.47	3.3	4.28	2.38
film	4.13	4.5	3.97	2.38
fils	3.7	3.1	4.06	2.41
filtre	3.73	2.87	3.13	2.28
fin	1.84	3.7	2.77	2.76
fiole	4.76	2.67	2.97	2.59
firme	2.43	1.83	2.86	3.14
fisc	2.48	2.33	1.73	3.83
fixe	2.57	2.67	2.97	2.38
flair	2.3	2.82	3.9	2.34
flamme	4.5	3.9	3.69	3.1
flanc	3.4	2.4	2.97	2.48
flaque	4.08	3.63	2.53	2.56
flash	3.03	3.47	3	3.31
flasque	2.93	2.8	1.81	2.69
flèche	4.2	3.23	2.97	3.41
flemme	2.2	3.43	2.03	2.14
fleur	4.53	3.9	4.52	1.55
fleuve	3.92	3.83	3.77	2
flot	3.14	2.67	3.27	2.38
flotte	3.13	2.77	3.41	2.21
flou	1.87	2.7	1.91	2.69
fluide	2.8	2.83	3.63	2.17
flûte	4.7	3.67	3.66	2.31
flux	2.3	2.47	3.2	2.38
foi	1.83	3.07	3.47	2.59
foie	4.17	3.27	3.17	2.97
foin	4.6	3.67	3.27	2.1
foire	3.13	3.43	3.59	3.21
fois	1.72	2.6	3.07	2.52
folk	2.16	2.23	3.47	2.82
fond	2.62	2.23	2.66	2.83
fondre	2.8	3.57	2.93	2.47
fonte	3.27	2.1	3	2.52
foot	3.6	3.9	3.03	3.15
force	2.24	3.07	3.83	3.09
forge	3.96	2	3	2.82
forme	2.7	2.73	3.94	2.24
fort	2.2	3.1	3.9	3.12
fosse	3.87	2.47	1.9	3.55
fou	1.72	4.13	2.17	3.47
foudre	3.44	3.87	2.73	3.61
fouet	4.68	3.8	1.87	3.76
fougue	1.83	2.77	3.91	3.03
fouille	2.6	2.73	3.1	3.09
fouine	4.43	3.03	2.1	2.86
foule	3.45	3.4	2.66	3.9
four	4.73	3.8	3.52	2.86
fourbe	1.63	2.73	1.83	3.72
fourche	4.48	3.4	2.43	3.26
fourchette	4.73	4	3.66	2.48
fourmi	4.8	4.3	3.43	2.59
frais	2.77	3.03	3.83	1.76
fraise	4.73	3.6	4.48	1.69
franc	2.47	2.63	3.97	2.62
frange	4.1	3.9	3.23	2.34
frappe	2.87	3	1.72	3.79
fraude	2.48	3.03	1.6	3.79
frein	3.87	3.63	2.66	2.9
frêle	2.47	2	2.34	2.62
frère	3.64	4.07	4.03	2.65
fresque	3.97	3.03	3.79	2.34
frise	3.36	2.57	3.07	2.59
frite	4.68	4.13	3.67	2.64
froid	2.76	3.93	2.43	3.03
front	4.07	3.23	3.06	2.62
frousse	1.93	3.03	1.73	3.79
fruit	4.7	4.03	4.28	1.97
fugue	2.8	3	1.88	3.9
fuir	2.9	2.57	1.72	4.03
fuite	2.92	2.9	1.97	3.45
fût	3.07	2.27	3.1	2.66
gag	2.6	3.43	3.53	2.69
gage	2.56	2.97	2.4	3.12
gai	2.6	3.3	4.5	2.28
gain	2.56	2.93	3.7	2.85
gaine	3.96	3.13	2.73	2.76
gamme	2.43	2.47	3.56	2.24
gang	3.2	3.03	1.83	4.21
gant	4.67	3.6	3.66	2.1
garde	2.87	2.8	3.2	2.69
gare	4.43	4.37	3.53	3.17
gâteau	4.76	4.37	4.23	2.15
gauche	2.68	2.83	3.03	2.56
gaufre	4.7	4.13	4.28	1.93
gaz	2.87	3.17	2.86	3.66
gel	3.8	3.6	2.41	2.38
gendre	3.17	3.13	3.56	2.34
gène	2.23	2.43	2.41	2.83
gêne	1.87	2.73	2	3.38
genre	1.97	2.43	3.13	2.48
gens	3.07	2.5	3.34	2.93
gerbe	3.6	3.27	2.19	3.24
germe	3.67	2.07	2.76	2.86
geste	2.97	2.9	3.44	2.17
gifle	3.93	4.13	1.57	4.45
gilet	4.87	3.43	3.5	2
girafe	4.77	3.57	3.72	2
gîte	3.8	3.43	3.8	2.15
givre	3.8	3.6	2.83	2.62
glace	4.4	4.2	3.78	1.97
glaive	4.32	2.83	2.5	3.21
gland	4.32	3.77	2.8	2.35
glande	3.7	2.63	2.73	2.31
glauque	1.73	3.17	1.53	3.9
glisse	2.72	3.33	3.23	2.71
globe	3.9	3.31	3.55	2.24
gloire	2.03	3.3	4.34	3
glotte	3.93	1.83	3.07	2.66
goinfre	3	3.27	1.86	3.55
golf	4.2	3.53	3.38	2.45
golfe	3.47	2.93	3.79	2.34
gomme	4.67	3.3	3.21	2.14
gorge	4.63	2.93	3.28	2.93
gorille	4.77	3.47	3.1	3.31
gosse	4.1	3.6	3.43	3.52
gouffre	3.2	3.03	1.72	3.76
gourde	4.6	3.43	3	2.14
gousse	3.9	2.93	3.31	2.24
goût	2.3	3.13	4.44	2.21
goutte	3.92	3.73	3.23	2.26
grâce	1.68	2.73	4.13	1.97
grade	2.7	2.8	3.03	2.9
grain	4.08	3.1	3.4	#NULL!
graine	4.36	3.5	3.9	2.35
graisse	3.4	2.77	1.76	3.48
gramme	2.73	2.77	2.83	2.38
grand	2.47	2.9	3.9	2.55
grange	4.67	3.43	3.53	2.14
grappe	4.16	3.77	3.57	2.35
grappe de raisin	4.77	3.8	4.22	1.97
gras	2.7	2.83	1.83	3.45
gratte	2.73	3.13	2.44	2.93
grave	1.77	2.4	2	3.45
gré	1.87	1.87	3.3	1.97
grec	3.13	2.57	3.45	2.55
greffe	3.23	3.4	3.94	3.34
grêle	4.03	3.47	1.78	3.34
grenouille	4.73	3.53	3.52	2.48
grès	2.73	1.63	3.09	2.1
grève	2.84	3.13	2.4	3.59
griffe	4.33	3.23	2.22	3.59
grill	4.23	3.2	3.31	2.86
grille	4.43	3.03	2.63	2.69
grille-pain	4.87	3.73	3.66	2.14
grippe	3.2	3.43	1.34	3.69
gris	2.7	2.6	2.28	2.52
grogne	2.69	2.3	1.86	3.72
gros	2.7	3.03	2.1	3.24
grotte	4.37	3.43	3.1	2.52
groupe	3.67	3.87	3.81	2.62
grue	4.47	3.17	3.22	2.55
guêpe	4.87	3.7	2.27	3.79
guère	1.73	1.87	2.24	2.83
guerre	3.5	3.8	1.07	4.59
gueule	3.43	3.4	2.19	3.52
guide	3.43	3.37	4.1	2.24
guitare	4.92	4	3.9	2.38
gym	3.3	4.2	3.91	2.45
hache	4.73	3.57	2.4	3.76
haie	4.3	3.47	3.3	2.03
haine	1.67	3.33	1.44	4.28
hâle	2.55	2.1	3.53	2.07
hall	3.92	3.2	3.07	2.62
halle	3.43	2.47	3.21	2.72
halte	2.57	2.4	2.91	2.48
hanche	4.32	3.5	3.1	2.65
hargne	2.1	2.17	2.69	4
harpe	4.73	3.17	4.1	1.59
hâte	1.87	2.3	3.38	3.9
hausse	1.93	2.8	3.17	2.76
haut	2.17	2.87	3.48	2.72
havre	2.1	2.07	4	1.76
hélicoptère	5	3.73	3.37	3.09
herbe	4.5	4	3.94	1.83
hertz	2.2	2.6	2.9	3.26
heure	2.36	3.37	3.3	2.79
hibou	4.9	3.37	3.3	2.17
hier	2.17	2.9	2.72	2.24
hippocampe	4.84	3.27	3.77	2.12
homard	4.8	3.2	3.57	2.66
homme	4.67	3.57	3.83	2.31
honte	2	2.9	1.7	3.7
horloge	4.73	3.73	3.7	2.62
hors	1.83	2.17	2.6	2.52
hôte	3.4	3	3.78	2.28
hotte	4.48	3.2	3.33	2.47
houle	3.27	2.77	2.67	2.97
housse	4.27	2.67	3.45	2.52
houx	4.73	3.5	3.5	2.45
