word	sensory experience
apariencia	3.711
apartar	2.914
apelar	2.351
apelativo	2.632
apellidar	2.949
apéndice	2.706
aperitivo	4.353
apertura	3.171
apestar	4.919
apetecer	4.971
apetencia	3.000
ápice	2.162
aplastado	3.853
aplastar	3.676
aplaudir	4.500
aplausos	4.647
aplicado	3.229
apogeo	3.364
aporrear	3.735
apostar	3.971
apóstol	2.600
apoteosis	3.550
apoyar	4.029
apoyarse	3.206
aprender	4.765
apresurar	3.543
apretado	4.118
apretar	4.026
aprobación	4.029
aprobar	4.528
aprovechar	3.441
aproximar	3.143
apto	3.559
apurar	3.294
apuros	3.471
árabe	3.676
araña	4.868
arañar	4.784
arar	3.000
árbitro	2.853
árbol	4.088
arca	2.600
archivo	2.500
arco	3.206
arcoíris	5.054
arder	5.429
ardiente	4.816
ardilla	3.429
ardor	4.971
área	2.882
arena	4.200
argot	2.410
argumentar	3.083
argumento	3.200
aristocracia	3.184
aritmética	2.231
arma	4.412
armar	3.794
armario	3.282
armazón	2.371
armonía	4.914
armónica	4.606
aroma	5.486
arpa	3.853
arquetipo	1.857
arrancar	4.026
arrastrar	3.353
arrastrarse	4.029
arrebato	4.108
arreglar	3.800
arreglo	2.882
arrepentido	4.265
arrepentirse	4.265
arrestar	3.500
arrogante	4.286
arroyo	3.914
arroz	4.118
arrugado	4.343
arrugar	3.921
arruinar	3.794
arte	4.750
artefacto	3.343
artesanal	3.472
articular	2.618
artículo	2.722
artificial	3.686
artificio	2.382
artilugio	2.029
artístico	4.941
arzobispo	2.441
as	2.059
asalariar	2.543
asaltar	3.757
asamblea	2.974
ascender	4.486
ascensor	3.543
ascética	1.743
asco	4.912
asearse	4.588
asediado	2.686
asesinar	5.324
asesino	5.167
asesor	2.692
asesorar	2.583
asesorarse	2.588
asfaltar	2.824
asfixiar	5.216
asfixiarse	5.000
asiento	2.588
asignatura	3.057
asilo	3.455
asistencia	2.816
asistente	2.514
asistir	3.054
asma	4.132
asomar	3.265
asombrado	4.237
asonante	2.714
áspero	4.647
aspirar	4.000
asqueado	4.412
asquerosa	4.600
asqueroso	4.667
astronauta	3.743
astucia	3.222
astuto	3.194
asumir	3.514
asunto	2.816
asustado	4.564
asustar	5.086
asustarse	4.941
atacar	3.944
ataque	4.286
atar	3.657
atardecer	5.686
ataúd	4.857
atender	3.513
atentar	4.118
atento	3.618
aterrizar	4.206
aterrorizado	4.588
atestiguar	1.970
ático	3.595
atisbar	2.000
atlas	2.389
atleta	4.056
atmósfera	4.200
atmosférico	3.353
átomo	3.088
atontar	3.000
atormentar	4.371
atornillar	3.000
atracador	3.941
atraer	4.486
atrapar	3.629
atravesar	3.629
atrever	3.395
atrevido	4.176
atribuir	2.543
atributo	2.389
atrocidad	4.059
atropellar	5.114
atún	3.765
audaz	3.000
audiencia	4.029
auditivo	5.206
auditorio	3.735
auge	2.892
aula	3.611
aumentar	3.543
aumento	2.833
aura	3.676
aurora	4.771
ausencia	4.400
ausentar	2.706
ausentarse	2.765
ausente	3.088
auténtica	4.256
autentificar	2.765
autobús	4.118
autómata	2.441
automático	2.879
automóvil	3.647
autonomía	3.838
autor	2.676
autoridad	3.794
autoritario	3.324
autorizar	3.114
autosugestionarse	3.059
auxiliar	3.941
auxilio	4.629
avalancha	4.595
avalar	2.057
avanzar	3.417
avaricia	3.943
avaro	2.765
ave	4.229
avenida	3.143
aventura	4.647
aventurera	4.706
avergonzado	4.278
avergonzar	4.139
averiguar	3.231
aversión	2.667
avestruz	3.265
avión	4.378
aviso	3.743
avispa	4.595
ayudar	4.676
azafata	2.946
azar	3.105
azote	4.824
azotea	3.971
azúcar	5.000
azufre	4.088
azul	4.692
azulejo	2.657
azules	4.294
baba	4.176
babear	3.514
bacteria	3.324
bahía	3.500
bailar	5.833
bailarín	4.513
bailarina	4.371
baja	2.529
bajada	2.611
bajar	2.735
bajarse	2.529
bajo	3.147
bala	4.167
balancear	3.571
balancearse	4.257
balanza	2.917
balcón	3.514
ballena	3.441
balneario	4.706
bambú	3.324
bancaria	2.382
bancarrota	3.641
banco	2.771
banda	3.211
bandera	3.618
bando	2.632
banquete	4.559
bañar	5.000
bañarse	5.282
bañera	4.147
baño	4.316
bar	4.943
baraja	3.147
baranda	2.378
barata	3.429
barato	3.514
barba	4.588
barbarie	3.639
barco	3.639
barítono	3.167
barniz	2.912
barnizar	3.333
barra	2.971
barranco	3.824
barrer	2.829
barril	3.150
barrio	3.629
barro	4.162
barroco	3.382
base	2.176
básico	1.941
basílica	2.730
bastardo	3.088
basto	3.081
bastón	3.294
basura	4.600
bata	2.941
bate	2.879
batido	4.147
batidora	3.114
batir	3.147
baúl	3.294
bautismal	2.559
bayeta	3.385
beata	2.200
beatitud	2.103
bebé	5.657
beber	5.167
bebida	5.029
becar	3.684
bedel	2.000
beige	2.917
belén	3.257
bella	5.286
belleza	5.059
bello	4.778
bendecir	3.179
beneficio	3.206
besar	6.543
besarse	6.152
beso	6.359
bestia	4.487
biblia	2.886
biblioteca	4.243
bíceps	3.500
bicho	4.686
bicicleta	4.513
bien	3.972
bigote	3.757
bingo	2.917
biografía	3.026
biológico	3.541
blanca	3.794
blanco	3.784
blanda	3.743
blando	4.857
blanquear	3.147
blasfemia	3.353
blindada	2.514
bloque	2.514
bloquear	3.378
blusa	3.611
bobina	1.743
boca	5.118
bocado	4.500
bocanada	3.162
boceto	3.265
bochorno	4.206
bocina	4.486
boda	4.914
bodega	3.865
bofetada	5.118
boina	2.794
bola	2.730
bolas	3.088
bolígrafo	3.282
boloñesa	4.853
bolsa	2.789
bolso	3.270
bomba	5.343
bombear	3.441
bombilla	3.543
bonanza	2.676
bondad	4.294
bondadosa	4.176
bonita	4.794
bonito	4.853
borde	4.514
boreal	3.588
borrachera	5.235
borracho	5.229
borrar	3.361
borrascosa	3.343
bosque	4.971
bostezar	4.514
bota	2.694
botánico	3.441
botella	3.639
botón	3.118
bóveda	2.583
boxeador	4.114
brasa	4.216
brazo	3.351
brecha	3.868
breve	3.265
brevedad	3.118
brillante	4.441
brillantes	5.029
brillar	5.053
brindar	4.412
brío	2.194
brisa	4.353
broche	2.686
broma	4.923
bromear	4.943
bronca	4.263
bronce	3.229
brotar	3.294
bruja	3.500
brujo	3.088
bruma	3.649
brutal	4.088
bruto	3.676
buceador	3.314
bucear	4.500
buen	3.265
buena	3.853
buenas	3.514
bueno	4.194
buey	3.553
búfalo	3.314
bufanda	3.857
búho	4.353
bulto	3.853
buque	2.541
burdel	3.735
burla	4.059
burlarse	3.765
burlón	3.250
burro	3.308
buscar	3.857
busto	2.528
butaca	2.543
butano	2.912
butifarra	3.500
buzón	2.200
cabalgata	4.176
caballero	4.147
caballo	3.971
cabaña	3.514
cabeza	3.743
cable	2.829
cabo	2.436
cabra	3.091
cabras	2.971
cabrear	4.500
cabrearse	5.057
cacahuete	4.088
cachear	3.794
cachondearse	4.086
cachorro	5.865
cactus	4.028
cadáver	5.029
cadena	2.865
cadencia	2.059
cadera	3.553
caer	4.514
caerse	4.324
café	4.806
cagar	4.583
cagarse	4.225
caída	4.081
caja	2.514
cal	2.818
calabaza	2.824
calabozo	3.618
calamidad	3.824
calavera	4.059
calcar	3.088
calcetín	4.029
calculadora	2.441
cálculo	2.795
caldo	4.086
calendario	3.343
calentar	4.944
calentarse	5.353
calibrar	3.114
calidad	3.829
cálido	5.176
caliente	5.314
calificar	3.686
cáliz	2.921
callado	3.757
callar	3.735
callarse	3.821
calle	3.143
callejón	3.500
callo	2.769
calma	4.886
calmar	4.028
calor	5.429
calumniar	2.684
calvario	3.500
calvo	3.086
calzado	3.289
calzar	3.371
cama	5.088
cámara	4.429
camarada	3.000
camarero	3.059
cambiar	3.811
cambiarse	3.618
camello	3.676
caminar	4.514
camino	4.083
camión	2.912
camisa	3.441
campana	4.111
campaña	2.895
campeón	4.054
campo	4.971
canal	2.629
cancelar	3.000
cáncer	5.743
canción	5.846
candado	3.615
candidato	2.429
candil	2.730
canela	4.800
cangrejo	4.143
canguro	3.763
canon	3.000
cansado	5.114
cansar	3.872
cantante	4.342
cantar	5.528
cantidad	3.206
cantina	3.632
cañón	3.697
caoba	3.371
caos	5.000
capa	2.757
capaces	3.147
capacidad	3.158
capaz	3.528
capellán	1.472
capilla	3.457
capital	3.286
capitalizar	2.382
capitán	3.206
capitular	1.941
capítulo	3.079
capote	2.657
capricho	3.543
captar	3.647
capturar	3.529
capucha	2.971
cara	4.667
caracol	3.487
carácter	4.200
caracterizar	2.600
caramelo	5.462
caravana	3.176
carbón	3.444
carbonizar	3.923
carcajada	5.971
cárcel	4.286
carecer	3.382
carencia	3.265
cargar	2.647
caricatura	3.974
caricia	5.800
cariño	5.395
cariñoso	5.765
carmín	3.824
carnaval	4.833
carne	5.029
carnero	2.606
carnosos	4.441
caro	3.500
carpeta	2.091
carpintero	2.970
carretera	3.529
carrito	2.703
carro	2.853
carromato	2.324
carroña	3.029
carruaje	2.971
carta	3.353
cartel	3.200
cartulina	3.231
casa	4.735
casado	3.132
casar	4.205
casarse	4.676
cascabel	4.571
cascada	4.865
casco	3.324
casero	4.147
casino	4.000
casita	4.200
caso	2.436
casta	3.088
castaña	3.912
castaño	3.889
castañuelas	4.053
castigar	3.842
castigo	4.405
castillo	3.853
castrar	4.571
casual	2.371
casualidad	3.263
catalizar	1.972
catalogar	2.324
catalogarse	2.595
catar	3.816
catástrofe	5.176
catecismo	2.794
categoría	2.400
católica	3.235
católico	3.054
catre	2.629
cauce	2.441
caudal	2.853
caudaloso	4.229
caudillo	2.946
causar	2.600
cautela	2.886
cavar	3.235
cavidad	3.171
cavilar	2.079
cazar	3.529
cazo	3.000
cebo	2.941
cebolla	4.914
ceder	3.158
ceja	2.941
celda	3.514
celebrar	5.324
celeridad	2.811
celo	3.735
celofán	2.706
celos	4.324
célula	3.162
celulosa	2.686
cementerio	4.769
cena	5.139
cenar	5.216
cenicero	3.353
ceniza	3.829
censo	2.231
censura	3.278
censurar	3.857
central	2.441
centralizar	2.278
centrar	3.154
centrifugar	2.949
centro	2.784
centuria	1.600
cepillar	3.886
cepillarse	3.971
cepillo	3.538
cera	3.286
cerámica	2.706
cercanía	3.333
cercano	4.471
cerdo	4.028
cereal	3.857
cereales	4.730
cerebral	4.412
cerebro	4.868
ceremonia	4.270
cereza	4.639
cerrada	3.853
cerrado	3.256
cerrar	3.206
cerro	2.622
certificar	3.088
cesar	2.706
césped	4.000
cesta	2.853
cetro	2.147
chaleco	2.676
champán	4.763
champiñón	3.400
chantaje	3.108
chapa	3.029
chapotear	4.029
chaqueta	3.541
charca	3.030
charco	3.600
charlar	4.237
charlatán	4.400
chata	2.892
chatear	3.882
chaval	3.951
cheque	3.351
chica	4.278
chicle	3.879
chico	4.892
chiflado	3.706
chillar	5.000
chillido	5.250
chimenea	3.917
chip	2.919
chispa	4.459
chiste	4.853
chivo	2.088
chocar	4.257
chocolate	5.914
chófer	2.474
choque	4.886
chorro	4.000
choza	2.974
chulo	4.514
chupar	5.314
cicatriz	4.838
cicatrizar	4.265
ciclo	2.868
ciclón	4.564
ciega	4.235
ciego	4.647
cielo	4.861
ciempiés	3.389
cieno	1.971
científica	2.694
científico	3.795
cierto	3.441
ciervo	3.486
cifra	2.265
cigarro	4.471
cilindro	2.143
cima	4.257
cinc	1.971
cine	5.088
cinta	2.800
cintura	3.579
cinturón	3.250
circo	4.088
circuito	3.051
circular	3.235
círculo	2.771
cirugía	4.632
cisne	3.971
cisterna	3.559
citar	2.718
ciudad	3.912
civil	2.457
civilizar	3.146
clamor	2.588
clan	2.471
clara	3.816
clarificar	2.632
claro	3.744
clase	3.971
clásica	3.378
clásico	3.543
clasificar	3.121
claustro	2.762
clausurar	3.000
clavada	3.359
clavar	4.135
clave	2.833
clavel	4.400
clavo	2.794
clero	2.171
clientela	3.179
clima	4.353
climatizar	3.629
clínica	3.857
clínico	3.706
cloro	3.811
club	3.947
coacción	2.914
coagular	3.882
cobarde	3.824
cobertizo	2.528
cobijo	3.059
cobrar	3.657
cocer	4.057
coche	3.735
cochecito	3.250
cochino	4.029
cocina	4.371
cocinar	5.057
cocinero	4.474
cocodrilo	4.029
codificar	2.824
código	2.667
codo	2.514
coger	3.457
cognitivo	3.618
cogote	2.526
cohabitar	2.676
coherencia	3.686
cohesión	3.029
cohete	3.606
coito	6.029
cojear	3.765
cojín	4.029
cola	3.471
colaborar	3.417
colcha	4.077
colección	2.971
colectivo	3.622
colega	4.176
cólera	4.053
colgante	3.588
colgar	3.000
colina	3.600
colisión	4.265
collar	3.135
colmo	3.000
colocar	3.029
colonia	4.824
coloquio	2.514
color	4.765
colorear	4.429
colorín	3.882
columna	2.583
columpiar	3.947
columpiarse	3.868
columpio	4.824
comarca	2.886
combatiente	3.176
combatir	3.722
combinación	2.559
combustión	4.135
comedia	4.324
comentar	3.308
comenzar	3.270
comer	5.471
comercial	2.457
comercializar	2.500
comerciar	2.314
comercio	3.333
comerse	5.118
cometa	4.000
cómico	3.889
comida	5.059
comienzo	3.361
comisario	2.949
comité	2.514
comitiva	2.054
cómoda	4.385
cómodo	4.500
compadecer	4.000
compadre	3.000
compaginar	3.706
compañía	4.632
comparar	2.838
compartimentar	2.395
compartir	4.132
compasión	4.514
compenetrarse	4.171
compensar	3.500
competir	3.912
complacer	4.111
complementar	3.028
completar	3.457
completo	3.875
complicado	3.588
cómplice	2.974
componer	3.412
comportar	2.943
comportarse	3.176
composición	2.912
compostura	3.086
comprar	3.676
comprarse	3.949
comprobar	2.541
comprobarse	2.528
comprometer	3.306
comprometerse	4.324
comprometido	4.472
compromiso	4.061
compuesto	2.316
compulsivo	3.526
comulgar	2.757
común	2.912
comunicar	3.618
comunicarse	4.543
comunidad	3.526
comunión	3.184
concebir	2.974
conceder	3.026
concentrado	4.000
concentrarse	4.590
concepción	3.286
concepto	2.421
concertar	2.794
conciencia	4.412
concluir	3.059
concordar	2.263
concordia	2.421
concretizar	2.500
concreto	2.111
concursar	3.029
concurso	3.886
condenar	3.528
condición	2.647
condicionar	3.029
condimentar	3.676
conducir	4.389
conducta	3.382
conducto	2.158
conductor	3.486
conectar	3.714
conejito	4.579
conejo	3.412
conferenciar	2.289
confesar	3.684
confesión	4.529
confianza	4.857
confiar	4.559
confidente	3.351
configurar	2.059
confirmar	2.658
conflicto	4.176
conformarse	3.059
confort	4.711
confraternizar	3.538
confundir	3.529
confuso	3.914
congelar	4.528
congeniar	4.026
conglomerar	2.282
congreso	2.194
cónica	1.806
conjetura	2.029
conjugar	2.647
conjunción	1.886
conjunto	3.029
conmoción	3.658
connotar	2.382
cono	2.176
conocer	4.000
conocido	3.618
conocimiento	3.618
conquista	4.206
conquistar	4.400
consagrar	2.743
consecuencia	3.618
consecuente	3.647
conseguir	3.811
consejo	3.132
consenso	2.794
consensuar	2.853
consentir	3.118
conserje	3.086
conserva	3.086
conservación	3.200
conservador	3.333
conservar	3.286
consideración	3.143
considerado	2.559
considerar	3.179
consigna	2.486
consistir	2.111
consolado	3.079
consolar	4.706
consonante	2.189
consonantes	2.486
constatar	2.676
constitucional	2.256
constituir	2.829
constructiva	2.857
construir	3.600
cónsul	2.333
consulta	2.971
consultar	3.147
consumir	4.114
contactar	3.706
contagiar	3.789
contagiarse	4.200
contagio	3.865
contaminar	4.229
contar	3.588
contemplar	3.833
contener	2.583
contenido	2.686
contentar	4.088
contento	5.371
contestación	3.825
contestar	3.278
contexto	2.730
contextual	2.053
contextualizar	2.543
continuar	2.912
continuidad	3.457
contrapesar	2.359
contrariar	2.706
contrario	2.946
contrarrestar	2.529
contratar	3.235
contribuir	3.514
contribuyente	2.088
controlar	3.923
convalidar	2.838
convencer	3.771
convencerse	3.111
convencido	3.486
convención	2.526
conveniente	3.057
convento	2.971
conversar	3.971
conversión	2.711
convertir	3.286
convicción	3.514
convivir	3.757
cónyuge	4.514
coñac	4.059
cooperar	3.946
copa	4.088
copia	2.800
copla	3.385
copulativa	2.500
coquetear	5.486
coqueto	4.114
coraje	4.265
corán	2.486
coraza	3.865
corazón	5.079
corbata	2.441
corcho	3.368
cordel	2.765
cordero	3.667
cordón	2.486
cordura	3.382
coro	4.278
corona	3.222
coronar	2.784
corporal	4.000
corpus	2.588
corrección	3.576
correcta	3.971
correcto	3.412
corredor	3.882
corregir	2.947
correlacionar	2.184
correo	2.868
correr	5.229
corretear	4.514
corrida	3.923
corroborar	2.417
corromper	3.800
corrupto	4.162
corta	2.618
cortar	4.147
cortarse	5.057
cortas	2.250
corte	4.529
cortesana	2.353
cortesía	3.500
corteza	2.971
cortina	2.722
corto	2.765
cortos	2.943
cosa	2.382
cosechar	3.650
coser	3.216
cosmos	3.526
costa	4.514
costar	3.471
coste	3.257
costumbre	3.486
cota	2.237
cotillear	4.029
cotilleo	3.735
cotizar	2.771
cotizarse	2.263
coyote	3.176
cráneo	3.486
creado	3.053
crear	4.429
crecer	4.857
creciente	3.829
crédito	2.912
creer	4.118
crema	3.912
cremallera	3.737
crepe	4.622
crepúsculo	4.229
cresta	3.176
criado	2.556
criatura	4.184
crimen	4.795
criminal	4.514
crisis	4.771
crisma	2.400
cristal	4.400
cristiana	3.029
cristiano	3.206
criterio	3.235
criticar	4.029
cromatina	2.882
cronología	2.500
cruce	3.206
crucificar	3.706
cruel	4.829
crueldad	4.757
cruz	3.154
cruzar	2.676
cuadrada	3.171
cuadrado	3.105
cuadrar	2.333
cuadro	4.410
cualidad	3.514
cualificado	3.306
cuántica	2.237
cuarta	2.086
cuartel	2.824
cuarto	3.432
cuarzo	3.789
cubierta	2.590
cubierto	3.205
cubil	1.943
cubismo	2.500
cubo	2.405
cubrir	2.868
cucaracha	4.500
cuchara	2.882
cuchillo	4.571
cuello	4.568
cuenca	3.487
cuenco	2.171
cuerda	2.943
cuerdas	3.514
cuerno	3.314
cuero	4.132
cuerpo	4.722
cuervo	3.919
cuesta	3.692
cuestión	2.829
cueva	4.088
cuidar	4.861
culebra	4.600
culminar	3.083
culpa	4.714
culpable	3.821
culpar	3.833
culparse	4.000
cultivar	3.500
culto	3.515
cultural	3.622
culturizar	3.500
cumbre	3.500
cumpleaños	5.600
cumplida	3.114
cumplimentar	2.432
cumplir	3.294
cúmulo	3.771
cuna	4.000
cuneta	2.912
cuñado	2.974
cuota	2.382
cúpula	3.421
cura	3.176
curar	4.026
curarse	4.865
curiosidad	4.529
curioso	4.059
currar	3.944
cursi	4.029
curso	3.400
curvar	2.971
curvatura	3.105
curvo	2.941
cutis	3.900
dactilar	3.559
dado	2.912
daga	3.086
dama	3.529
danza	5.400
danzar	5.343
dañar	4.471
daño	5.088
dar	3.857
dardo	3.457
dato	2.000
deambular	3.429
debatir	3.559
deber	3.429
débil	3.658
debilidad	4.000
década	2.882
decantar	2.912
decente	3.432
decepcionar	4.824
decidir	3.588
decir	3.559
decisión	4.147
declaración	3.730
declarar	3.600
decorar	4.189
decoro	1.861
decreciente	2.412
decretar	2.588
decreto	2.412
dedal	2.868
dedicado	3.351
dedicar	3.105
dedo	4.257
defender	3.706
defenderse	4.543
defendido	3.306
definir	2.788
definitiva	3.543
deforme	3.559
degollar	4.382
degustar	5.086
dejar	3.513
delegado	3.086
deleite	3.000
deletrear	3.128
delgada	4.088
deliberar	2.914
delicado	4.250
delicia	5.059
delincuente	3.882
delirar	3.765
delito	3.914
delta	2.564
demandar	3.444
demente	3.971
democracia	3.735
democrática	3.000
democrático	2.971
democratizar	3.206
demoler	4.143
demonio	4.353
demora	2.722
demostrar	3.364
denegar	2.917
denominar	1.703
dentadura	3.343
dental	4.171
dentista	4.647
denunciar	4.029
depender	3.324
dependiente	3.343
depilarse	4.861
deportes	4.686
deportiva	4.029
deportivas	3.088
depósito	2.000
depresión	4.600
depresivo	4.382
deprimido	4.108
deprimir	3.763
deprimirse	4.647
derecha	3.647
derecho	3.789
derramar	3.857
derretir	4.143
derribar	3.667
derrotar	3.559
desabrochar	3.941
desacelerar	3.286
desaconsejar	2.676
desacreditar	2.649
desagradable	4.857
desagradar	3.618
desagrado	4.114
desagregar	2.588
desahuciar	3.735
desajustar	2.629
desamortizar	2.400
desanimado	4.088
desanimar	3.158
desaprovechar	3.162
desarrollo	3.206
desastre	4.647
desatornillar	3.184
desayunar	5.235
desbloquear	3.714
descanso	4.833
descargar	3.353
descender	2.824
descifrar	3.147
descodificar	2.235
descolgar	2.622
descompensar	2.605
descomposición	4.229
descomprimir	2.351
desconcertar	3.424
desconectar	3.941
desconfiar	3.972
descongelar	3.559
descongestionar	4.029
desconocer	3.657
desconocido	3.941
desconsolar	3.943
descontextualizar	2.342
descubrir	4.059
descuidar	2.861
desdén	2.676
desdeñoso	2.432
desear	4.417
desechar	3.143
desembarcar	2.824
desembocar	2.250
desencajar	2.794
desencantar	3.588
desenchufar	2.778
desenfadado	2.971
desenredar	3.294
desenroscar	2.694
desenterrar	4.088
desenvolverse	3.000
deseo	5.914
desertor	3.600
desesperado	3.459
desestimar	2.647
deshabitar	3.286
deshinchar	2.868
deshonrar	2.974
desierto	4.139
designar	2.857
desigual	3.658
desilusionar	4.429
desintegrar	3.441
desistir	2.972
desleal	4.206
deslumbramiento	4.324
desmantelar	2.771
desmesurar	2.559
desmontar	2.176
desmoralizar	3.872
desnudar	5.743
desnudarse	5.265
desnudo	5.343
desordenado	3.943
desordenar	3.706
despacho	2.629
desparramar	3.059
despedazar	3.941
despedida	4.972
despedirse	5.118
despeinar	4.000
desperdicio	3.559
despersonalizarse	3.111
despertar	4.500
despertarse	4.658
despierto	4.231
despistar	3.079
despistarse	3.056
desplazar	3.606
desplegar	2.529
desplumar	3.088
desposeer	2.829
despreciar	4.629
desprecio	4.222
desprender	3.056
despreocupado	3.412
desprestigiar	2.711
destacar	3.818
destapar	3.139
desterrar	2.861
destornillador	3.029
destrozar	4.147
