word	concreteness
addictedness	2.22
addiction	2.85
addictive	2.22
addictiveness	1.78
addition	2.89
additional	2.43
additionally	2.2
additive	3.56
additively	2
address	3.89
addressable	2.17
addressbook	4.83
addressee	3.16
addresser	3.19
addressor	3.11
adept	2.23
adeptly	1.54
adeptness	1.89
adequacy	1.86
adequate	1.97
adequately	1.72
adequateness	1.68
adhere	2.62
adherence	1.5
adherent	2.45
adherently	2.11
adhesion	3.32
adhesive	4.35
adhesively	2.87
adhesiveness	3.3
adjacent	3.63
adjacently	2.97
adjectivally	1.52
adjective	2.43
adjoin	2.73
adjoined	3.31
adjoining	2.93
adjourn	2.54
adjournment	2.82
adjudicate	2.12
adjudication	2.35
adjunct	2.19
adjust	2.93
adjustability	2.1
adjustable	3.27
adjustably	1.9
adjuster	3.23
adjustment	2.81
adjustor	3.43
admin	2.96
administer	2.53
administrable	1.62
administrate	2.89
administration	2.78
administrational	2.08
administrative	2.14
administratively	1.93
administrator	3.89
admirable	1.81
admirableness	1.7
admirably	1.5
admiral	4.11
admiralship	2.96
admiration	1.86
admire	2.04
admired	1.84
admirer	2.93
admiring	1.77
admiringly	1.89
admissibility	1.65
admissible	1.88
admissibleness	1.71
admissibly	1.72
admission	2.83
admissive	2.25
admit	2.32
admittance	2.26
admitted	1.85
admittedly	1.54
admitter	2.93
admonishingly	1.77
admonishment	2.21
adobe	4.19
adolescence	2.81
adolescent	3.48
adolescently	1.52
adopt	2.36
adoptability	2.29
adoptable	2.79
adopted	2.39
adoptee	3.59
adopter	3.33
adoption	3.03
adoptive	2
adoptively	1.63
adorability	1.41
adorable	1.86
adorableness	2.19
adorably	1.96
adoration	2.19
adore	2.34
adorer	2.76
adoring	2.34
adoringly	2.28
adorn	2.38
adorner	2.96
adornment	2.83
adrenal	3.28
adrenalin	3.17
adrenaline	3.04
adrift	2.71
adult	4.4
adulterate	2.76
adulteration	2.29
adulterer	2.96
adulteress	3.72
adulterous	2.37
adulterously	2.12
adultery	2.79
adulthood	2.5
adultlike	2.27
adultness	2.19
advance	2.57
advanced	1.83
advancement	2.1
advancer	2.48
advancing	2.61
advantage	2
advantageous	2.07
advantageously	1.24
advantageousness	1.65
advent	2.48
adventure	2.59
adventurer	3.73
adventuresome	1.79
adventuress	2.54
adventurist	2.35
adventurous	1.95
adventurously	1.7
adventurousness	1.62
adverb	2.25
adversarial	1.62
adversary	2.93
adverse	2.23
adversely	1.62
adverseness	1.96
adversity	1.44
advert	3.08
advertently	1.7
advertise	2.81
advertisement	3.77
advertiser	3.93
advertising	3.88
advertize	3.61
advice	2.73
advisability	1.46
advisable	1.93
advisably	1.54
advise	2.03
advised	2.45
advisedly	1.58
advisee	3.77
advisement	2.52
adviser	3.67
advisor	4.15
advisory	2.5
advocacy	2
advocate	2.72
advocator	2.92
aeration	2.77
aerator	3.92
aerial	3.04
aerialist	3.84
aerially	3
aerobatics	3.15
aerobic	3.14
aerobically	2.38
aerobics	3.72
aerodynamic	2.88
aerodynamics	2.96
aerographer	4.17
aeromechanics	2.96
aeronautic	2.54
aeronautical	2.96
aeronautics	3.08
aerosol	4.23
aerospace	3.19
aesthetic	2.33
aesthetical	1.71
aesthetically	1.48
aesthetician	3.31
aestheticism	1.79
aesthetics	2.22
afar	2.52
affability	1.54
affable	1.7
affair	2.45
affect	1.93
affectation	1.96
affected	1.93
affectedly	1.92
affectedness	2
affecting	1.75
affection	2.22
affectionate	2.28
affectionately	1.92
affective	1.52
affectively	1.73
affectivity	1.86
affidavit	4
affiliate	2.5
affiliation	1.93
affirm	1.96
affirmable	2
affirmation	2.12
affirmative	1.93
affirmatively	2.17
affirmer	2.76
affix	2.44
affixation	2.29
afflict	2.14
afflicted	2.43
afflicting	2.41
affliction	2.27
affluence	2.15
affluent	1.83
affluently	1.69
afford	1.83
affordability	1.93
affordable	2.1
affront	1.83
affronted	2.04
afghan	4.5
aficionado	2.55
aflame	3.77
afloat	3.34
aflutter	2.54
afoot	2.48
afore	1.82
aforementioned	1.93
afraid	2.7
afro	4.52
after	2.12
afterbirth	4.57
afterburner	3.65
aftercare	3.15
aftereffect	2.5
afterglow	3.1
afterhours	3.15
afterlife	1.9
aftermarket	3.58
aftermath	1.97
aftermost	1.75
afternoon	3.7
afternoons	2.86
afterparty	3.81
aftersale	2.71
afterschool	3.19
aftershave	4.56
aftershock	3.68
aftertaste	2.59
afterthought	2.04
aftertime	2.19
aftertimes	2.2
afterward	2.25
afterwards	2.14
afterword	3.04
afterworld	1.41
again	2
against	1.8
age	2.86
aged	3.14
agedness	3.29
ageism	1.88
ageless	2.03
agelessness	1.48
agency	3.87
agenda	2.66
agent	3.61
aggravate	2.26
aggravated	2.61
aggravating	1.86
aggravatingly	1.96
aggravation	1.53
aggravator	2.72
aggregate	2.14
aggregately	1.69
aggregation	2.16
aggregative	2.07
aggregator	2.3
aggression	2.68
aggressive	2.54
aggressively	2.25
aggressiveness	2.59
aggressor	3.29
aggrieve	1.71
aggrieved	2.12
aggrievedly	1.65
aghast	1.96
agile	2.31
agility	2.38
aging	2.88
agitate	2.93
agitated	2.57
agitatedly	1.89
agitation	2.33
agitator	3.28
aglow	2.29
agnostic	2
agnostically	1.2
agnosticism	1.71
ago	1.42
agonistic	1.78
agonize	1.97
agonizing	2
agonizingly	1.8
agony	2.38
agoraphobia	1.92
agoraphobic	2.5
agree	2.31
agreeability	1.75
agreeable	2.07
agreeableness	2.26
agreeably	2.03
agreed	1.93
agreeing	2.48
agreement	2.22
agricultural	3.29
agriculturalist	4.07
agriculturally	2.4
agriculture	3.67
agriculturist	3.04
aground	3.22
ahead	3
ahem	2.58
ahoy	2
aid	3.1
aide	3.59
aides	3.75
aidless	2.04
aids	3.44
ailing	2.81
ailment	2.93
aim	3.27
aiming	3
aimless	1.57
aimlessly	1.86
aimlessness	1.62
air	4.11
airbag	4.81
airbase	4.29
airbed	4.56
airboat	4.82
airborne	3.45
airbrush	4.45
aircraft	4.4
aircraftman	3.96
aircraftsman	4
aircrew	4.04
airfare	3.93
airfield	4.7
airflow	3.59
airforce	3.81
airfreight	4.04
airhead	2.48
airiness	2.24
airing	2.61
airless	3
airlift	3.62
airline	4
airliner	4.45
airmail	3.66
airman	4.25
airmanship	2.5
airpark	3.88
airplane	4.96
airplay	3.19
airport	4.87
airpower	3.23
airproof	2.57
airshaft	4.43
airship	4.92
airshow	4.44
airsick	3.5
airsickness	3.27
airspace	3.58
airspeed	3.04
airstream	3.93
airstrike	3.59
airstrip	4.68
airtight	3.42
airtime	2.5
airwave	3.11
airway	4.34
airworthiness	2.07
airy	2.04
aisle	4.35
ajar	3.27
akin	1.71
alabaster	3.81
alarm	4.47
alarmclock	4.97
alarmed	3.14
alarming	2.07
alarmingly	2.14
alarmist	2.62
alas	1.56
albacore	3.71
albatross	4.81
albeit	1.46
albino	4.41
album	4.69
alchemic	2.73
alchemically	2.08
alchemist	4.23
alchemy	2.1
alcohol	4.76
alcoholic	3.37
alcoholically	2.4
alcoholism	2.93
alcove	4.08
alderwoman	3.92
ale	4.65
alehouse	4.4
alert	2.59
alertly	2.07
alertness	2.15
alfalfa	4.69
algae	4.93
algebra	3.14
algebraic	2.62
algebraically	2.29
algorithm	3.07
alias	2.86
alibi	2.57
alien	3.52
alienability	1.84
alienable	1.82
alienate	1.83
alienation	1.73
alienator	2.08
aliens	3.86
alight	2.96
align	2.79
alignment	3.26
alike	2.38
alikeness	2.23
alimony	3.08
alive	3.14
aliveness	2.36
alkaline	3.48
alkalinity	2.84
alkalinize	2.4
alkalization	2.36
alkalize	2.85
alkaloid	3.38
all	2.27
allegation	1.79
allege	1.76
allegeable	1.92
alleged	1.82
allegedly	1.64
allegiance	1.77
allegoric	1.72
allegorical	1.52
allegorically	1.37
allegorist	2.3
allegory	2.07
allergen	3.93
allergenic	2.43
allergic	2.55
allergist	4
allergy	3.68
alleviate	2.48
alleviation	2.15
alleviative	2.04
alleviator	2.69
alley	4.82
alleyway	4.3
alliance	2.5
allied	2.38
allies	3.48
alligator	4.96
alliterate	2.44
alliteration	2.25
allocable	1.79
allocate	2.38
allocation	2.32
allocator	2.78
allotment	2.88
allow	2.41
allowable	2.17
allowableness	1.75
allowably	1.92
allowance	3.07
alloy	4.29
allspice	4.54
allude	1.81
allure	1.92
allurer	2.23
alluring	2.07
alluringly	1.86
allusion	1.58
allusively	1.7
allusiveness	1.85
ally	2.61
almanac	4.44
almightily	1.82
almightiness	1.34
almighty	1.9
almond	4.71
almost	1.66
aloe	4.83
aloft	2.64
aloha	2.59
alone	2.86
aloneness	1.75
along	2.14
alongside	2.82
aloof	1.46
aloofly	1.82
aloofness	2.17
aloud	3.1
alpaca	4.81
alpha	1.81
alphabet	4.31
alphabetic	3.04
alphabetical	3.07
alphabetically	3.74
alphabetization	2.31
alphabetize	3.13
alphanumeric	2.96
alphanumerical	3.32
alpine	3.7
already	1.64
alright	1.93
also	1.83
altar	4.85
altarpiece	4.54
alter	3.07
alterability	1.88
alterable	2.27
alteration	3.21
altercation	3.21
alternate	2.43
alternately	2.03
alternating	2.48
alternation	3
alternative	2.46
alternatively	1.92
alternativeness	1.85
alternator	4.27
although	1.07
altitude	2.96
alto	3.37
altogether	2.36
altruism	1.5
altruistic	1.96
altruistically	1.45
alum	3.96
aluminize	2.52
aluminum	4.88
alumni	3.19
always	1.71
alzheimer	2.53
am	1.96
amaretto	4.6
amass	2.28
amateur	2.31
amateurish	1.93
amateurishly	1.88
amateurishness	1.8
amateurism	1.67
amaze	2
amazed	1.52
amazedly	1.44
amazedness	1.62
amazement	1.89
amazing	1.55
amazingly	1.58
ambassador	4.28
ambassadorial	1.77
ambassadorship	2.68
amber	4.35
ambiance	2.31
ambidexterity	3.23
ambidexterous	3.31
ambidextrous	3.63
ambidextrously	3.14
ambidextrousness	2.93
ambience	1.72
ambient	2.04
ambiguity	1.3
ambiguous	1.48
ambiguously	1.56
ambiguousness	1.54
ambition	1.74
ambitionless	2.04
ambitious	1.81
ambitiously	1.78
ambitiousness	1.78
ambivalence	1.7
ambivalent	1.21
amble	3.17
ambling	2.44
ambulance	4.81
ambulatory	2.92
ambush	3.16
ambusher	2.96
amen	1.78
amenable	1.86
amend	2.32
amendable	1.85
amendatory	1.6
amendment	2.44
amends	1.92
amenity	2.86
americanize	1.79
amethyst	4.09
amiable	2.39
amicability	1.48
amicable	1.74
amicableness	1.58
amicably	2.11
amid	2.27
amidst	2.15
amigo	3.28
amino	2.74
amiss	1.53
ammo	4.85
ammonia	4.44
ammonium	4.04
ammunition	4.88
amnesia	3.61
amnesiac	2.89
amnesty	2.18
amoeba	3.77
amoebic	2.84
amok	2
among	2.38
amongst	2.81
amoral	1.46
amorality	1.64
amorously	1.82
amorousness	1.92
amorphous	2.15
amorphously	1.96
amount	2.74
amp	3.59
amperage	3.08
amphetamine	4.18
amphibian	3.77
amphibious	3.64
amphibiously	2.65
amphitheater	4.36
ample	2.5
ampleness	2
amplification	2.93
amplifier	4.79
amplify	2.96
amplitude	2.92
amply	2
amputate	3.9
amputation	3.76
amputee	4.79
amuck	1.68
amulet	4
amusable	2.14
amuse	2.57
amused	1.96
amusedly	2
amusement	2.07
amuser	3.52
amusing	2.14
amusingly	2
an	1.46
anaconda	4.93
anaerobic	2.64
anaesthetize	2.69
anagram	3.63
anagrams	3.17
anal	3.3
analgesic	3.57
anally	2.92
analog	2.67
analogical	1.82
analogous	1.58
analogue	3.08
analogy	1.61
analyses	2.04
analysis	2.56
analyst	4.23
analytic	1.8
analytical	1.86
analytically	1.82
analytics	2.43
analyzability	1.93
analyzable	1.88
analyze	2.3
analyzer	2.56
anamorphic	2.34
anaphylactic	3
anarchic	1.75
anarchical	1.76
anarchism	1.92
anarchist	2.83
anarchistic	1.88
anarchy	2.12
anatomic	2.44
anatomical	3.07
anatomically	3
anatomist	3.59
anatomization	2.38
anatomy	3.59
ancestor	3.24
ancestors	3.36
ancestral	1.96
ancestrally	2.33
ancestry	2.83
anchor	4.77
anchorage	3.48
anchored	3.72
anchorless	3.29
anchorman	4.72
anchorwoman	4.66
anchovy	4.96
ancient	2.04
anciently	2.4
and	1.52
androgyny	2.58
android	4.22
anecdotal	2
anecdote	2.64
anecdotic	2.19
anemia	3.25
anemic	2.74
anemone	4.24
anesthesia	3.41
anesthesiologist	4.27
anesthesiology	3.59
anesthetic	3.93
anesthetist	3.32
anesthetization	2.81
anesthetize	3.48
aneurism	3.56
aneurysm	3.79
anew	1.72
angel	3.82
angelfish	5
angelic	2.22
angelical	2.65
angelically	2.23
anger	2.41
angers	2.27
angioplasty	3.52
angle	3.5
angled	3.34
angler	4.14
angles	3.59
angleworm	4.48
angling	2.74
angrily	2.52
angriness	2.43
angry	2.53
angst	1.96
anguish	2.38
anguished	2.28
angular	3.07
angus	4.19
animal	4.61
animalistic	2.39
animalize	2.33
animate	3.04
animated	2.96
animatedly	2.19
animating	3.08
animation	3.41
animator	4
anime	3.62
animosity	2.11
ankle	4.81
anklebone	4.92
anklet	4.75
annex	4
annexation	2.32
annihilate	2.75
annihilation	2.69
annihilative	1.96
annihilator	2.85
anniversary	3.15
annotate	3
annotation	3.06
annotative	1.92
annotator	3.52
announce	3.31
announcement	2.79
announcer	4.52
annoy	1.93
annoyance	2.14
annoyed	2.89
annoyer	3.03
annoying	2.31
annoyingly	2.04
annoyingness	1.75
annual	1.78
annually	2.77
annuity	2.64
annul	2.28
annulment	2.25
annunciation	2
anoint	2.84
anointed	2.71
anointer	3.35
anointment	2.8
anomaly	1.79
anonymity	1.88
anonymous	2.03
anonymously	2
anonymousness	2.07
anorexia	3.41
anorexic	2.85
another	2.69
answer	2.89
answerability	1.26
answerable	1.93
answerably	1.64
answerer	3.56
answerless	2.08
ant	4.86
antacid	4.25
antagonism	2.33
antagonist	2.75
antagonistic	2.07
antagonistically	2.19
antagonize	2.43
antarctic	4.21
ante	3
anteater	4.86
antelope	5
antenna	4.75
antennae	4.85
anterior	3.5
anthem	3.36
anthill	4.89
anthologist	3.52
anthology	3.07
anthrax	4.44
anthropological	2.29
anthropologically	1.95
anthropologist	4
anthropology	2.41
anthropomorphic	2.5
anti	2.12
antiaircraft	3.48
antibacterial	3.17
antibiotic	4.43
antibiotics	4.45
antibody	3.48
antic	2.16
anticensorship	1.78
antichrist	2.93
antichristian	2
antichurch	2.5
anticipate	1.54
anticipation	1.93
anticipative	1.81
anticipator	2.52
anticipatory	1.69
anticlimactic	2
anticlimax	1.81
anticlockwise	2.96
anticoagulant	3.46
anticoagulation	2.76
anticommunism	1.63
anticommunist	2.46
anticonvulsive	2.78
anticorrosive	2.92
antics	2.6
antidemocratic	2.08
antidepressant	3.8
antidote	3.42
antiestablishment	2.3
antifeminism	2
antifeminist	2.12
antifoaming	3.32
antifreeze	4.54
antifundamentalist	1.73
antifungal	3.55
antigambling	1.81
antiglare	3.09
antigovernment	1.85
antigravity	2.37
antigrowth	2.36
antihero	2.72
antiheroic	1.54
antihistamine	3.68
antihuman	1.58
antimatter	1.77
antimilitarist	2.74
antimilitary	1.7
antimonarchical	1.83
antinationalist	2.16
antioxidant	3.59
antipasto	3.96
antipathy	1.55
antipatriotic	1.9
antipersonnel	2.33
antiperspirant	4.25
antipoetic	1.62
antipollution	2.22
antipoverty	1.9
antipsychotic	2.25
antiquate	1.8
antiquated	2.22
antiquation	1.93
antique	3.75
antiquely	2.04
antiques	4.22
antiquing	3.29
antiquity	2.13
antirealism	1.46
antireligious	1.63
antirevolutionary	1.58
antirust	1.96
antisemitic	2.2
antisemitism	1.83
antiseptic	3.85
antiseptically	2.2
antiseptics	3.96
antislavery	2.26
antismoking	2.86
antisocial	1.86
antisocialist	2.29
antitheft	2.56
antitheses	1.64
antithesis	2.27
antitoxic	3.15
antitoxin	3.16
antitrust	1.63
antiviral	3.17
antivirus	3.5
antiwar	2.3
antler	4.86
antlered	4.16
antlerless	3.81
antonym	2.81
antsy	2.5
anus	4.86
anvil	4.96
anxiety	2.21
anxious	1.68
anxiously	2.08
anxiousness	2.08
any	1.72
anybody	2.67
anyhow	1.48
anymore	2.04
anyone	2.7
anyplace	2.43
anything	1.38
anytime	1.57
anyway	1.68
anyways	1.59
anywhere	2.21
aorta	4.61
apache	3.88
apart	3.15
apartment	4.9
apartments	4.71
apartness	2.35
apathetic	1.62
apathetically	1.96
apathy	2.04
ape	4.79
apelike	2.86
apex	3.41
aphid	4.76
aphrodisiac	3.19
aphrodisiacal	2.33
aplenty	2.56
apnea	3.12
apocalypse	2.21
apocalyptic	1.83
apocalyptical	1.89
apocalyptically	1.96
apolitical	1.47
apologetic	1.88
apologetically	1.66
apologetics	1.76
apologist	2.97
apologize	2.63
apologizer	2.81
apology	2.86
apostle	3.22
apostolic	2.26
apostrophe	3.88
apothecary	3.76
app	3.86
appall	1.81
appalled	2.19
appalling	2.03
appallingly	2.11
apparatus	3.78
apparel	4.6
apparent	1.73
apparently	1.75
apparentness	2.04
apparition	2.46
apparitional	2
appeal	1.73
appealable	1.73
appealing	2.17
appealingly	2.14
appear	3.13
appearance	2.57
appeasable	1.88
appease	1.93
appeasement	1.71
appeaser	1.93
appeasing	1.79
append	2.04
appendage	4.26
appendectomy	4.42
appendices	3.48
appendicitis	3.48
appendix	4.25
appetite	2.74
appetizer	4.71
appetizing	2.1
appetizingly	1.85
applaud	3.8
applaudable	1.97
applauder	3.91
applause	4.29
apple	5
applecart	4.92
applesauce	4.96
appliance	4.57
applicability	1.69
applicable	2.3
applicableness	1.35
applicably	1.54
applicant	4
application	3.4
applicator	4.26
applicatory	1.92
applied	1.96
applier	3.12
apply	2.5
appoint	2.24
appointee	3.5
appointer	2.71
appointment	3
appraisable	2.33
appraisal	3.11
appraise	1.73
appraisement	2.19
appraiser	3.62
appraising	1.83
appraisingly	1.72
appreciable	1.57
appreciably	1.69
appreciate	2.23
appreciation	1.63
appreciative	1.93
appreciatively	1.86
appreciativeness	1.57
appreciator	3
appreciatory	1.7
apprehend	2.82
apprehender	3.3
apprehensibility	1.58
apprehensible	1.71
apprehension	1.68
apprehensive	1.97
apprehensively	1.72
apprehensiveness	1.77
apprentice	3.67
apprenticeship	2.7
apprise	1.78
approach	2.74
approachability	1.9
approachable	2.18
approachableness	1.96
approaching	2.63
appropriate	2
appropriately	1.79
appropriateness	2.07
appropriation	1.96
appropriator	2.68
approvable	1.86
approval	2.33
approve	1.85
approver	2.67
approvingly	1.88
approximate	2.03
approximately	2.54
approximation	1.85
approximatively	2.12
apricot	4.97
april	3.33
apron	4.87
apt	1.78
aptitude	1.54
aptly	1.66
aptness	1.59
aqua	3.66
aquaculture	2.64
aquamarine	4.43
aquarian	3.62
aquarium	4.77
aquarius	2.57
aquatic	3.44
aquatically	3.08
aquatics	3.43
aqueduct	4.62
aquifer	4.04
arabic	3.43
arachnid	4.65
arachnophobia	2.59
arbitrarily	1.38
arbitrariness	1.56
arbitrary	1.62
arbitrate	2.1
arbitration	2
arbitrational	1.58
arbitrative	1.69
arbitrator	3.2
arbor	4
arc	4.14
arcade	4.74
arch	4.59
archaeological	2.67
archaeologically	2.12
archaeologist	4.45
archaeology	3.08
archaic	2.23
archaically	1.32
archangel	2.93
archangelic	2.5
archbishop	4.14
archdeacon	4
archduchess	3.5
archduke	3.93
arched	3.82
archenemy	3.11
archer	3.9
archery	3.93
arches	4.3
archetypal	1.83
archetypical	1.36
arching	3.25
archipelago	3.96
architect	3.74
architectural	3.14
architecturally	2.88
architecture	3.59
archive	3.58
archives	3.93
archivist	3.57
archway	4.28
arcing	3.05
arctic	3
ardent	1.64
ardently	1.66
arduously	1.46
arduousness	1.74
are	1.96
area	3.72
arena	4.83
areola	4.78
argon	3.2
arguable	1.84
arguably	1.79
argue	2.75
arguer	3.04
argument	2.85
argumentation	2
argumentative	2.36
argumentatively	2.07
argumentativeness	1.84
arid	2.96
aridity	3.14
aridness	2.85
arise	3.17
arisen	2.15
aristocracy	2.97
aristocrat	3.76
aristocratic	2.42
aristocratically	1.59
aristocratism	2.2
arithmetic	2.74
arithmetically	2.3
arithmetician	3.5
ark	4.67
arm	4.96
armada	4.04
armadillo	4.9
armageddon	2.9
armband	4.67
armchair	5
armed	3.6
armful	3.43
armhole	4.24
arming	2.59
armless	3.71
armload	3.54
armoire	4.52
armor	4.76
armored	3.59
armory	4.36
armpit	4.8
armrest	4.76
arms	4.97
army	4.7
aroma	3.67
aromatherapy	3.21
aromatic	3.04
aromatically	2.54
aromatization	2.38
aromatize	2.82
arose	2.19
around	1.96
arousal	2.83
arouse	2.85
arouser	2.48
arraign	2.42
arraignment	2.58
arrange	2.79
arrangement	2.3
arranger	2.81
array	2.54
arrest	3.93
arrestee	4.04
arrester	3.29
arresting	2.84
arrestingly	1.89
arrhythmia	2.96
arrhythmic	2.54
arrival	3.07
arrive	3.22
arrogance	1.74
arrogant	2.07
arrogantly	1.93
arrow	4.97
arrowed	2.71
arrowhead	4.7
arrowless	2.92
arsenal	3.86
arsenic	4.29
arson	3.66
arsonist	3.96
art	4.17
artbook	4.4
arterially	3.12
arteriolosclerosis	3.35
artery	4.48
artesian	2.92
artful	2.42
artfully	1.81
artfulness	1.9
arthritic	3.35
arthritis	3.5
artichoke	4.63
article	4.33
articled	2.33
articulate	2.2
articulated	2.08
articulately	1.5
articulateness	2.07
articulation	2.65
artifact	4.5
artifice	2.72
artificial	2.93
artificiality	2.27
artificially	1.81
artificialness	2.04
artillery	4.31
artilleryman	4.27
artisan	3.03
artisanship	1.74
artist	4.24
artistic	2.14
artistically	2.13
artistry	2
artless	1.89
artlessly	1.72
artlessness	1.79
arts	3.75
artsy	2.25
artwork	4.42
arugula	4.08
as	1.33
asbestos	4.52
ascend	2.66
ascendable	2.33
ascendant	2.24
ascendency	1.92
ascender	2.65
ascending	2.66
ascension	2.37
ascent	2.61
ascertain	2.11
ascertainable	1.65
ascertainably	1.54
ascot	4.32
ascribe	2.44
aseptic	2.07
asexual	2.43
asexuality	2.67
asexualize	1.79
