word	age of acquisition
acquire	9.94
acquirer	11.79
acquisition	13.63
acquisitive	14.19
acquisitiveness	14.38
acquit	13.22
acquittal	12.39
acre	9.8
acreage	13.13
acrid	14.07
acrimonious	16.3
acrimony	14.75
acrobat	8.05
acrobatic	9.38
acrobatics	9.0
acronym	11.56
acrophobia	14.38
acropolis	15.4
across	6.64
acrostic	14.82
acrylic	11.56
act	6.42
actinic	15.62
actinium
action	6.67
actionable	12.5
activate	11.11
activation	9.78
activator	11.5
active	6.53
activism	11.89
activist	11.8
activity	6.47
actor	7.17
actress	6.17
actual	6.94
actuality	12.38
actualization	13.84
actualize	13.61
actually	7.33
actuarial	15.85
actuary	17.27
actuation	14.69
actuator	13.71
acuity	13.88
acumen	14.44
acupressure	14.44
acupuncture	11.79
acupuncturist	14.61
acute	11.6
acuteness	12.95
acyclovir	12.57
ad	8.22
adage	16.21
adagio	12.62
adamant	14.29
adamantine	15.91
adapt	9.0
adaptability	11.65
adaptable	9.37
adaptation	11.39
adapter	11.79
adaption	12.4
adaptive	11.33
adaptor	10.21
add	5.1
addendum	15.65
adder	12.13
addict	11.17
addiction	12.11
addictive	10.33
addictiveness	11.61
addition	5.76
additional	9.0
additive	12.28
addle	13.08
addled	12.0
address	5.15
addressee	9.95
adduce	13.0
adductor	14.18
adenoidal	15.33
adenoma	13.78
adenosine	16.29
adept	12.5
adeptness	14.37
adequacy	12.5
adequate	10.35
adhere	10.78
adherence	12.22
adherent	14.17
adhesion	13.5
adhesive	9.17
adiabatic	18.5
adipose	15.7
adiposity	15.86
adjacent	11.05
adjective	8.6
adjoining	11.85
adjourn	12.59
adjournment	14.26
adjudge	15.2
adjudicate	15.25
adjudication	16.33
adjudicator	16.47
adjunct	13.06
adjuration	16.0
adjure	13.1
adjust	8.43
adjustability	12.05
adjustable	8.95
adjuster	11.28
adjustment	9.74
adjustor	13.29
adjutant	13.91
adjuvant	14.25
admin	13.89
administer	9.42
administrate	12.5
administration	11.11
administrative	11.5
administrator	12.22
admirable	11.42
admiral	8.72
admiralty	11.41
admiration	8.95
admire	7.42
admirer	8.78
admissibility	13.79
admissible	13.1
admission	8.84
admit	7.56
admittance	10.39
admixture	14.1
admonish	13.4
admonition	13.86
ado	11.88
adobe	12.22
adolescence	10.42
adolescent	11.05
adopt	7.83
adoptable	9.22
adopter	10.16
adoption	7.79
adoptive	9.16
adorability	11.76
adorable	6.94
adorableness	8.32
adoration	11.8
adore	7.95
adoring	8.53
adorn	11.65
adornment	12.32
adrenal	14.24
adrenalin	11.65
adrenaline	11.63
adrift	11.21
adroit	12.75
adroitness	15.21
adulation	12.72
adult	4.68
adulterant	12.86
adulterate	13.76
adulterer	11.63
adulteress	12.22
adulterous	11.65
adultery	11.84
adulthood	9.95
adumbration	16.5
advance	8.35
advanced	9.05
advancement	10.89
advantage	9.32
advantageous	12.62
advent	10.38
adventure	5.67
adventurer	7.79
adventuresome	10.38
adventuress	10.44
adventurist	8.68
adventurous	10.0
adventurousness	11.81
adverb	8.14
adverbial	13.14
adversarial	14.0
adversary	12.67
adverse	10.72
adversity	11.79
advert	14.22
advertise	9.63
advertisement	7.67
advertiser	11.0
advertising	9.95
advice	8.61
advisable	10.75
advise	8.89
advisee	12.89
advisement	12.5
adviser	10.78
advisor	11.24
advisory	11.55
advocacy	14.06
advocate	11.11
aegis	17.0
aerate	13.44
aeration	12.35
aerial	11.5
aerialist	14.08
aerie	13.0
aero	11.4
aerobatics	9.53
aerobic	10.24
aerobics	11.0
aerodynamic	13.4
aerodynamics	11.5
aeronaut	12.92
aeronautical	14.35
aeronautics	12.35
aerosol	9.47
aerospace	12.06
aesthete	14.9
aesthetic	15.74
aesthetics	15.06
afar	8.21
afeard	10.86
affability	14.07
affable	13.4
affair	10.94
affaire	11.45
affect	9.6
affectation	13.82
affection	8.53
affectionate	8.5
affective	11.74
affectless	13.6
affiant	14.0
affidavit	15.69
affiliate	12.0
affiliation	12.28
affinity	12.22
affirm	12.24
affirmation	12.56
affirmative	10.67
affix	11.94
afflict	11.5
affliction	11.32
afflictive	14.4
affluence	13.88
affluent	13.16
afford	7.47
affordability	10.89
affordable	8.15
affray	13.0
affright	12.77
affront	12.44
afghan	9.11
aficionado	13.86
afire	11.87
aflame	11.22
afloat	9.33
afoot	11.48
aforementioned	14.58
aforesaid	14.44
aforethought	13.72
afoul	11.81
afraid	4.42
afro	9.58
aft	13.88
after	6.0
afterbirth	14.06
afterburner	10.69
aftercare	11.62
afterdeck	15.86
aftereffect	12.06
afterglow	12.53
afterimage	13.67
afterlife	8.11
aftermarket	14.2
aftermath	12.05
afternoon	4.65
afterschool	6.89
aftershave	10.42
aftershock	10.33
aftertaste	10.0
afterthought	12.78
afterwards	7.71
afterworld	10.41
again	5.78
against	7.97
agate	13.0
agave	14.57
age	4.38
ageism	17.07
ageist	15.79
ageless	10.3
agency	10.58
agenda	9.95
agent	9.55
ageratum	13.29
agglomerate	15.67
agglutinate	14.89
aggrandize	14.83
aggrandizement	14.75
aggravate	8.32
aggravated	8.61
aggravation	9.11
aggregate	13.67
aggregation	14.56
aggress	12.13
aggression	9.3
aggressive	8.32
aggressiveness	11.06
aggressor	11.47
aggrieved	12.38
aghast	12.0
agile	11.94
agility	10.06
aging	7.35
agitate	10.17
agitated	10.12
agitation	11.5
agitator	11.84
agitprop	16.6
agleam	14.71
aglitter	13.67
aglow	10.06
agnate	16.5
agnostic	13.8
ago	7.12
agog	14.73
agonist	15.06
agonize	11.58
agonizing	10.89
agony	9.22
agora	13.73
agoraphobia	14.44
agoraphobic	14.64
agrarian	14.83
agree	7.68
agreeable	8.41
agreement	8.16
agribusiness	18.07
agricultural	10.11
agriculturalist	12.78
agriculture	10.32
ague	15.2
ahead	5.45
ahoy	7.61
aid	7.33
aide	7.83
aider	12.92
aids	8.89
aigrette	15.0
aikido	14.08
ail	9.71
aileron	14.71
ailing	10.63
ailment	10.37
aim	6.72
aimer	9.85
aimless	10.32
air	3.94
airbag	12.26
airbase	10.35
airboat	10.75
airborne	9.85
airbrush	12.06
aircraft	7.61
aircraftsman	11.67
aircrew	10.15
airdrome	15.11
airdrop	9.18
airfare	10.26
airfield	8.6
airflow	12.42
airfoil	14.64
airforce	6.83
airhead	10.17
airiness	11.35
airless	10.0
airlift	12.06
airline	8.74
airliner	9.89
airlock	11.61
airmail	12.0
airman	10.58
airmattress	9.37
airmobile	12.69
airplane	3.94
airplay	12.93
airport	6.84
airship	10.8
airsick	11.47
airsickness	10.17
airspace	11.5
airspeed	10.9
airstream	12.22
airstrike	12.78
airstrip	8.16
airtight	9.84
airtime	11.78
airwave	11.35
airway	11.16
airworthy	13.31
airy	10.28
aisle	5.95
ajar	9.67
aka	10.94
akimbo	14.09
akin	12.67
alabaster	13.67
alacrity	15.25
alarm	6.39
alarmclock	5.8
alarming	9.78
alarmist	13.12
alarum	12.38
alas	9.78
albacore	14.47
albatross	11.64
albinism	14.17
albino	9.79
album	6.72
albumen	15.45
albumin	14.2
alcalde	11.0
alchemical	15.64
alchemist	12.0
alchemy	13.35
alcohol	9.0
alcoholic	9.95
alcoholism	11.6
alcove	12.11
alder	14.08
alderman	14.19
ale	10.16
alehouse	13.76
aleph	13.7
alert	8.9
alertness	9.44
alexandrine	14.17
alfalfa	8.83
alfresco	15.29
alga	13.33
algebra	11.47
algebraic	11.11
alginate	14.86
algorithm	14.56
algorithmic	15.31
alias	9.47
alibi	12.5
alien	7.5
alienate	13.05
alienation	13.47
alienist	14.07
aliens	8.58
alight	11.41
align	9.85
alignment	11.76
alike	6.12
alimentary	13.21
alimony	14.47
alit	12.69
alive	5.11
alkali	14.35
alkaline	13.68
alkaloid	14.06
alky	14.18
alkyd	16.62
all	4.24
allay	15.77
allegation	11.84
allege	12.81
alleged	12.05
allegiance	8.42
allegiant	15.18
allegorical	12.41
allegory	14.16
allegro	13.07
allele	14.5
allergen	11.58
allergic	7.72
allergist	12.21
allergy	8.11
alleviate	11.39
alley	7.26
alleyway	8.11
alliance	11.28
allied	10.85
alligator	4.78
alliteration	13.86
alliterative	15.25
allocate	13.78
allocation	12.42
allocution	15.23
allograft	15.2
allot	13.67
allotment	13.28
allow	5.32
allowable	9.56
allowance	6.95
alloy	14.53
allude	13.11
allure	11.83
alluring	12.89
allusion	13.05
alluvial	16.78
ally	9.61
almanac	10.58
almandine	17.22
almightiness	8.89
almighty	8.47
almond	7.67
almoner	13.0
almost	5.47
alms	9.91
almshouse	17.8
aloe	8.95
aloft	9.82
aloha	10.15
alone	4.94
aloneness	9.06
along	5.41
alongshore	11.6
aloof	13.41
alopecia	17.92
aloud	6.22
alp	11.77
alpaca	10.81
alpha	12.22
alphabet	4.22
alphabetical	6.26
alphabetize	7.11
alphanumeric	13.0
alphorn	15.0
alpine	11.28
alright	6.28
also	6.64
altar	7.16
altarpiece	11.21
alter	9.47
alteration	10.17
altercation	11.67
alternate	8.83
alternating	12.0
alternation	12.32
alternative	10.11
alternator	11.32
although	8.08
altimeter	14.13
altitude	9.58
alto	10.19
altogether	8.35
altruism	15.79
altruist	15.5
altruistic	13.8
alum	13.06
alumina	11.78
aluminum	7.26
alumna	14.0
alumnus	14.0
alveolar	15.0
alveolus	14.5
always	6.26
amah	14.0
amalgam	15.25
amalgamated	15.07
amalgamation	16.92
amandine	15.29
amanita	15.5
amanuensis	12.0
amaranth	15.73
amaretto	14.63
amaryllis	15.36
amass	12.0
amassment	14.75
amateur	10.53
amateurish	12.57
amateurism	12.88
amaze	7.5
amazed	7.17
amazement	9.22
amazing	5.22
ambassador	11.0
ambassadorial	12.69
ambassadorship	13.45
amber	9.28
ambergris	17.5
ambiance	14.78
ambidextrous	11.84
ambience	13.28
ambient	12.8
ambiguity	14.06
ambiguous	13.67
ambition	11.29
ambitious	11.05
ambivalence	13.37
ambivalent	12.12
amble	11.87
ambrosia	13.82
ambrosial	17.12
ambulance	6.16
ambulation	15.36
ambulatory	12.59
ambuscade
ambush	9.3
ameliorate	13.67
amelioration	16.25
amen	5.8
amenable	14.14
amend	11.39
amendment	10.06
amends	10.16
americanize	12.44
amethyst	12.22
amiability	13.25
amiable	13.11
amicable	12.95
amice	12.14
amicus	15.4
amid	11.45
amidst	10.44
amino	13.78
amiss	11.34
amity	13.14
ammeter	16.83
ammo	8.11
ammonia	11.0
ammonium	12.35
ammunition	9.67
amnesia	10.61
amnesiac	12.64
amnesic	13.67
amnesty	12.95
amniocentesis	14.38
amniotic	13.86
amoeba	12.65
amoebic	13.68
among	7.75
amongst	9.01
amontillado	14.43
amoral	11.7
amorality	15.0
amorous	13.71
amorphous	14.75
amortization	17.33
amortize	15.88
amount	6.63
amour	12.67
amp	12.11
amperage	12.07
ampersand	13.2
amphetamine	15.53
amphibian	8.33
amphibious	10.88
amphitheater	11.84
amphora	15.44
ample	11.63
amplification	11.4
amplifier	11.35
amplify	12.06
amplitude	12.44
amputate	9.6
amputation	11.89
amputee	11.0
amuck	11.18
amulet	11.53
amuse	9.0
amused	7.83
amusement	8.79
amusing	8.44
amyl	15.67
amylase	18.2
anabolic	15.53
anachronism	14.3
anachronistic	15.79
anaconda	10.06
anaerobic	13.12
anaesthetize	14.18
anagogic	15.33
anagram	11.38
anal	13.17
analeptic	15.6
analgesia	15.38
analgesic	14.87
analog	13.62
analogous	14.4
analogue	12.16
analogy	11.33
analysis	11.32
analyst	11.75
analytic	12.61
analytical	12.44
analyzable	11.27
analyze	11.39
analyzer	11.37
anapestic	15.67
anaphylactic	16.27
anaphylaxis	17.0
anarchic	14.15
anarchism	12.46
anarchist	12.63
anarchistic	15.95
anarchy	13.94
anathema	13.0
anatomic	12.53
anatomical	12.05
anatomist	14.22
anatomize	14.19
anatomy	11.94
ancestor	8.61
ancestors	9.01
ancestral	11.21
ancestry	10.11
anchor	5.72
anchorage	12.0
anchorite	15.0
anchorman	8.06
anchorwoman	11.16
anchovy	9.32
ancient	8.26
ancillary	13.78
and	4.57
andiron	12.5
androgynous	15.8
androgyny	16.5
android	13.89
anecdotal	12.47
anecdote	14.33
anemia	12.0
anemic	13.42
anemone	13.07
anent	17.0
aneroid	11.8
anesthesia	12.53
anesthesiologist	13.0
anesthetic	13.05
anesthetist	13.28
anesthetize	12.78
aneurism	15.22
aneurysm	15.05
anew	10.58
angel	4.0
angelfish	7.42
angelic	8.33
angelical	11.37
anger	6.0
angina	15.86
angiogram	15.0
angiography	15.67
angioplasty	17.27
angle	8.05
angler	11.53
angleworm	10.23
anglophile	17.11
angora	15.12
angry	4.45
angst	13.12
anguish	11.54
anguished	12.06
angular	11.32
anhydride	16.78
aniline	16.8
animal	2.89
animalistic	12.58
animate	8.53
animated	7.0
animation	8.53
animator	10.16
anime	13.94
animosity	12.58
animus	15.08
anion	13.44
anise	14.08
anisette	16.6
ankh	14.8
ankle	4.89
anklebone	7.35
anklet	9.06
annals	14.27
annatto	14.71
annex	12.53
annexation	13.85
annihilate	11.32
annihilation	12.06
anniversary	7.33
annotate	15.12
annotator	15.44
announce	9.48
announcement	7.75
announcer	6.85
annoy	7.22
annoyance	9.47
annoyed	7.72
annoyer	9.47
annoying	6.52
annual	9.26
annuity	15.88
annul	12.65
annular	14.15
annulment	12.37
annunciation	12.0
anode	15.0
anodic	14.0
anodized	14.44
anodyne	15.1
anoint	9.25
anointed	12.56
anomalous	15.1
anomaly	12.44
anonymity	13.44
anonymous	10.26
anorectic	14.8
anorexia	13.11
anorexic	12.06
anosmatic	14.67
another	5.05
anoxia	14.83
answer	5.43
answerable	9.35
ant	4.32
antacid	12.89
antagonism	11.81
antagonist	11.17
antagonistic	13.94
antagonize	12.28
ante	11.7
anteater	8.5
antebellum	17.5
antecedent	15.29
antechamber	15.77
antediluvian	14.89
antelope	8.39
antenatal	17.5
antenna	7.05
anterior	14.12
anteroom	15.58
anthem	9.44
anther	11.67
anthill	7.0
anthology	14.47
anthracite	14.1
anthrax	14.26
anthropoid	14.33
anthropological	14.88
anthropologist	12.56
anthropology	14.61
anti	9.37
antiaircraft	12.06
antibacterial	11.65
antibiotic	9.53
antibiotics	9.55
antibody	12.47
antic	11.65
antichrist	12.79
anticipate	10.6
anticipation	10.0
anticipatory	13.94
anticlimactic	14.17
anticlimax	14.88
anticline	10.67
anticoagulant	14.53
anticoagulation	16.36
anticommunism	13.53
anticommunist	12.89
anticorrosive	13.61
antics	9.56
antidemocratic	13.69
antidepressant	14.05
antidotal	14.69
antidote	10.11
antiestablishment	14.85
antifascist	15.77
antifeminist	12.62
antifreeze	10.05
antifungal	12.0
antigen	13.64
antigovernment	12.35
antigravity	11.37
antigun	13.57
antihistamine	12.93
antihuman	11.08
antimatter	14.84
antimilitary	12.75
antimissile	14.71
antimony	12.11
antinuclear	13.19
antioxidant	14.52
antipasto	16.3
antipathy	13.25
antipersonnel	12.95
antiperspirant	11.26
antiphonal	16.0
antipsychotic	13.71
antiquarian	13.82
antiquated	13.57
antique	8.05
antiques	11.05
antiquity	13.18
antiseptic	9.95
antiseptics	10.78
antiserum	13.8
antislavery	11.06
antisocial	11.47
antispasmodic	16.0
antitank	13.8
antithesis	13.38
antithetical	14.9
antitoxin	13.57
antitrust	14.88
antivenin	13.79
antiviral	15.11
antivirus	13.24
antivivisection	16.11
antivivisectionist	15.0
antiwar	12.42
antler	6.39
antsy	9.06
anus	11.17
anvil	10.79
anxiety	8.17
anxious	10.21
any	6.0
anybody	5.11
anyhow	7.75
anyone	5.36
anything	6.12
anytime	5.89
anyway	6.31
aorta	13.06
aortal	13.85
aortic	13.12
apache	10.5
apart	6.64
apartheid	15.44
apartment	7.8
apartments	6.56
apartness	9.83
apathetic	14.6
apathy	14.21
apatite	12.38
ape	5.89
apelike	9.53
aperitif	15.22
aperture	14.92
apex	12.58
aphasia	16.62
aphasic	14.71
aphid	10.7
aphis	16.6
aphorism	16.2
aphrodisiac	13.32
apiary	15.31
apish	12.56
aplenty	13.25
aplomb	14.73
apnea	15.62
apocalypse	12.78
apogee	17.0
apolitical	17.19
apollonian	15.36
apologetic	9.8
apologia	14.0
apologist	12.36
apologize	5.67
apology	5.56
apoplectic	14.88
apoplexy	15.5
apostate	12.58
apostle	9.5
apostolate	16.8
apostrophe	8.39
apothecary	14.47
apothegm	15.5
apotheosis	15.64
app	18.33
appalled	11.53
appalling	12.21
appaloosa	11.71
apparatchik	15.83
apparatus	10.9
apparel	10.8
apparent	10.25
apparition	11.94
appeal	10.21
appear	6.67
appearance	8.83
appease	11.78
appeasement	13.11
appeaser	13.07
appellant	14.2
appellate	13.5
appellation	16.2
append	13.29
appendage	11.58
appendectomy	11.93
appendicitis	12.0
appendix	10.56
apperception	13.8
appetite	8.83
appetizer	9.06
appetizing	10.74
applaud	7.1
applause	6.2
apple	4.15
applecart	8.75
applejack	7.41
applesauce	4.32
appliance	8.78
applicability	14.63
applicable	13.37
applicant	11.78
application	9.39
applicator	10.74
apply	9.21
appoint	10.29
appointee	13.53
appointment	7.53
appraisal	12.94
appraise	14.52
appraiser	13.05
appreciable	10.17
appreciate	8.8
appreciation	8.5
appreciative	9.94
appreciator	11.78
apprehend	11.47
apprehensibility	14.16
apprehension	11.25
apprehensive	11.45
apprentice	10.58
apprenticeship	14.4
apprise	14.31
approach	8.5
approachable	10.0
approbation	15.23
appropriate	9.16
appropriateness	10.44
appropriation	12.94
approval	7.95
approve	7.89
approximate	10.7
approximation	12.56
apricot	6.15
apriority	14.33
apron	6.75
apse	12.74
apt	12.5
aptitude	12.39
aqualung	14.79
aquamarine	9.94
aquaplane	13.54
aquarium	6.84
aquatic	9.44
aquatics	9.39
aquavit	14.8
aqueduct	11.61
aqueous	11.75
aquifer	13.33
arabesque	13.0
arable	13.0
arachnid	11.88
arachnophobia	12.35
aragonite	14.71
arbiter	16.42
arbitrage	17.1
arbitrary	14.06
arbitrate	14.74
arbitration	14.25
arbitrator	14.37
arbor	11.03
arboreal	14.42
arboretum	13.56
arborist	13.5
arc	9.42
arcade	7.79
arcane	14.93
arch	8.26
archaeological	9.44
archaeologist	9.68
archaeology	10.0
archaeopteryx	14.0
archaic	14.5
archaism	15.42
archangel	11.53
archbishop	10.45
archdeacon	15.23
archdiocese	11.94
archduchess	13.09
archduke	11.59
arched	9.89
archenemy	11.28
archer	9.23
archery	9.06
archetypal	16.29
archetype	13.87
archiepiscopal	16.0
archimandrite	18.33
archipelago	13.18
architect	10.12
architectonic	14.14
architectural	12.25
architecture	10.06
architrave	21.0
archival	11.2
archive	12.95
archives	10.88
archivist	13.79
archon	18.17
archway	10.06
arcsine	13.9
arctic	7.79
ardency	16.6
ardent	13.27
ardor	13.82
arduous	13.92
area	6.58
areal	14.2
arena	9.57
areola	13.31
argent	13.7
argentine	13.31
argillaceous	15.0
argon	15.19
argosy	13.33
argot	15.8
argue	4.61
argument	7.55
argumentative	11.5
aria	13.75
arid	11.38
aridity	12.87
arioso	15.14
arise	6.89
aristocracy	11.0
aristocrat	11.88
aristocratic	12.06
arithmetic	7.16
arithmetical	11.0
ark	7.17
arm	3.26
armada	13.53
armadillo	8.61
Armageddon	11.83
armament	13.73
armature	14.3
armband	10.0
armchair	6.56
armed	8.72
armful	9.61
armistice	14.0
armless	8.68
armload	9.0
armoire	12.37
armor	7.17
armored	9.5
armorial	15.25
armory	11.0
armpit	6.0
armrest	6.56
arms	3.74
army	7.15
aroma	9.47
aromatherapy	15.09
aromatic	11.05
around	5.94
arousal	12.94
arouse	12.63
arpeggio	13.85
arraign	12.38
arraignment	16.44
arrange	8.28
arrangement	9.89
arranger	12.44
arrant	11.5
array	10.79
arrears	16.62
arrest	7.47
arrestee	12.06
arrestment	10.94
arrhythmia	16.27
arrhythmic	13.81
arrival	8.06
arrive	6.26
arrogance	11.72
arrogant	9.95
arrow	6.07
arrowroot	12.0
arsenal	11.79
arsenic	11.83
arsenical	14.64
arsine	14.17
arson	11.2
arsonist	11.45
art	6.21
arterial	14.5
arteriogram	17.12
arteriosclerosis	16.6
artery	13.06
artful	9.56
arthritic	12.3
arthritis	11.67
arthropod	12.93
arthroscopic	15.14
artichoke	10.0
article	8.61
articular	13.44
articulate	13.0
articulation	12.63
artifact	10.33
artifice	12.75
artificial	10.16
artificiality	11.84
artillery	10.68
artilleryman	13.0
artisan	12.95
artist	6.78
artiste	12.29
artistic	9.17
artistry	10.58
artless	13.82
arts	5.97
artsy	10.76
artwork	7.32
arty	9.57
arugula	16.75
as	6.1
asbestos	13.95
ascend	10.67
ascendancy	16.0
ascendant	13.69
ascending	10.84
ascension	12.71
ascent	10.74
ascertain	12.68
ascertainable	15.6
ascetic	14.43
ascorbic	12.57
ascribe	15.28
aseptic	14.07
asexual	16.0
ash	6.63
ashamed	7.11
ashcan	10.67
ashen	12.5
ashes	7.06
ashlar
ashore	9.07
ashram	16.64
ashtray	5.95
ashy	8.61
aside	7.89
asinine	12.71
asininity	16.43
ask	2.89
asker	7.94
askew	11.0
asleep	4.47
asp	10.69
asparagus	6.79
aspect	10.35
aspen	10.04
asperse	14.22
aspersion	14.4
asphalt	8.89
asphyxia	14.07
asphyxiate	13.06
asphyxiation	15.12
aspic	16.33
aspidistra	18.0
aspirant	12.81
aspirate	14.41
aspiration	11.47
aspire	11.83
aspirin	7.95
aspiring	11.0
ass	7.84
assail	12.24
assailable	13.21
assailant	12.44
assassin	11.28
assassinate	10.11
assassination	9.05
assassinator	11.05
assault	10.21
assaultive	14.94
assay	15.0
assegai	18.25
assemblage	14.29
assemble	8.72
assembly	6.94
assemblyman	12.89
assent	11.29
assert	10.83
assertion	12.24
assertive	10.44
assertiveness	11.35
assess	11.37
assessment	11.95
assessor	14.79
asset	11.79
asshole	9.52
assiduity	16.5
assiduous	13.21
assign	8.56
assignation	12.93
assignment	7.0
assimilate	12.95
assimilation	15.07
assist	8.75
assistance	8.84
assistant	8.61
associate	10.83
association	10.76
associative	13.95
assorted	9.32
assortment	8.72
assuage	15.18
assume	8.21
assumption	10.2
assurance	12.33
assure	12.06
assuredness	12.94
aster	13.0
asterisk	11.94
asteroid	8.6
asthma	10.39
asthmatic	8.72
astigmatism	13.53
astonish	12.21
astonished	10.58
astonishing	9.11
astonishment	10.11
astound	12.41
astounded	11.4
astraddle	12.62
astral	13.2
astray	10.3
astringent	13.89
astrobiology	16.38
astrodome	12.69
astrolabe	13.51
astrologer	11.06
astrological	10.0
astrologist	11.41
astrology	9.53
astronaut	6.28
astronautics	12.07
astronomer	9.85
astronomic	12.47
astronomical	12.5
astronomy	9.0
astrophysical	14.16
astrophysicist	13.06
astrophysics	13.3
astute	14.69
astuteness	13.0
asylum	13.1
asymmetric	12.28
asymmetrical	12.11
asymmetry	11.68
asymptomatic	13.73
at	4.04
atavism	16.15
atavistic	17.4
atelier	15.0
atheism	12.69
atheist	12.18
atheistic	15.4
atheneum	14.33
athlete	7.11
athletic	8.55
athleticism	10.05
athletics	8.35
atilt	12.25
atlas	7.9
atmosphere	9.79
atmospheric	10.11
atoll	14.65
atom	9.68
atomic	10.16
atomize	13.24
atomizer	12.81
atonal	12.82
atonality	16.5
atone	12.12
atonement	11.79
atrabilious	17.5
atremble	11.0
atrium	12.0
atrocious	11.95
atrocity	13.39
atrophy	15.5
atropine	15.78
attach	6.39
attache	14.31
attachment	10.11
attack	6.58
attacker	6.5
attain	10.84
attainability	13.7
attainable	9.45
attainment	13.8
attar	17.0
attempt	7.7
attempted	8.7
attend	7.72
attendance	7.11
attendant	9.79
attendee	11.42
attention	6.78
attentive	9.37
attentiveness	12.1
attenuate	16.12
attenuation	14.5
attest	14.0
attic	5.15
attire	11.22
attitude	6.78
attitudinal	14.75
attorney	10.95
attract	8.78
attraction	9.61
attractive	8.58
attractiveness	10.05
attractor	10.87
attributable	14.69
attribute	12.67
attribution	11.14
